	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	1.277E-4	1.004E-3	1.012E-3						
0.017	2.913E-3	2.989E-3	4.174E-3	0.176	0.137	0.223			
0.033	5.998E-3	5.575E-3	8.189E-3	0.166	0.168	0.236	-0.573	1.462	1.570
0.050	8.454E-3	8.599E-3	1.206E-2	0.150	0.186	0.239	-0.835	0.386	0.920
0.067	1.100E-2	1.179E-2	1.612E-2	0.143	0.182	0.231	-0.101	-0.695	0.702
0.083	1.322E-2	1.467E-2	1.975E-2	0.142	0.161	0.215	-5.900E-2	-1.996	1.997
0.100	1.574E-2	1.717E-2	2.329E-2	0.146	0.118	0.187	0.458	-2.612	2.652
0.117	1.808E-2	1.860E-2	2.594E-2	0.153	6.901E-2	0.168	0.277	-2.457	2.473
0.133	2.084E-2	1.947E-2	2.852E-2	0.160	3.779E-2	0.164	0.626	-1.903	2.003
0.150	2.342E-2	1.987E-2	3.071E-2	0.168	6.287E-3	0.169	0.670	-1.731	1.856
0.167	2.646E-2	1.968E-2	3.298E-2	0.187	-2.134E-2	0.188	0.916	-1.666	1.901
0.184	2.964E-2	1.915E-2	3.529E-2	0.197	-4.757E-2	0.203	0.499	-1.089	1.197
0.200	3.304E-2	1.810E-2	3.767E-2	0.204	-6.101E-2	0.213	0.235	-1.245	1.267
0.217	3.646E-2	1.712E-2	4.028E-2	0.204	-8.273E-2	0.220	0.704	-1.790	1.924
0.234	3.986E-2	1.534E-2	4.271E-2	0.225	-0.125	0.257	0.117	-1.740	1.744
0.250	4.396E-2	1.294E-2	4.582E-2	0.218	-0.143	0.261	-0.460	0.248	0.523
0.267	4.714E-2	1.057E-2	4.831E-2	0.198	-0.118	0.230	-0.246	2.118	2.132
0.284	5.055E-2	9.015E-3	5.134E-2	0.214	-6.885E-2	0.225	0.527	2.646	2.699
0.300	5.429E-2	8.274E-3	5.492E-2	0.218	-2.804E-2	0.220	-7.415E-2	1.732	1.733
0.317	5.782E-2	8.079E-3	5.838E-2	0.209	-1.012E-2	0.209	-0.318	1.048	1.095
0.334	6.127E-2	7.936E-3	6.178E-2	0.207	3.360E-3	0.208	-6.763E-2	0.561	0.565
