	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-3.040E-3	-1.142E-3	3.247E-3						
0.017	-2.149E-3	-2.667E-3	3.425E-3	6.298E-2	-9.096E-2	0.111			
0.033	-9.384E-4	-4.177E-3	4.281E-3	6.743E-2	-6.732E-2	9.529E-2	-0.227	1.191	1.212
0.050	1.010E-4	-4.913E-3	4.914E-3	5.379E-2	-4.459E-2	6.987E-2	-1.008	1.184	1.555
0.067	8.565E-4	-5.665E-3	5.729E-3	3.374E-2	-3.301E-2	4.720E-2	-0.439	0.487	0.656
0.083	1.227E-3	-6.014E-3	6.138E-3	3.520E-2	-2.434E-2	4.279E-2	0.441	0.449	0.630
0.100	2.031E-3	-6.477E-3	6.788E-3	5.311E-2	-2.159E-2	5.733E-2	0.988	0.330	1.042
0.117	2.999E-3	-6.735E-3	7.372E-3	6.651E-2	-1.164E-2	6.752E-2	0.452	0.426	0.621
0.133	4.250E-3	-6.866E-3	8.075E-3	7.054E-2	-7.253E-3	7.091E-2	0.784	0.159	0.800
0.150	5.353E-3	-6.977E-3	8.794E-3	8.718E-2	-6.706E-3	8.743E-2	0.719	0.111	0.727
0.167	7.159E-3	-7.090E-3	1.008E-2	0.102	-4.026E-3	0.102	0.230	1.530	1.547
0.184	8.758E-3	-7.111E-3	1.128E-2	9.078E-2	3.933E-2	9.894E-2	-0.510	2.625	2.674
0.200	1.019E-2	-5.777E-3	1.171E-2	8.462E-2	9.291E-2	0.126	-0.520	1.507	1.594
0.217	1.158E-2	-4.011E-3	1.226E-2	7.508E-2	8.980E-2	0.117	-0.467	-0.546	0.719
0.234	1.269E-2	-2.781E-3	1.299E-2	6.675E-2	6.894E-2	9.596E-2	-4.357E-2	-1.073	1.073
0.250	1.381E-2	-1.711E-3	1.391E-2	7.388E-2	5.609E-2	9.276E-2	0.304	-0.692	0.755
0.267	1.516E-2	-9.093E-4	1.519E-2	7.911E-2	4.472E-2	9.087E-2	0.502	-0.746	0.900
0.284	1.645E-2	-2.184E-4	1.645E-2	8.765E-2	3.264E-2	9.354E-2	0.438	-1.226	1.302
0.300	1.808E-2	1.798E-4	1.808E-2	9.704E-2	4.530E-3	9.714E-2	0.269	-2.271	2.287
0.317	1.969E-2	-6.728E-5	1.969E-2	9.505E-2	-4.332E-2	0.104	-0.130	-1.435	1.441
0.334	2.125E-2	-1.266E-3	2.129E-2	9.271E-2	-5.163E-2	0.106	-5.350E-2	0.221	0.228
0.350	2.278E-2	-1.790E-3	2.285E-2	9.285E-2	-2.676E-2	9.663E-2	0.506	1.082	1.194
0.367	2.435E-2	-2.159E-3	2.445E-2	0.108	-1.771E-2	0.110	0.703	0.422	0.820
0.384	2.639E-2	-2.381E-3	2.650E-2	0.120	-1.224E-2	0.121	0.434	0.234	0.493
0.400	2.837E-2	-2.567E-3	2.848E-2	0.120	-1.033E-2	0.120	-0.148	-0.175	0.229
0.417	3.039E-2	-2.726E-3	3.052E-2	0.117	-1.693E-2	0.118	-0.526	0.574	0.779
0.434	3.226E-2	-3.132E-3	3.242E-2	0.102	2.728E-3	0.102	-0.386	1.516	1.564
0.450	3.381E-2	-2.635E-3	3.391E-2	0.101	4.086E-2	0.109	0.103	0.995	1.000
0.467	3.562E-2	-1.769E-3	3.566E-2	0.109	3.730E-2	0.116	0.282	4.698E-2	0.286
0.484	3.746E-2	-1.390E-3	3.748E-2	0.109	3.493E-2	0.115	-0.146	-2.386E-2	0.148
0.500	3.926E-2	-6.033E-4	3.927E-2	0.105	4.272E-2	0.113	0.376	-5.801E-3	0.376
0.517	4.095E-2	3.520E-5	4.095E-2	0.118	3.254E-2	0.123	0.359	-0.751	0.833
0.534	4.321E-2	4.823E-4	4.321E-2	0.124	1.792E-2	0.125	0.160	-0.807	0.822
0.551	4.508E-2	6.330E-4	4.508E-2	0.117	4.539E-3	0.117	-3.829E-2	-0.799	0.800
0.567	4.712E-2	6.337E-4	4.712E-2	0.125	-7.650E-3	0.125	0.495	-0.680	0.840
0.584	4.926E-2	3.778E-4	4.926E-2	0.133	-1.915E-2	0.134	0.161	8.104E-2	0.180
0.601	5.156E-2	-5.137E-6	5.156E-2	0.132	-7.186E-3	0.133	0.189	1.717	1.727
0.617	5.367E-2	1.380E-4	5.367E-2	0.136	3.885E-2	0.141	-0.588	1.935	2.023
0.634	5.609E-2	1.291E-3	5.610E-2	0.120	6.446E-2	0.136	-0.574	0.758	0.950
0.651	5.766E-2	2.289E-3	5.771E-2	0.106	5.863E-2	0.122	-8.004E-2	-0.307	0.317
0.667	5.964E-2	3.248E-3	5.973E-2	0.123	5.492E-2	0.135	1.516	-0.525	1.604
0.684	6.178E-2	4.121E-3	6.192E-2	0.153	4.204E-2	0.159	0.758	-0.571	0.949
0.701	6.475E-2	4.650E-3	6.492E-2	0.158	3.309E-2	0.161	6.865E-2	-0.890	0.893
0.717	6.705E-2	5.225E-3	6.725E-2	0.145	1.673E-2	0.146	-0.600	-1.121	1.271
0.734	6.959E-2	5.209E-3	6.979E-2	0.144	-8.496E-3	0.144	-0.288	-0.958	1.000
0.751	7.186E-2	4.942E-3	7.203E-2	0.133	-1.498E-2	0.133	-0.592	0.340	0.683
0.767	7.401E-2	4.709E-3	7.416E-2	0.125	1.944E-3	0.125	-0.302	0.876	0.926
0.784	7.603E-2	5.007E-3	7.620E-2	0.122	1.854E-2	0.123	-0.348	0.606	0.699
0.801	7.807E-2	5.327E-3	7.825E-2	0.115	1.999E-2	0.117	-7.236E-2	0.125	0.144
0.817	7.988E-2	5.674E-3	8.008E-2	0.116	2.257E-2	0.118	-6.459E-3	1.256E-4	6.461E-3
0.834	8.194E-2	6.080E-3	8.217E-2	0.119	2.090E-2	0.121	0.305	-0.494	0.580
0.851	8.385E-2	6.371E-3	8.409E-2	0.123	6.403E-3	0.123	0.485	-1.119	1.219
0.868	8.603E-2	6.294E-3	8.626E-2	0.137	-1.727E-2	0.138	0.526	-2.039	2.106
0.884	8.843E-2	5.795E-3	8.862E-2	0.141	-5.945E-2	0.153	-0.341	-2.376	2.401
0.901	9.074E-2	4.310E-3	9.084E-2	0.126	-0.101	0.162	-0.403	-1.367	1.425
0.918	9.264E-2	2.411E-3	9.267E-2	0.123	-0.106	0.162	0.147	0.770	0.784
0.934	9.485E-2	7.880E-4	9.485E-2	0.135	-7.479E-2	0.154	0.587	1.596	1.701
0.951	9.714E-2	-8.418E-5	9.714E-2	0.142	-4.771E-2	0.149	0.489	1.383	1.467
0.968	9.957E-2	-8.039E-4	9.957E-2	0.151	-3.213E-2	0.155	0.322	0.788	0.851
0.984	0.102	-1.156E-3	0.102	0.154	-1.919E-2	0.155	0.424	0.318	0.530
1.001	0.105	-1.444E-3	0.105	0.162	-2.188E-2	0.164	1.988E-2	0.144	0.145
1.018	0.108	-1.886E-3	0.108	0.160	-1.731E-2	0.161	-0.149	1.258	1.266
1.034	0.110	-2.022E-3	0.110	0.151	1.943E-2	0.152	-0.681	1.830	1.953
1.051	0.113	-1.238E-3	0.113	0.142	4.990E-2	0.151	-0.539	0.913	1.061
1.068	0.115	-3.566E-4	0.115	0.129	4.756E-2	0.137	-0.236	-0.524	0.575
1.084	0.117	3.490E-4	0.117	0.135	3.197E-2	0.139	0.801	-0.969	1.258
1.101	0.119	7.101E-4	0.119	0.156	1.411E-2	0.156	0.571	-0.833	1.010
1.118	0.122	8.196E-4	0.122	0.159	3.871E-3	0.159	0.107	-0.665	0.674
1.134	0.125	8.392E-4	0.125	0.153	-6.664E-3	0.154	-0.750	5.101E-2	0.752
1.151	0.127	5.972E-4	0.127	0.140	1.440E-3	0.140	-0.128	1.070	1.078
1.168	0.129	8.873E-4	0.129	0.140	3.255E-2	0.144	0.168	1.077	1.090
1.185	0.132	1.683E-3	0.132	0.154	4.048E-2	0.160	0.393	0.225	0.453
1.201	0.134	2.238E-3	0.134	0.149	3.550E-2	0.153	0.336	-0.262	0.426
1.218	0.137	2.868E-3	0.137	0.164	3.398E-2	0.168	0.380	-0.434	0.577
1.235	0.140	3.372E-3	0.140	0.168	2.094E-2	0.169	-9.493E-2	-0.718	0.725
1.251	0.142	3.567E-3	0.143	0.155	8.385E-3	0.155	-0.285	-1.071	1.109
1.268	0.145	3.651E-3	0.145	0.159	-1.200E-2	0.160	0.128	-1.017	1.025
1.285	0.148	3.166E-3	0.148	0.161	-2.984E-2	0.164	-0.511	-0.276	0.581
1.301	0.150	2.656E-3	0.150	0.143	-2.043E-2	0.145	-0.567	0.675	0.882
1.318	0.153	2.485E-3	0.153	0.137	-5.032E-3	0.137	-0.330	0.697	0.772
1.335	0.155	2.488E-3	0.155	0.138	2.541E-3	0.138	0.739	0.184	0.762
