	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	5.100E-4	1.275E-3	1.373E-3						
0.017	1.548E-3	3.168E-3	3.526E-3	5.557E-2	0.111	0.124			
0.033	2.364E-3	4.983E-3	5.515E-3	4.680E-2	9.466E-2	0.106	0.211	-1.650	1.663
0.050	3.109E-3	6.326E-3	7.049E-3	6.067E-2	5.590E-2	8.249E-2	0.486	-2.319	2.370
0.067	4.388E-3	6.848E-3	8.133E-3	6.899E-2	1.463E-2	7.053E-2	0.487	-2.102	2.158
0.083	5.411E-3	6.814E-3	8.702E-3	7.105E-2	-1.380E-2	7.238E-2	0.434	-1.503	1.564
0.100	6.759E-3	6.388E-3	9.300E-3	8.652E-2	-3.514E-2	9.339E-2	0.772	-1.242	1.462
0.117	8.298E-3	5.642E-3	1.003E-2	9.646E-2	-5.482E-2	0.111	0.492	-0.920	1.043
0.133	9.978E-3	4.558E-3	1.097E-2	0.103	-6.705E-2	0.123	0.169	-0.549	0.574
0.150	1.173E-2	3.404E-3	1.222E-2	0.103	-7.189E-2	0.125	0.253	-0.226	0.339
0.167	1.340E-2	2.159E-3	1.357E-2	0.109	-7.502E-2	0.132	0.228	-0.247	0.336
0.184	1.537E-2	9.014E-4	1.540E-2	0.114	-7.929E-2	0.139	-0.121	-0.205	0.238
0.200	1.720E-2	-4.862E-4	1.720E-2	0.103	-8.296E-2	0.132	-0.262	0.464	0.533
0.217	1.882E-2	-1.867E-3	1.891E-2	0.103	-6.563E-2	0.122	-0.216	1.293	1.311
0.234	2.064E-2	-2.676E-3	2.081E-2	9.994E-2	-3.666E-2	0.106	-2.832E-2	1.206	1.207
0.250	2.215E-2	-3.090E-3	2.237E-2	9.771E-2	-2.448E-2	0.101	0.185	-8.748E-2	0.204
0.267	2.390E-2	-3.493E-3	2.415E-2	0.109	-3.905E-2	0.116	0.184	-1.044	1.060
