	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-1.163E-3	-6.314E-3	6.420E-3						
0.017	3.756E-3	-6.286E-3	7.323E-3	0.294	4.019E-3	0.294			
0.033	8.637E-3	-6.180E-3	1.062E-2	0.301	1.975E-3	0.301	-0.302	1.444	1.476
0.050	1.380E-2	-6.220E-3	1.514E-2	0.289	4.398E-2	0.292	-1.536	3.181	3.532
0.067	1.829E-2	-4.712E-3	1.888E-2	0.246	0.118	0.273	-1.857	3.311	3.796
0.083	2.201E-2	-2.281E-3	2.213E-2	0.224	0.154	0.272	-1.380	1.759	2.236
0.100	2.575E-2	4.418E-4	2.575E-2	0.206	0.174	0.269	-0.426	0.431	0.606
0.117	2.888E-2	3.518E-3	2.910E-2	0.202	0.172	0.266	-0.759	-0.766	1.079
0.133	3.250E-2	6.192E-3	3.308E-2	0.191	0.145	0.240	-5.398E-3	-1.467	1.467
0.150	3.525E-2	8.370E-3	3.623E-2	0.189	0.122	0.225	0.209	-1.802	1.814
0.167	3.881E-2	1.027E-2	4.014E-2	0.209	8.858E-2	0.227	0.955	-2.388	2.572
0.184	4.222E-2	1.133E-2	4.372E-2	0.215	3.984E-2	0.219	0.296	-2.491	2.509
0.200	4.598E-2	1.159E-2	4.742E-2	0.223	3.982E-3	0.223	0.778	-1.654	1.828
0.217	4.965E-2	1.146E-2	5.096E-2	0.236	-1.451E-2	0.237	0.880	-1.067	1.383
0.234	5.387E-2	1.111E-2	5.500E-2	0.256	-3.035E-2	0.258	0.549	-0.896	1.051
0.250	5.821E-2	1.045E-2	5.914E-2	0.254	-4.542E-2	0.258	-0.177	-1.171	1.184
0.267	6.236E-2	9.595E-3	6.309E-2	0.248	-6.734E-2	0.257	0.567	-1.918	2.000
0.284	6.650E-2	8.199E-3	6.700E-2	0.271	-0.110	0.292	0.320	-1.925	1.951
0.300	7.140E-2	5.938E-3	7.164E-2	0.269	-0.136	0.302	-0.302	-0.438	0.532
0.317	7.547E-2	3.645E-3	7.556E-2	0.250	-0.123	0.278	-0.956	1.707	1.957
0.334	7.973E-2	1.839E-3	7.975E-2	0.244	-7.933E-2	0.256	-1.858E-2	2.560	2.560
0.350	8.361E-2	9.978E-4	8.361E-2	0.244	-3.367E-2	0.246	3.355E-2	2.045	2.046
0.367	8.786E-2	7.156E-4	8.786E-2	0.250	-1.124E-2	0.251	0.401	0.944	1.026
0.384	9.196E-2	6.228E-4	9.196E-2	0.253	-3.256E-3	0.253	7.034E-2	0.313	0.321
0.400	9.630E-2	6.070E-4	9.630E-2	0.256	-9.461E-4	0.256	-0.119	5.772E-2	0.132
0.417	0.101	5.913E-4	0.101	0.247	-1.568E-3	0.247	0.129	-0.124	0.178
0.434	0.105	5.547E-4	0.105	0.258	-4.874E-3	0.258	-1.801E-2	-0.533	0.533
0.450	0.109	4.286E-4	0.109	0.254	-1.847E-2	0.255	0.180	-0.626	0.651
0.467	0.113	-6.167E-5	0.113	0.254	-2.861E-2	0.256	-0.444	0.351	0.566
0.484	0.118	-5.259E-4	0.118	0.250	-7.820E-3	0.250	-0.513	1.305	1.403
0.500	0.121	-3.226E-4	0.121	0.228	1.951E-2	0.229	-0.683	0.848	1.089
0.517	0.125	1.249E-4	0.125	0.230	2.061E-2	0.231	-0.197	-0.426	0.469
0.534	0.129	3.651E-4	0.129	0.223	3.967E-3	0.223	-0.209	-0.857	0.882
0.551	0.133	2.573E-4	0.133	0.220	-9.619E-3	0.220	0.264	-0.833	0.874
0.567	0.136	4.415E-5	0.136	0.233	-2.195E-2	0.234	1.049	-0.396	1.121
0.584	0.140	-4.750E-4	0.140	0.255	-2.577E-2	0.256	0.578	3.916E-2	0.580
0.601	0.145	-8.156E-4	0.145	0.256	-1.813E-2	0.257	0.177	-0.133	0.222
