	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-7.428E-4	-8.625E-4	1.138E-3						
0.017	1.345E-3	-1.174E-3	1.785E-3	0.120	-3.856E-2	0.126			
0.033	3.267E-3	-2.149E-3	3.910E-3	0.111	-6.774E-2	0.130	-0.600	-0.951	1.125
0.050	5.035E-3	-3.434E-3	6.095E-3	0.100	-7.099E-2	0.123	-0.712	0.684	0.987
0.067	6.615E-3	-4.518E-3	8.010E-3	8.700E-2	-4.473E-2	9.783E-2	6.872E-2	1.831	1.833
0.083	7.938E-3	-4.927E-3	9.343E-3	9.849E-2	-7.421E-3	9.877E-2	0.197	1.606	1.618
0.100	9.901E-3	-4.765E-3	1.099E-2	0.102	1.071E-2	0.103	0.658	0.798	1.034
0.117	1.135E-2	-4.570E-3	1.224E-2	0.110	1.640E-2	0.111	0.958	0.264	0.993
0.133	1.357E-2	-4.218E-3	1.421E-2	0.142	2.075E-2	0.143	0.391	-0.148	0.418
0.150	1.608E-2	-3.877E-3	1.655E-2	0.126	1.191E-2	0.126	-0.392	-0.385	0.549
0.167	1.777E-2	-3.821E-3	1.818E-2	0.118	5.246E-3	0.118	0.194	7.355E-2	0.207
0.184	2.002E-2	-3.702E-3	2.036E-2	0.140	1.499E-2	0.141	0.100	0.678	0.685
0.200	2.244E-2	-3.321E-3	2.268E-2	0.123	2.898E-2	0.127	-0.860	0.768	1.154
0.217	2.414E-2	-2.735E-3	2.429E-2	0.104	4.048E-2	0.112	-0.510	0.617	0.800
0.234	2.591E-2	-1.970E-3	2.599E-2	0.110	4.969E-2	0.120	0.420	0.160	0.450
0.250	2.780E-2	-1.077E-3	2.782E-2	0.118	4.707E-2	0.127	-0.365	-0.627	0.726
0.267	2.985E-2	-3.996E-4	2.985E-2	0.101	2.815E-2	0.105	-0.301	-0.956	1.002
0.284	3.118E-2	-1.380E-4	3.118E-2	9.845E-2	1.292E-2	9.929E-2	-0.340	-0.772	0.843
0.300	3.313E-2	3.160E-5	3.313E-2	0.101	4.245E-3	0.101	0.518	-0.850	0.996
0.317	3.455E-2	3.645E-6	3.455E-2	0.106	-1.486E-2	0.107	0.724	-1.227	1.425
0.334	3.665E-2	-4.643E-4	3.666E-2	0.132	-3.818E-2	0.138	1.489	-0.963	1.773
0.350	3.896E-2	-1.270E-3	3.898E-2	0.152	-4.804E-2	0.159	0.276	0.243	0.367
0.367	4.172E-2	-2.067E-3	4.178E-2	0.147	-3.096E-2	0.150	-0.375	0.952	1.024
0.384	4.388E-2	-2.303E-3	4.394E-2	0.132	-1.182E-2	0.132	-0.208	0.510	0.551
0.400	4.612E-2	-2.462E-3	4.619E-2	0.143	-1.493E-2	0.143	0.314	-0.405	0.513
0.417	4.863E-2	-2.801E-3	4.871E-2	0.145	-2.635E-2	0.147	1.233	-0.173	1.245
0.434	5.096E-2	-3.341E-3	5.107E-2	0.176	-2.299E-2	0.177	1.341	0.173	1.352
0.450	5.450E-2	-3.568E-3	5.462E-2	0.202	-1.662E-2	0.203	0.442	6.845E-2	0.448
0.467	5.771E-2	-3.896E-3	5.784E-2	0.184	-2.249E-2	0.185	-0.346	-0.304	0.461
0.484	6.063E-2	-4.319E-3	6.079E-2	0.188	-2.694E-2	0.190	0.477	-0.457	0.660
0.500	6.398E-2	-4.794E-3	6.416E-2	0.204	-3.663E-2	0.207	0.201	-0.726	0.753
0.517	6.744E-2	-5.541E-3	6.767E-2	0.196	-5.218E-2	0.202	-0.995	-4.344E-3	0.995
0.534	7.050E-2	-6.536E-3	7.081E-2	0.169	-4.048E-2	0.174	-1.310	1.143	1.739
0.551	7.308E-2	-6.891E-3	7.341E-2	0.150	-9.222E-3	0.150	-0.192	1.128	1.144
0.567	7.551E-2	-6.843E-3	7.582E-2	0.161	-1.487E-3	0.161	-0.177	0.330	0.375
0.584	7.846E-2	-6.941E-3	7.877E-2	0.153	-1.765E-3	0.153	0.834	8.202E-2	0.838
0.601	8.060E-2	-6.902E-3	8.090E-2	0.173	2.955E-3	0.174	0.847	0.393	0.934
0.617	8.425E-2	-6.842E-3	8.453E-2	0.200	1.003E-2	0.200	0.434	8.513E-4	0.434
0.634	8.727E-2	-6.568E-3	8.752E-2	0.177	6.203E-3	0.177	-0.865	-0.386	0.947
0.651	9.015E-2	-6.635E-3	9.039E-2	0.172	-6.371E-3	0.173	0.393	-0.601	0.718
0.667	9.303E-2	-6.780E-3	9.327E-2	0.188	-1.248E-2	0.189	0.821	-0.180	0.841
0.684	9.643E-2	-7.052E-3	9.669E-2	0.204	-1.353E-2	0.205	0.587	0.291	0.655
0.701	9.984E-2	-7.232E-3	0.100	0.205	-2.599E-3	0.206	-0.422	0.495	0.650
0.717	0.103	-7.139E-3	0.104	0.193	4.999E-3	0.193	-0.611	0.370	0.715
0.734	0.106	-7.065E-3	0.107	0.181	7.927E-3	0.181	9.778E-2	0.213	0.234
0.751	0.109	-6.874E-3	0.110	0.196	1.296E-2	0.197	0.121	0.105	0.160
