	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-1.243E-3	3.039E-3	3.283E-3						
0.017	1.131E-3	4.491E-4	1.217E-3	9.964E-2	-0.162	0.190			
0.033	2.082E-3	-2.373E-3	3.157E-3	0.164	-0.210	0.267	1.693	-0.848	1.894
0.050	6.610E-3	-6.556E-3	9.310E-3	0.203	-0.207	0.290	-0.505	0.383	0.634
0.067	8.845E-3	-9.292E-3	1.283E-2	0.115	-0.177	0.211	-3.390	2.820	4.409
0.083	1.045E-2	-1.246E-2	1.627E-2	9.429E-2	-0.132	0.162	-0.594	4.014	4.058
0.100	1.199E-2	-1.368E-2	1.819E-2	9.679E-2	-3.058E-2	0.102	-0.451	4.442	4.465
0.117	1.368E-2	-1.348E-2	1.921E-2	8.334E-2	1.932E-2	8.555E-2	-0.613	2.928	2.991
0.133	1.477E-2	-1.304E-2	1.970E-2	6.996E-2	5.865E-2	9.129E-2	-1.297	1.955	2.346
0.150	1.601E-2	-1.153E-2	1.973E-2	4.774E-2	9.230E-2	0.104	0.360	0.200	0.411
0.167	1.636E-2	-9.957E-3	1.916E-2	6.710E-2	6.539E-2	9.369E-2	1.058	-1.686	1.991
0.184	1.825E-2	-9.346E-3	2.051E-2	0.102	2.870E-2	0.106	1.066	-1.589	1.914
0.200	1.976E-2	-9.000E-3	2.171E-2	9.247E-2	1.501E-2	9.368E-2	-0.411	0.449	0.609
0.217	2.134E-2	-8.845E-3	2.310E-2	9.081E-2	3.893E-2	9.880E-2	-1.195	2.695	2.948
0.234	2.279E-2	-7.701E-3	2.405E-2	5.559E-2	0.109	0.122	-7.750E-2	4.009	4.010
0.250	2.319E-2	-5.224E-3	2.377E-2	7.291E-2	0.176	0.190	-0.457	1.299	1.377
0.267	2.522E-2	-1.830E-3	2.529E-2	6.653E-2	0.160	0.173	2.512E-2	-1.176	1.176
0.284	2.541E-2	1.216E-4	2.541E-2	4.616E-2	0.120	0.129	-0.257	-1.631	1.651
0.300	2.676E-2	2.174E-3	2.685E-2	7.634E-2	0.114	0.137	2.020	-1.002	2.254
0.317	2.796E-2	3.928E-3	2.823E-2	0.103	8.628E-2	0.134	-0.408	-1.275	1.339
0.334	3.019E-2	5.053E-3	3.061E-2	7.992E-2	6.743E-2	0.105	-1.036	-1.688	1.981
0.350	3.063E-2	6.178E-3	3.124E-2	4.566E-2	3.700E-2	5.877E-2	-0.450	-2.131	2.178
0.367	3.172E-2	6.288E-3	3.233E-2	7.664E-2	-9.997E-3	7.729E-2	0.957	-2.263	2.457
0.384	3.318E-2	5.845E-3	3.369E-2	7.922E-2	-3.735E-2	8.759E-2	0.925	-1.482	1.747
0.400	3.436E-2	5.042E-3	3.473E-2	9.932E-2	-5.865E-2	0.115	1.199	-1.046	1.591
0.417	3.650E-2	3.888E-3	3.670E-2	0.129	-7.315E-2	0.148	0.404	-0.499	0.642
0.434	3.865E-2	2.601E-3	3.874E-2	0.111	-7.521E-2	0.134	-1.986E-2	7.619E-2	7.873E-2
0.450	4.021E-2	1.378E-3	4.024E-2	0.119	-6.996E-2	0.138	3.650E-2	-0.160	0.164
0.467	4.263E-2	2.664E-4	4.263E-2	0.125	-7.821E-2	0.148	0.305	0.773	0.831
0.484	4.439E-2	-1.231E-3	4.441E-2	0.118	-5.318E-2	0.130	-0.285	1.741	1.764
0.500	4.657E-2	-1.508E-3	4.660E-2	0.123	-9.087E-3	0.124	-0.647	2.097	2.195
0.517	4.850E-2	-1.535E-3	4.853E-2	9.554E-2	1.180E-2	9.626E-2	-0.613	0.672	0.910
0.534	4.976E-2	-1.114E-3	4.977E-2	9.529E-2	1.721E-2	9.684E-2	0.327	1.955E-2	0.327
0.551	5.168E-2	-9.602E-4	5.169E-2	0.115	8.384E-3	0.115	0.443	-0.373	0.578
0.567	5.360E-2	-8.348E-4	5.360E-2	0.108	5.905E-3	0.108	0.265	-0.455	0.526
0.584	5.529E-2	-7.632E-4	5.530E-2	0.119	-5.702E-3	0.119	1.071	-0.239	1.097
0.601	5.758E-2	-1.025E-3	5.759E-2	0.148	-6.063E-3	0.148	0.206	2.620	2.628
0.617	6.024E-2	-9.655E-4	6.025E-2	0.131	7.559E-2	0.151	-1.730	3.879	4.247
0.634	6.195E-2	1.497E-3	6.197E-2	8.354E-2	0.143	0.166	-1.176	2.194	2.490
0.651	6.303E-2	3.812E-3	6.314E-2	8.720E-2	0.137	0.163	0.436	-0.475	0.645
0.667	6.486E-2	6.083E-3	6.514E-2	0.108	0.129	0.168	2.453	0.640	2.535
0.684	6.661E-2	8.105E-3	6.711E-2	0.158	0.152	0.219	0.993	-0.442	1.087
0.701	7.012E-2	1.117E-2	7.100E-2	0.163	0.131	0.209	4.767E-2	-2.603	2.604
0.717	7.204E-2	1.249E-2	7.312E-2	0.135	5.025E-2	0.144	-1.896	-3.731	4.185
0.734	7.464E-2	1.284E-2	7.574E-2	0.117	7.982E-3	0.118	0.107	-2.794	2.796
0.751	7.596E-2	1.275E-2	7.702E-2	0.119	-3.803E-2	0.125	-0.918	-2.400	2.569
0.767	7.863E-2	1.158E-2	7.947E-2	0.111	-7.837E-2	0.136	0.376	-1.650	1.692
0.784	7.966E-2	1.014E-2	8.030E-2	0.106	-9.007E-2	0.139	-1.899	-0.563	1.981
0.801	8.216E-2	8.570E-3	8.261E-2	7.740E-2	-9.678E-2	0.124	0.315	-0.965	1.015
0.817	8.224E-2	6.909E-3	8.253E-2	7.876E-2	-0.120	0.143	1.204	-1.242	1.730
0.834	8.479E-2	4.578E-3	8.491E-2	0.150	-0.143	0.207	4.377	-2.908	5.255
0.851	8.723E-2	2.135E-3	8.726E-2	0.205	-0.206	0.291	0.765	-1.403	1.598
0.868	9.163E-2	-2.303E-3	9.166E-2	0.201	-0.214	0.294	-2.306	-0.393	2.340
0.884	9.395E-2	-5.003E-3	9.408E-2	0.106	-0.192	0.219	-2.628	1.653	3.104
0.901	9.518E-2	-8.698E-3	9.558E-2	0.108	-0.181	0.211	1.016	1.601	1.896
0.918	9.756E-2	-1.103E-2	9.818E-2	0.153	-0.124	0.197	2.175	1.510	2.648
0.934	0.100	-1.285E-2	0.101	0.177	-0.129	0.219	0.893	0.368	0.966
0.951	0.103	-1.533E-2	0.105	0.186	-0.124	0.223	-0.533	1.936	2.008
0.968	0.106	-1.697E-2	0.108	0.159	-5.989E-2	0.170	-1.834	4.538	4.894
0.984	0.109	-1.733E-2	0.110	0.121	2.828E-2	0.125	-2.075	4.278	4.755
1.001	0.111	-1.603E-2	0.112	9.088E-2	8.978E-2	0.128	-1.597	2.459	2.932
1.018	0.112	-1.433E-2	0.113	6.739E-2	0.106	0.126	-1.322	3.315	3.569
1.034	0.113	-1.249E-2	0.113	4.780E-2	0.189	0.195	-1.096	1.539	1.889
1.051	0.113	-8.035E-3	0.114	3.010E-2	0.190	0.193	0.219	-1.024	1.047
1.068	0.114	-6.145E-3	0.114	5.064E-2	0.120	0.131	0.755	-2.308	2.429
1.084	0.115	-4.018E-3	0.115	6.597E-2	0.126	0.143	0.908	3.815E-2	0.909
1.101	0.116	-1.930E-3	0.116	7.099E-2	0.121	0.140	0.921	-1.116	1.447
1.118	0.117	1.567E-5	0.117	0.102	9.161E-2	0.137	1.442	-2.556	2.935
1.134	0.119	1.127E-3	0.119	0.120	3.377E-2	0.124	-0.116	-2.722	2.724
1.151	0.121	1.142E-3	0.121	0.101	-4.268E-3	0.101	-1.261	-1.562	2.008
1.168	0.123	9.843E-4	0.123	7.086E-2	-1.445E-2	7.232E-2	-0.168	-0.946	0.961
1.185	0.124	6.602E-4	0.124	9.287E-2	-3.438E-2	9.903E-2	0.566	-1.033	1.178
1.201	0.126	-1.628E-4	0.126	0.101	-5.207E-2	0.114	0.841	-0.852	1.197
1.218	0.127	-1.077E-3	0.127	0.108	-6.063E-2	0.124	0.752	-0.710	1.034
1.235	0.129	-2.186E-3	0.129	0.136	-7.570E-2	0.156	0.488	-1.065	1.171
1.251	0.132	-3.603E-3	0.132	0.123	-9.634E-2	0.156	-0.970	-0.576	1.128
1.268	0.134	-5.400E-3	0.134	0.100	-9.819E-2	0.140	-1.035	0.133	1.043
1.285	0.135	-6.880E-3	0.135	8.920E-2	-8.770E-2	0.125	2.890E-2	0.458	0.459
1.301	0.137	-8.326E-3	0.137	9.937E-2	-8.434E-2	0.130	0.758	7.472E-2	0.761
1.318	0.138	-9.694E-3	0.139	0.118	-8.432E-2	0.145	1.140	-2.515	2.761
1.335	0.140	-1.114E-2	0.141	0.135	-0.159	0.209	-8.557E-2	-0.321	0.332
1.351	0.143	-1.500E-2	0.144	0.122	-0.130	0.178	-0.844	4.504	4.583
1.368	0.145	-1.547E-2	0.145	9.774E-2	2.325E-2	0.100	-0.857	6.278	6.336
1.385	0.146	-1.422E-2	0.147	9.750E-2	7.930E-2	0.126	0.132	2.701	2.705
1.401	0.148	-1.283E-2	0.148	0.100	0.104	0.145	0.162	1.364	1.373
1.418	0.150	-1.074E-2	0.150	0.105	0.129	0.167	-0.606	1.936	2.029
1.435	0.151	-8.507E-3	0.152	8.233E-2	0.163	0.183	-1.580	2.359	2.839
