	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	9.436E-4	1.007E-3	1.380E-3						
0.017	4.656E-3	1.045E-3	4.772E-3	0.228	-2.237E-3	0.228			
0.033	8.538E-3	9.326E-4	8.588E-3	0.229	-1.261E-2	0.229	-0.316	-0.672	0.743
0.050	1.229E-2	6.248E-4	1.230E-2	0.216	-2.479E-2	0.218	-0.377	-0.432	0.573
0.067	1.576E-2	1.054E-4	1.576E-2	0.214	-2.839E-2	0.215	-0.595	1.065	1.220
0.083	1.941E-2	-3.223E-4	1.941E-2	0.202	7.682E-3	0.202	-0.986	2.562	2.745
0.100	2.249E-2	3.617E-4	2.249E-2	0.176	6.307E-2	0.187	-0.897	2.554	2.707
0.117	2.529E-2	1.782E-3	2.535E-2	0.171	9.327E-2	0.195	-0.204	1.354	1.370
0.133	2.821E-2	3.474E-3	2.842E-2	0.172	0.107	0.202	1.748E-2	0.204	0.205
0.150	3.103E-2	5.341E-3	3.148E-2	0.170	0.102	0.199	0.162	-0.376	0.409
0.167	3.389E-2	6.873E-3	3.458E-2	0.177	9.066E-2	0.199	0.268	-1.046	1.080
0.184	3.695E-2	8.367E-3	3.788E-2	0.181	7.075E-2	0.194	-0.463	-1.948	2.002
0.200	3.993E-2	9.233E-3	4.099E-2	0.163	2.440E-2	0.165	-0.210	-3.167	3.174
0.217	4.238E-2	9.181E-3	4.337E-2	0.167	-3.548E-2	0.171	0.383	-3.177	3.200
0.234	4.550E-2	8.050E-3	4.621E-2	0.184	-8.451E-2	0.203	0.481	-2.170	2.222
0.250	4.853E-2	6.361E-3	4.894E-2	0.179	-0.107	0.209	-0.326	-1.334	1.374
0.267	5.149E-2	4.474E-3	5.168E-2	0.174	-0.126	0.215	0.208	-0.775	0.803
0.284	5.432E-2	2.142E-3	5.436E-2	0.184	-0.136	0.229	0.294	-0.537	0.612
0.300	5.762E-2	-7.981E-5	5.762E-2	0.189	-0.140	0.236	0.752	9.574E-2	0.758
0.317	6.063E-2	-2.545E-3	6.069E-2	0.201	-0.137	0.244	0.628	0.299	0.695
0.334	6.433E-2	-4.662E-3	6.450E-2	0.218	-0.127	0.252	0.264	1.309	1.335
0.350	6.790E-2	-6.767E-3	6.824E-2	0.207	-9.894E-2	0.229	-0.691	3.059	3.137
0.367	7.124E-2	-7.963E-3	7.169E-2	0.194	-2.359E-2	0.196	-0.766	3.854	3.929
0.384	7.438E-2	-7.554E-3	7.476E-2	0.182	3.764E-2	0.185	-0.732	3.262	3.343
0.400	7.730E-2	-6.707E-3	7.759E-2	0.170	7.818E-2	0.187	-0.629	1.617	1.735
0.417	8.004E-2	-4.945E-3	8.019E-2	0.161	9.859E-2	0.188	-0.364	-0.682	0.773
0.434	8.266E-2	-3.418E-3	8.273E-2	0.157	5.474E-2	0.166	-0.289	-2.208	2.227
0.450	8.529E-2	-3.119E-3	8.534E-2	0.152	1.574E-2	0.153	0.232	-2.018	2.031
0.467	8.774E-2	-2.893E-3	8.779E-2	0.161	-5.290E-3	0.161	0.316	-1.099	1.143
0.484	9.067E-2	-3.295E-3	9.073E-2	0.169	-2.575E-2	0.171	0.444	-0.854	0.962
0.501	9.337E-2	-3.752E-3	9.344E-2	0.171	-3.105E-2	0.174	0.568	-0.317	0.651
0.517	9.637E-2	-4.331E-3	9.647E-2	0.190	-3.684E-2	0.193	0.895	0.157	0.909
0.534	9.970E-2	-4.982E-3	9.983E-2	0.202	-2.755E-2	0.204	0.746	0.907	1.175
0.551	0.103	-5.250E-3	0.103	0.213	-4.636E-3	0.213	0.703	0.978	1.204
0.567	0.107	-5.136E-3	0.107	0.227	6.728E-3	0.227	0.508	0.203	0.547
0.584	0.111	-5.026E-3	0.111	0.230	1.245E-3	0.230	-0.152	-0.145	0.210
0.601	0.114	-5.095E-3	0.115	0.221	-1.900E-4	0.221	-0.798	0.273	0.844
0.617	0.118	-5.032E-3	0.118	0.203	1.118E-2	0.204	-1.022	2.108	2.342
0.634	0.121	-4.722E-3	0.121	0.186	6.507E-2	0.197	-1.117	3.245	3.432
0.651	0.124	-2.861E-3	0.124	0.168	0.129	0.212	-1.086	3.263	3.439
0.667	0.127	-4.126E-4	0.127	0.148	0.169	0.225	-1.096	2.138	2.402
0.684	0.129	2.782E-3	0.129	0.132	0.203	0.242	-0.662	1.632	1.761
0.701	0.131	6.352E-3	0.131	0.124	0.222	0.255	-0.471	0.419	0.630
0.717	0.133	1.020E-2	0.134	0.119	0.219	0.249	-0.364	-0.616	0.716
0.734	0.135	1.367E-2	0.136	0.110	0.199	0.227	0.197	-1.438	1.452
0.751	0.137	1.683E-2	0.138	0.124	0.173	0.213	0.337	-1.485	1.523
0.767	0.139	1.943E-2	0.141	0.128	0.147	0.195	-0.417	-0.466	0.626
0.784	0.141	2.173E-2	0.143	0.106	0.155	0.187	0.253	-0.191	0.317
0.801	0.143	2.459E-2	0.145	0.130	0.150	0.198	0.819	-2.348	2.487
0.817	0.146	2.672E-2	0.148	0.147	7.511E-2	0.165	0.490	-3.867	3.898
0.834	0.148	2.709E-2	0.150	0.136	1.038E-2	0.136	-0.346	-3.227	3.246
0.851	0.150	2.706E-2	0.153	0.140	-2.516E-2	0.142	0.474	-1.655	1.721
0.868	0.152	2.625E-2	0.155	0.149	-4.965E-2	0.157	0.395	-1.100	1.169
0.884	0.155	2.541E-2	0.157	0.157	-5.781E-2	0.167	-1.161E-2	-0.428	0.428
0.901	0.158	2.432E-2	0.160	0.147	-6.568E-2	0.161	5.582E-2	-0.391	0.395
0.918	0.160	2.322E-2	0.162	0.155	-6.961E-2	0.170	0.567	-0.350	0.666
0.934	0.163	2.200E-2	0.164	0.171	-7.746E-2	0.188	0.347	-0.643	0.730
0.951	0.166	2.063E-2	0.167	0.166	-9.072E-2	0.189	9.145E-2	-1.428	1.430
0.968	0.168	1.897E-2	0.169	0.170	-0.123	0.210	6.861E-3	-1.766	1.766
0.984	0.171	1.651E-2	0.172	0.172	-0.154	0.231	-0.315	-1.265	1.304
1.001	0.174	1.382E-2	0.175	0.156	-0.164	0.226	-0.301	-0.609	0.679
1.018	0.177	1.105E-2	0.177	0.160	-0.173	0.236	5.725E-2	0.168	0.178
1.034	0.179	8.037E-3	0.180	0.163	-0.162	0.230	0.126	1.989	1.993
1.051	0.182	5.631E-3	0.182	0.160	-0.106	0.192	-8.534E-2	3.300	3.301
1.068	0.185	4.491E-3	0.185	0.162	-4.706E-2	0.169	-5.764E-2	2.968	2.968
1.084	0.187	4.061E-3	0.188	0.157	-9.007E-3	0.157	-0.102	1.500	1.504
1.101	0.190	4.190E-3	0.190	0.158	5.139E-3	0.158	0.153	-0.203	0.254
1.118	0.193	4.232E-3	0.193	0.163	-1.624E-2	0.164	0.297	-1.433	1.463
1.134	0.195	3.648E-3	0.196	0.168	-4.607E-2	0.174	0.429	-1.548	1.607
1.151	0.198	2.695E-3	0.198	0.177	-6.698E-2	0.189	0.326	-0.778	0.844
1.168	0.201	1.414E-3	0.201	0.181	-7.371E-2	0.195	-0.110	-0.230	0.255
1.185	0.204	2.357E-4	0.204	0.172	-7.214E-2	0.187	-0.261	2.222E-2	0.262
1.201	0.207	-9.935E-4	0.207	0.171	-7.383E-2	0.186	-0.229	1.183	1.205
1.218	0.210	-2.228E-3	0.210	0.167	-3.768E-2	0.171	-1.060	2.853	3.044
1.235	0.213	-2.251E-3	0.213	0.136	2.762E-2	0.139	-1.728	3.563	3.960
1.251	0.215	-1.306E-3	0.215	0.105	8.084E-2	0.132	-0.836	2.565	2.698
1.268	0.216	4.466E-4	0.216	0.108	0.115	0.158	0.124	1.221	1.227
1.285	0.218	2.518E-3	0.218	0.114	0.121	0.166	0.237	-6.206E-2	0.245
1.301	0.220	4.493E-3	0.220	0.112	0.111	0.158	9.056E-2	-1.404	1.407
1.318	0.222	6.234E-3	0.222	0.118	7.679E-2	0.141	5.683E-2	-2.365	2.366
1.335	0.224	7.055E-3	0.224	0.115	2.851E-2	0.119	0.112	-2.455	2.458
1.351	0.226	7.185E-3	0.226	0.119	-5.246E-3	0.119	0.414	-1.841	1.887
1.368	0.228	6.880E-3	0.228	0.132	-3.175E-2	0.136	0.569	-0.969	1.124
1.385	0.230	6.126E-3	0.230	0.137	-4.026E-2	0.143	0.681	-6.363E-2	0.684
1.401	0.233	5.537E-3	0.233	0.153	-3.113E-2	0.156	0.971	0.519	1.101
1.418	0.235	5.087E-3	0.235	0.172	-2.300E-2	0.174	1.148	0.232	1.171
1.435	0.238	4.769E-3	0.238	0.189	-2.240E-2	0.191	0.589	0.308	0.665
1.451	0.242	4.340E-3	0.242	0.195	-1.567E-2	0.195	0.184	-0.117	0.218
1.468	0.245	4.246E-3	0.245	0.192	-2.078E-2	0.193	0.245	-0.279	0.371
1.485	0.248	3.647E-3	0.248	0.203	-3.140E-2	0.206	0.347	-0.797	0.869
1.502	0.252	3.198E-3	0.252	0.207	-4.177E-2	0.211	8.698E-2	6.995E-2	0.112
1.518	0.255	2.253E-3	0.255	0.203	-3.681E-2	0.206	-0.441	1.285	1.359
1.535	0.258	1.970E-3	0.258	0.195	5.690E-3	0.195	-0.615	2.393	2.471
1.552	0.261	2.443E-3	0.261	0.180	4.437E-2	0.185	-0.532	1.171	1.286
1.568	0.264	3.451E-3	0.264	0.177	4.788E-2	0.183	-0.233	-0.318	0.394
1.585	0.267	4.041E-3	0.267	0.174	2.882E-2	0.176	-0.492	-1.032	1.144
1.602	0.270	4.412E-3	0.270	0.160	1.448E-2	0.161	-0.401	-0.676	0.786
1.618	0.273	4.524E-3	0.273	0.158	5.170E-3	0.158	7.884E-2	-3.821E-2	8.761E-2
1.635	0.275	4.585E-3	0.275	0.166	1.261E-2	0.166	0.754	0.461	0.884
1.652	0.278	4.944E-3	0.278	0.181	2.310E-2	0.182	0.591	0.424	0.727
1.668	0.281	5.355E-3	0.281	0.189	2.576E-2	0.191	0.316	0.153	0.351
1.685	0.285	5.804E-3	0.285	0.188	2.814E-2	0.190	-0.225	7.172E-2	0.236
1.702	0.288	6.294E-3	0.288	0.184	2.848E-2	0.186	6.061E-2	-0.185	0.195
1.718	0.291	6.754E-3	0.291	0.187	2.228E-2	0.188	-0.225	-0.240	0.329
1.735	0.294	7.037E-3	0.294	0.182	1.884E-2	0.183	-0.182	-0.393	0.433
1.752	0.297	7.383E-3	0.297	0.175	1.174E-2	0.175	-6.951E-2	-0.285	0.294
1.768	0.300	7.429E-3	0.300	0.183	6.033E-3	0.183	0.199	-0.343	0.396
1.785	0.303	7.584E-3	0.303	0.181	3.355E-3	0.181	-0.482	0.802	0.936
1.802	0.306	7.541E-3	0.306	0.167	2.649E-2	0.169	-0.964	2.310	2.503
1.818	0.308	8.468E-3	0.309	0.148	8.534E-2	0.171	-0.947	2.606	2.773
1.835	0.311	1.039E-2	0.311	0.135	0.117	0.179	-0.509	1.372	1.463
1.852	0.313	1.239E-2	0.313	0.131	0.127	0.182	0.185	0.269	0.326
1.869	0.315	1.461E-2	0.315	0.141	0.129	0.191	-1.020E-2	-0.368	0.369
1.885	0.318	1.668E-2	0.318	0.135	0.114	0.177	-0.124	-1.082	1.089
1.902	0.320	1.840E-2	0.320	0.130	9.180E-2	0.159	-0.201	-0.918	0.940
1.919	0.322	1.974E-2	0.323	0.134	8.115E-2	0.157	0.178	-1.080	1.095
1.935	0.324	2.111E-2	0.325	0.132	6.050E-2	0.146	2.694E-2	-1.591	1.592
1.952	0.326	2.176E-2	0.327	0.136	2.413E-2	0.138	1.743E-2	-2.210	2.211
1.969	0.329	2.191E-2	0.329	0.133	-1.166E-2	0.134	0.380	-2.438	2.467
1.985	0.331	2.137E-2	0.331	0.146	-5.732E-2	0.156	0.362	-2.125	2.156
2.002	0.333	2.000E-2	0.334	0.152	-8.627E-2	0.175	0.208	-1.225	1.242
2.019	0.336	1.850E-2	0.336	0.147	-9.500E-2	0.175	0.171	-0.370	0.407
