	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	1.404E-3	-3.967E-3	4.208E-3						
0.017	2.243E-3	-4.706E-3	5.213E-3	5.617E-2	-4.226E-2	7.029E-2			
0.033	3.278E-3	-5.377E-3	6.298E-3	6.808E-2	-2.853E-2	7.381E-2	0.950	0.792	1.237
0.050	4.515E-3	-5.657E-3	7.238E-3	8.692E-2	-1.327E-2	8.792E-2	0.903	0.509	1.037
0.067	6.178E-3	-5.820E-3	8.488E-3	0.101	-1.189E-2	0.102	0.980	-3.964E-2	0.981
0.083	7.880E-3	-6.054E-3	9.937E-3	0.116	-1.550E-2	0.117	0.929	-0.199	0.950
0.100	1.005E-2	-6.337E-3	1.188E-2	0.135	-1.843E-2	0.136	0.860	-0.296	0.910
0.117	1.239E-2	-6.669E-3	1.407E-2	0.144	-2.488E-2	0.146	0.159	-0.965	0.978
0.133	1.484E-2	-7.167E-3	1.648E-2	0.142	-4.908E-2	0.150	-2.629E-2	-1.687	1.687
0.150	1.711E-2	-8.307E-3	1.902E-2	0.140	-8.375E-2	0.163	-0.870	-0.377	0.948
0.167	1.951E-2	-9.962E-3	2.191E-2	0.118	-6.781E-2	0.136	-1.106	1.441	1.816
0.184	2.106E-2	-1.057E-2	2.356E-2	9.472E-2	-2.600E-2	9.823E-2	-1.197	2.216	2.518
0.200	2.268E-2	-1.083E-2	2.513E-2	8.450E-2	2.094E-3	8.452E-2	-0.375	1.495	1.541
0.217	2.388E-2	-1.050E-2	2.608E-2	7.749E-2	2.646E-2	8.188E-2	-0.465	1.213	1.299
0.234	2.526E-2	-9.946E-3	2.715E-2	7.370E-2	4.086E-2	8.427E-2	0.152	0.517	0.539
0.250	2.633E-2	-9.136E-3	2.787E-2	7.726E-2	4.541E-2	8.961E-2	0.286	0.255	0.383
0.267	2.784E-2	-8.431E-3	2.909E-2	8.850E-2	4.673E-2	0.100	0.645	8.067E-2	0.650
0.284	2.929E-2	-7.577E-3	3.025E-2	9.527E-2	5.000E-2	0.108	0.479	0.520	0.707
0.300	3.102E-2	-6.763E-3	3.175E-2	0.107	6.132E-2	0.123	0.631	0.166	0.653
0.317	3.285E-2	-5.531E-3	3.331E-2	0.115	6.109E-2	0.130	0.336	-0.833	0.898
0.334	3.486E-2	-4.724E-3	3.518E-2	0.119	3.061E-2	0.123	0.334	-1.436	1.474
0.350	3.683E-2	-4.510E-3	3.710E-2	0.124	1.030E-2	0.125	0.252	-0.891	0.926
0.367	3.901E-2	-4.381E-3	3.925E-2	0.130	3.314E-3	0.130	0.158	8.000E-2	0.177
0.384	4.116E-2	-4.399E-3	4.139E-2	0.128	1.043E-2	0.129	-0.328	1.473	1.509
0.400	4.329E-2	-4.032E-3	4.348E-2	0.120	5.209E-2	0.131	-1.234	2.435	2.729
0.417	4.516E-2	-2.661E-3	4.524E-2	8.847E-2	9.658E-2	0.131	-0.762	2.036	2.174
0.434	4.624E-2	-8.099E-4	4.625E-2	8.590E-2	0.119	0.147	-0.403	0.945	1.028
0.450	4.803E-2	1.300E-3	4.804E-2	8.723E-2	0.128	0.155	-0.234	0.173	0.291
0.467	4.915E-2	3.463E-3	4.927E-2	6.919E-2	0.125	0.142	8.741E-2	-0.377	0.387
0.484	5.034E-2	5.456E-3	5.063E-2	9.063E-2	0.115	0.146	0.257	-0.860	0.898
0.500	5.218E-2	7.284E-3	5.268E-2	8.657E-2	9.698E-2	0.130	-1.114E-2	-0.943	0.943
0.517	5.322E-2	8.692E-3	5.393E-2	7.841E-2	8.069E-2	0.113	-0.554	-1.126	1.255
0.534	5.479E-2	9.976E-3	5.569E-2	7.823E-2	6.226E-2	9.998E-2	0.333	-1.047	1.099
0.551	5.583E-2	1.077E-2	5.686E-2	8.021E-2	4.274E-2	9.089E-2	0.418	-1.236	1.305
0.567	5.747E-2	1.140E-2	5.859E-2	9.933E-2	2.377E-2	0.102	0.749	-1.224	1.435
0.584	5.915E-2	1.156E-2	6.027E-2	0.103	-1.035E-4	0.103	0.149	-1.152	1.161
0.601	6.090E-2	1.140E-2	6.196E-2	0.105	-1.470E-2	0.106	0.428	-1.085	1.167
0.617	6.264E-2	1.107E-2	6.361E-2	0.115	-3.424E-2	0.120	0.502	-0.854	0.991
0.634	6.474E-2	1.026E-2	6.555E-2	0.125	-4.696E-2	0.133	0.311	-0.617	0.690
0.651	6.680E-2	9.505E-3	6.748E-2	0.124	-5.128E-2	0.134	0.131	-0.403	0.423
0.667	6.887E-2	8.545E-3	6.940E-2	0.129	-6.184E-2	0.143	5.719E-2	-0.487	0.490
0.684	7.109E-2	7.442E-3	7.148E-2	0.128	-6.764E-2	0.145	-6.730E-2	0.438	0.443
0.701	7.313E-2	6.288E-3	7.340E-2	0.124	-4.981E-2	0.133	-0.118	1.345	1.351
0.717	7.522E-2	5.780E-3	7.544E-2	0.125	-1.870E-2	0.126	-0.383	1.168	1.229
0.734	7.730E-2	5.665E-3	7.751E-2	0.112	-9.802E-3	0.113	0.291	-0.149	0.326
0.751	7.898E-2	5.453E-3	7.916E-2	0.127	-2.449E-2	0.130	0.723	-0.901	1.155
0.767	8.156E-2	4.847E-3	8.170E-2	0.147	-4.200E-2	0.153	0.640	-0.498	0.811
0.784	8.389E-2	4.051E-3	8.399E-2	0.142	-4.188E-2	0.148	0.252	0.236	0.345
0.801	8.631E-2	3.450E-3	8.638E-2	0.156	-3.220E-2	0.159	0.732	0.137	0.744
0.817	8.909E-2	2.977E-3	8.914E-2	0.169	-3.598E-2	0.173	1.333E-2	-0.220	0.220
0.834	9.195E-2	2.250E-3	9.198E-2	0.158	-4.243E-2	0.163	0.166	-0.346	0.384
