	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-5.167E-3	4.734E-4	5.188E-3						
0.017	-4.027E-3	-3.376E-4	4.042E-3	5.804E-2	-1.039E-2	5.896E-2			
0.033	-3.230E-3	1.267E-4	3.233E-3	3.392E-2	5.512E-2	6.472E-2	-1.010	3.304	3.455
0.050	-2.896E-3	1.502E-3	3.262E-3	2.161E-2	9.971E-2	0.102	-0.350	2.162	2.190
0.067	-2.509E-3	3.454E-3	4.269E-3	2.447E-2	0.127	0.129	-9.018E-2	0.934	0.938
0.083	-2.079E-3	5.735E-3	6.100E-3	1.963E-2	0.132	0.133	-0.334	5.304E-2	0.338
0.100	-1.854E-3	7.855E-3	8.071E-3	1.163E-2	0.126	0.127	-9.530E-2	-0.169	0.194
0.117	-1.691E-3	9.939E-3	1.008E-2	1.593E-2	0.126	0.127	0.538	-0.324	0.628
0.133	-1.323E-3	1.207E-2	1.215E-2	3.042E-2	0.117	0.121	0.242	-0.972	1.001
0.150	-6.760E-4	1.385E-2	1.387E-2	2.715E-2	9.274E-2	9.664E-2	7.277E-2	-1.288	1.290
0.167	-4.166E-4	1.517E-2	1.517E-2	2.674E-2	7.272E-2	7.748E-2	-0.193	-1.907	1.917
0.184	2.161E-4	1.628E-2	1.628E-2	2.713E-2	3.400E-2	4.350E-2	0.481	-2.241	2.292
0.200	4.886E-4	1.630E-2	1.631E-2	3.539E-2	-9.015E-3	3.652E-2	0.437	-2.132	2.176
0.217	1.397E-3	1.598E-2	1.604E-2	4.941E-2	-3.346E-2	5.967E-2	0.652	-1.352	1.501
0.234	2.137E-3	1.519E-2	1.534E-2	5.190E-2	-5.550E-2	7.599E-2	0.312	-1.410	1.444
0.250	3.129E-3	1.413E-2	1.447E-2	6.227E-2	-7.864E-2	0.100	0.355	-0.918	0.984
0.267	4.215E-3	1.256E-2	1.325E-2	6.368E-2	-8.986E-2	0.110	0.517	-0.316	0.606
0.284	5.253E-3	1.113E-2	1.231E-2	7.663E-2	-8.592E-2	0.115	0.797	-0.272	0.842
