	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	3.656E-4	-7.623E-4	8.455E-4						
0.017	3.505E-3	-1.735E-3	3.911E-3	0.183	-4.777E-2	0.189			
0.033	6.472E-3	-2.356E-3	6.887E-3	0.182	-3.323E-2	0.185	4.420E-2	0.883	0.884
0.050	9.586E-3	-2.844E-3	9.999E-3	0.187	-1.999E-2	0.188	0.415	0.627	0.752
0.067	1.269E-2	-3.023E-3	1.305E-2	0.194	-1.031E-2	0.195	0.251	6.561E-2	0.259
0.083	1.607E-2	-3.188E-3	1.638E-2	0.198	-1.785E-2	0.199	9.838E-2	-0.291	0.307
0.100	1.929E-2	-3.619E-3	1.963E-2	0.195	-2.278E-2	0.196	-0.453	1.328	1.403
0.117	2.257E-2	-3.948E-3	2.291E-2	0.185	2.243E-2	0.187	-1.035	3.308	3.466
0.133	2.548E-2	-2.870E-3	2.564E-2	0.159	9.488E-2	0.185	-1.087	2.827	3.029
0.150	2.788E-2	-7.820E-4	2.789E-2	0.146	0.120	0.189	-0.237	0.845	0.878
0.167	3.035E-2	1.138E-3	3.037E-2	0.153	0.117	0.193	-0.136	-0.463	0.483
0.184	3.299E-2	3.123E-3	3.314E-2	0.145	0.108	0.180	-0.462	-0.914	1.024
0.200	3.518E-2	4.727E-3	3.550E-2	0.133	8.463E-2	0.158	-0.252	-1.770	1.788
0.217	3.743E-2	5.947E-3	3.790E-2	0.138	5.014E-2	0.147	0.842	-2.334	2.481
0.234	3.979E-2	6.400E-3	4.030E-2	0.159	4.999E-3	0.159	0.824	-2.316	2.458
0.250	4.274E-2	6.114E-3	4.318E-2	0.171	-2.855E-2	0.173	0.735	-1.848	1.988
0.267	4.550E-2	5.448E-3	4.582E-2	0.178	-5.464E-2	0.186	0.276	-1.416	1.442
0.284	4.867E-2	4.291E-3	4.886E-2	0.185	-7.724E-2	0.201	0.294	-0.745	0.801
0.300	5.168E-2	2.871E-3	5.176E-2	0.184	-8.035E-2	0.201	-3.706E-2	-0.747	0.747
0.317	5.481E-2	1.610E-3	5.483E-2	0.186	-9.664E-2	0.210	0.253	-1.428	1.450
0.334	5.789E-2	-3.542E-4	5.789E-2	0.191	-0.133	0.232	-5.771E-2	-0.122	0.135
0.350	6.117E-2	-2.813E-3	6.124E-2	0.187	-0.108	0.216	-0.815	2.224	2.368
0.367	6.414E-2	-3.945E-3	6.426E-2	0.162	-4.776E-2	0.169	-0.918	2.772	2.920
0.384	6.658E-2	-4.407E-3	6.673E-2	0.153	-1.664E-2	0.154	0.185	1.360	1.373
0.400	6.923E-2	-4.500E-3	6.938E-2	0.171	-2.520E-3	0.171	0.725	0.777	1.063
0.417	7.228E-2	-4.491E-3	7.242E-2	0.180	7.576E-3	0.180	0.651	0.636	0.910
0.434	7.523E-2	-4.248E-3	7.535E-2	0.188	1.954E-2	0.189	4.383E-2	0.586	0.587
0.450	7.856E-2	-3.839E-3	7.866E-2	0.187	2.715E-2	0.189	0.948	-2.060E-2	0.948
0.467	8.146E-2	-3.342E-3	8.153E-2	0.209	2.027E-2	0.210	0.777	-0.275	0.825
0.484	8.555E-2	-3.163E-3	8.561E-2	0.227	1.434E-2	0.228	0.834	-0.498	0.971
0.500	8.905E-2	-2.863E-3	8.909E-2	0.225	7.539E-3	0.225	-0.492	-2.399E-2	0.493
0.517	9.305E-2	-2.911E-3	9.310E-2	0.221	8.432E-3	0.221	-0.685	1.789	1.916
0.534	9.641E-2	-2.582E-3	9.644E-2	0.195	6.543E-2	0.206	-1.172	2.861	3.091
0.551	9.956E-2	-7.281E-4	9.956E-2	0.183	0.115	0.216	-0.646	1.816	1.927
0.567	0.103	1.248E-3	0.103	0.173	0.120	0.211	-0.169	4.139E-2	0.174
0.584	0.105	3.285E-3	0.105	0.176	0.117	0.211	-0.430	-0.596	0.735
0.601	0.108	5.149E-3	0.109	0.164	0.100	0.193	-0.157	-1.785	1.792
0.617	0.111	6.631E-3	0.111	0.162	5.907E-2	0.173	0.334	-2.171	2.196
0.634	0.114	7.120E-3	0.114	0.183	2.201E-2	0.184	0.663	-1.899	2.012
0.651	0.117	7.366E-3	0.117	0.183	-2.115E-5	0.183	0.239	-1.232	1.255
0.667	0.120	7.119E-3	0.120	0.188	-2.134E-2	0.189	0.246	-1.411	1.433
0.684	0.123	6.653E-3	0.123	0.194	-4.452E-2	0.199	0.192	-0.825	0.847
0.701	0.126	5.634E-3	0.127	0.193	-5.373E-2	0.200	0.335	-0.706	0.781
