	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	4.290E-3	8.620E-4	4.375E-3						
0.017	6.471E-3	1.577E-3	6.661E-3	0.107	4.515E-2	0.116			
0.033	7.867E-3	2.368E-3	8.215E-3	9.865E-2	4.098E-2	0.107	-0.430	-0.277	0.512
0.050	9.763E-3	2.945E-3	1.020E-2	0.102	3.385E-2	0.108	0.377	-0.390	0.542
0.067	1.127E-2	3.498E-3	1.180E-2	0.104	2.924E-2	0.108	0.487	-0.338	0.593
0.083	1.323E-2	3.921E-3	1.380E-2	0.123	2.204E-2	0.125	-0.138	0.298	0.328
0.100	1.538E-2	4.233E-3	1.595E-2	0.103	3.628E-2	0.109	-6.025E-2	0.353	0.358
0.117	1.666E-2	5.131E-3	1.743E-2	0.108	4.111E-2	0.116	-0.478	0.304	0.566
0.133	1.899E-2	5.605E-3	1.980E-2	0.105	3.881E-2	0.112	-0.320	-0.321	0.453
0.150	2.015E-2	6.426E-3	2.115E-2	8.132E-2	3.696E-2	8.933E-2	-3.554E-2	-0.102	0.108
0.167	2.170E-2	6.838E-3	2.275E-2	0.109	2.970E-2	0.113	-0.132	-0.590	0.605
0.184	2.380E-2	7.417E-3	2.493E-2	8.561E-2	2.224E-2	8.845E-2	-0.444	-0.633	0.774
0.200	2.456E-2	7.580E-3	2.570E-2	7.642E-2	4.972E-3	7.658E-2	0.711	-0.773	1.050
0.217	2.635E-2	7.583E-3	2.742E-2	0.122	-2.719E-3	0.122	1.090	-0.810	1.358
0.234	2.863E-2	7.489E-3	2.959E-2	0.115	-2.012E-2	0.117	0.363	-1.093	1.151
0.250	3.020E-2	6.912E-3	3.099E-2	0.122	-4.188E-2	0.129	1.237	-0.778	1.461
0.267	3.270E-2	6.092E-3	3.326E-2	0.165	-4.646E-2	0.172	-0.193	5.590E-2	0.201
0.284	3.572E-2	5.361E-3	3.612E-2	0.124	-3.891E-2	0.130	-1.006	0.482	1.115
0.300	3.685E-2	4.794E-3	3.716E-2	0.108	-2.994E-2	0.112	0.424	0.199	0.469
0.317	3.931E-2	4.362E-3	3.955E-2	0.157	-3.106E-2	0.160	1.806	-0.208	1.818
0.334	4.207E-2	3.757E-3	4.224E-2	0.165	-3.861E-2	0.169	-4.196E-2	-0.613	0.615
0.350	4.481E-2	3.074E-3	4.491E-2	0.155	-5.014E-2	0.163	-0.956	-0.800	1.247
0.367	4.725E-2	2.084E-3	4.729E-2	0.133	-6.656E-2	0.148	-0.292	-1.449	1.478
0.384	4.923E-2	8.533E-4	4.924E-2	0.140	-9.606E-2	0.169	-0.488	-1.014	1.126
0.400	5.190E-2	-1.121E-3	5.192E-2	0.129	-0.107	0.168	-0.530	0.448	0.694
0.417	5.352E-2	-2.727E-3	5.359E-2	0.108	-7.746E-2	0.133	-1.591	1.513	2.196
0.434	5.552E-2	-3.706E-3	5.564E-2	8.786E-2	-5.372E-2	0.103	-0.651	1.305	1.459
0.450	5.645E-2	-4.520E-3	5.663E-2	7.340E-2	-3.689E-2	8.215E-2	0.189	1.020	1.038
0.467	5.797E-2	-4.937E-3	5.818E-2	0.102	-1.798E-2	0.104	0.994	0.739	1.239
0.484	5.986E-2	-5.120E-3	6.008E-2	0.108	-1.181E-2	0.109	0.370	0.592	0.698
0.500	6.157E-2	-5.331E-3	6.180E-2	0.110	-1.104E-3	0.110	0.780	0.545	0.951
0.517	6.353E-2	-5.157E-3	6.374E-2	0.135	9.864E-3	0.135	0.994	8.891E-2	0.998
0.534	6.606E-2	-5.001E-3	6.625E-2	0.148	1.208E-3	0.148	0.445	0.238	0.505
0.551	6.846E-2	-5.116E-3	6.865E-2	0.146	1.277E-2	0.146	-0.277	2.230	2.248
0.567	7.092E-2	-4.575E-3	7.107E-2	0.140	7.615E-2	0.160	-0.228	2.655	2.664
0.584	7.315E-2	-2.575E-3	7.320E-2	0.136	0.112	0.176	-0.488	0.554	0.739
0.601	7.544E-2	-8.339E-4	7.545E-2	0.127	8.846E-2	0.155	-0.360	-1.210	1.262
0.617	7.739E-2	3.762E-4	7.740E-2	0.120	6.885E-2	0.138	0.784	-1.289	1.509
0.634	7.944E-2	1.464E-3	7.946E-2	0.152	4.899E-2	0.159	1.004	-1.172	1.543
0.651	8.245E-2	2.011E-3	8.248E-2	0.164	2.655E-2	0.166	8.010E-2	-1.195	1.198
0.667	8.490E-2	2.349E-3	8.493E-2	0.146	1.097E-2	0.146	-0.757	-0.707	1.036
0.684	8.731E-2	2.377E-3	8.734E-2	0.141	1.246E-3	0.141	4.136E-2	0.437	0.438
0.701	8.960E-2	2.391E-3	8.963E-2	0.145	2.352E-2	0.147	-0.281	1.372	1.400
0.717	9.215E-2	3.161E-3	9.220E-2	0.136	5.263E-2	0.146	-1.245	1.181	1.716
0.734	9.415E-2	4.147E-3	9.424E-2	0.101	6.122E-2	0.118	-1.504	1.363E-2	1.504
0.751	9.550E-2	5.204E-3	9.564E-2	8.269E-2	5.410E-2	9.882E-2	-0.261	-0.208	0.334
0.767	9.691E-2	5.952E-3	9.709E-2	9.385E-2	5.050E-2	0.107	0.615	3.889E-2	0.616
0.784	9.863E-2	6.889E-3	9.887E-2	0.105	5.807E-2	0.120	0.700	-0.182	0.723
0.801	0.100	7.890E-3	0.101	0.115	4.612E-2	0.124	-8.117E-2	-0.744	0.748
0.817	0.102	8.428E-3	0.103	0.107	2.943E-2	0.111	0.432	-1.045	1.131
0.834	0.104	8.872E-3	0.104	0.120	1.418E-2	0.121	-2.956E-2	-1.129	1.129
0.851	0.106	8.902E-3	0.107	0.121	-9.728E-3	0.121	0.127	-1.508	1.514
0.868	0.108	8.547E-3	0.108	0.109	-3.560E-2	0.115	0.946	-1.374	1.668
0.884	0.110	7.714E-3	0.110	0.157	-5.701E-2	0.167	1.066	-0.995	1.458
0.901	0.113	6.645E-3	0.113	0.156	-6.816E-2	0.170	-0.445	-0.443	0.627
0.918	0.115	5.439E-3	0.115	0.128	-7.199E-2	0.147	-0.885	-0.147	0.897
0.934	0.118	4.243E-3	0.118	0.132	-7.231E-2	0.150	0.388	-0.196	0.435
0.951	0.120	3.027E-3	0.120	0.139	-7.802E-2	0.160	0.468	-0.166	0.496
0.968	0.122	1.639E-3	0.122	0.149	-7.971E-2	0.169	-0.440	-0.407	0.599
0.984	0.125	3.672E-4	0.125	0.128	-8.818E-2	0.155	-0.972	-0.529	1.106
1.001	0.126	-1.303E-3	0.126	0.109	-0.101	0.149	-0.961	0.232	0.988
1.018	0.128	-3.006E-3	0.128	0.102	-8.192E-2	0.131	-0.300	0.996	1.040
1.034	0.130	-4.036E-3	0.130	9.413E-2	-6.193E-2	0.113	0.168	0.643	0.665
1.051	0.131	-5.073E-3	0.132	0.109	-6.325E-2	0.126	0.446	0.256	0.514
1.068	0.133	-6.147E-3	0.134	0.113	-5.501E-2	0.125	0.382	0.363	0.527
1.084	0.135	-6.908E-3	0.135	0.117	-4.797E-2	0.126	0.262	-0.182	0.319
1.101	0.137	-7.747E-3	0.138	0.126	-6.148E-2	0.140	-1.307E-2	-6.732E-2	6.858E-2
1.118	0.139	-8.960E-3	0.140	0.115	-5.553E-2	0.128	-0.424	3.340	3.367
1.134	0.141	-9.600E-3	0.142	0.109	4.460E-2	0.118	-0.436	4.608	4.628
1.151	0.143	-7.472E-3	0.143	0.104	0.120	0.159	-0.384	2.757	2.783
1.168	0.145	-5.580E-3	0.145	9.389E-2	0.122	0.154	-0.593	0.910	1.086
1.185	0.146	-3.416E-3	0.146	8.561E-2	0.151	0.174	-0.800	0.932	1.228
1.201	0.148	-5.370E-4	0.148	6.732E-2	0.159	0.173	-0.149	-0.982	0.993
1.218	0.148	1.905E-3	0.148	7.533E-2	0.116	0.138	0.212	-2.661	2.669
1.235	0.150	3.331E-3	0.150	8.345E-2	6.657E-2	0.107	1.025	-1.918	2.175
1.251	0.151	4.126E-3	0.151	9.937E-2	5.047E-2	0.111	1.087	-0.867	1.391
1.268	0.153	5.014E-3	0.153	0.129	4.264E-2	0.136	0.647	-0.662	0.926
1.285	0.156	5.549E-3	0.156	0.119	2.583E-2	0.122	-0.386	-1.061	1.129
1.301	0.157	5.876E-3	0.157	0.112	8.551E-3	0.112	-0.595	-0.820	1.013
1.318	0.159	5.834E-3	0.159	0.104	-3.646E-3	0.104	0.774	-0.671	1.024
1.335	0.161	5.754E-3	0.161	0.128	-1.160E-2	0.129	0.589	-0.357	0.689
1.351	0.164	5.447E-3	0.164	0.140	-1.749E-2	0.141	-0.518	-0.128	0.533
1.368	0.165	5.171E-3	0.166	0.101	-1.486E-2	0.102	-1.029	0.267	1.063
1.385	0.167	4.951E-3	0.167	0.103	-8.851E-3	0.103	0.736	0.327	0.805
1.401	0.169	4.876E-3	0.169	0.130	-3.133E-3	0.130	0.320	-1.589E-2	0.320
1.418	0.171	4.846E-3	0.171	0.118	-8.625E-3	0.118	-0.345	-0.395	0.524
1.435	0.173	4.588E-3	0.173	0.108	-1.810E-2	0.110	0.382	-0.440	0.583
1.451	0.175	4.243E-3	0.175	0.136	-2.278E-2	0.138	0.918	-0.898	1.284
1.468	0.177	3.828E-3	0.177	0.142	-4.536E-2	0.149	0.148	-0.964	0.975
1.485	0.180	2.729E-3	0.180	0.136	-6.117E-2	0.149	8.205E-2	-7.662E-2	0.112
1.502	0.182	1.787E-3	0.182	0.145	-4.525E-2	0.152	0.734	0.428	0.850
1.518	0.184	1.219E-3	0.184	0.161	-4.307E-2	0.167	0.198	0.161	0.256
1.535	0.187	3.496E-4	0.187	0.156	-4.507E-2	0.162	7.662E-2	5.754E-2	9.582E-2
1.552	0.190	-2.848E-4	0.190	0.156	-3.787E-2	0.161	0.164	1.302E-2	0.164
1.568	0.192	-9.139E-4	0.192	0.168	-4.462E-2	0.174	9.380E-2	-0.460	0.469
1.585	0.195	-1.773E-3	0.195	0.157	-5.475E-2	0.167	-0.260	-9.752E-2	0.277
1.602	0.198	-2.741E-3	0.198	0.157	-4.908E-2	0.164	-0.241	1.521	1.540
1.618	0.200	-3.411E-3	0.200	0.154	-5.880E-3	0.154	-0.999	2.492	2.685
1.635	0.203	-2.937E-3	0.203	0.123	4.082E-2	0.129	-1.139	1.787	2.119
1.652	0.205	-2.049E-3	0.205	0.110	5.249E-2	0.122	-0.652	0.162	0.672
1.668	0.207	-1.185E-3	0.207	0.108	4.518E-2	0.117	-0.156	-0.706	0.723
1.685	0.208	-5.412E-4	0.208	9.993E-2	2.858E-2	0.104	-0.113	-0.921	0.928
1.702	0.210	-2.317E-4	0.210	0.106	1.327E-2	0.106	0.534	-0.606	0.807
1.718	0.212	-9.838E-5	0.212	0.117	8.255E-3	0.117	0.296	-0.190	0.352
1.735	0.214	4.370E-5	0.214	0.118	7.851E-3	0.119	0.866	-0.306	0.918
1.752	0.216	1.636E-4	0.216	0.139	-9.995E-4	0.139	0.644	-0.630	0.901
1.768	0.218	1.035E-5	0.218	0.151	-1.463E-2	0.152	0.575	-0.124	0.589
