	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	1.196E-3	-7.062E-3	7.162E-3						
0.017	4.317E-3	-6.163E-3	7.525E-3	0.193	3.542E-2	0.197			
0.033	7.647E-3	-5.880E-3	9.647E-3	0.200	9.395E-3	0.200	0.571	-1.096	1.236
0.050	1.100E-2	-5.850E-3	1.246E-2	0.210	-3.830E-4	0.210	0.490	-0.718	0.869
0.067	1.467E-2	-5.893E-3	1.581E-2	0.219	-1.265E-2	0.220	0.334	-0.480	0.585
0.083	1.832E-2	-6.272E-3	1.936E-2	0.220	-1.944E-2	0.221	6.277E-2	-0.398	0.402
0.100	2.200E-2	-6.541E-3	2.295E-2	0.222	-2.260E-2	0.223	-0.555	1.272	1.388
0.117	2.571E-2	-7.026E-3	2.665E-2	0.204	1.447E-2	0.205	-1.247	2.631	2.911
0.133	2.881E-2	-6.059E-3	2.944E-2	0.176	7.597E-2	0.192	-1.583	3.135	3.512
0.150	3.159E-2	-4.491E-3	3.190E-2	0.153	0.115	0.191	-1.003	1.928	2.173
0.167	3.391E-2	-2.222E-3	3.399E-2	0.140	0.143	0.200	-0.303	0.865	0.916
0.184	3.626E-2	2.725E-4	3.626E-2	0.144	0.144	0.204	1.104E-2	-0.695	0.695
0.200	3.873E-2	2.569E-3	3.882E-2	0.142	0.120	0.186	0.138	-1.396	1.403
0.217	4.100E-2	4.261E-3	4.123E-2	0.145	9.376E-2	0.173	-0.112	-1.612	1.616
0.234	4.358E-2	5.698E-3	4.395E-2	0.144	6.864E-2	0.159	3.602E-2	-1.810	1.810
0.250	4.580E-2	6.551E-3	4.626E-2	0.141	3.218E-2	0.145	0.123	-2.158	2.161
0.267	4.829E-2	6.772E-3	4.876E-2	0.151	-3.831E-3	0.151	0.500	-2.291	2.345
0.284	5.085E-2	6.423E-3	5.125E-2	0.157	-4.322E-2	0.162	0.529	-1.764	1.841
0.300	5.351E-2	5.330E-3	5.378E-2	0.168	-6.650E-2	0.181	0.147	-1.433	1.441
0.317	5.646E-2	4.204E-3	5.662E-2	0.165	-8.554E-2	0.186	0.385	-0.847	0.931
0.334	5.902E-2	2.475E-3	5.907E-2	0.174	-0.100	0.201	0.277	-0.777	0.825
0.350	6.226E-2	8.579E-4	6.227E-2	0.183	-0.107	0.212	0.719	-0.314	0.784
0.367	6.514E-2	-1.081E-3	6.515E-2	0.189	-0.114	0.221	0.258	-0.157	0.302
0.384	6.858E-2	-2.955E-3	6.864E-2	0.199	-0.110	0.228	0.157	1.426	1.435
0.400	7.179E-2	-4.757E-3	7.195E-2	0.191	-7.154E-2	0.204	-0.909	2.305	2.478
0.417	7.494E-2	-5.342E-3	7.513E-2	0.172	-2.465E-2	0.173	-0.966	1.651	1.913
0.434	7.752E-2	-5.579E-3	7.772E-2	0.154	-1.815E-2	0.155	-0.357	-8.616E-2	0.367
