	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-1.932E-3	-9.430E-3	9.626E-3						
0.017	-2.005E-3	-9.410E-3	9.621E-3	-3.805E-3	1.091E-3	3.958E-3			
0.033	-2.059E-3	-9.394E-3	9.617E-3	-2.352E-3	-2.939E-3	3.764E-3	5.713E-2	-4.587E-2	7.327E-2
0.050	-2.083E-3	-9.508E-3	9.734E-3	-1.690E-3	-2.199E-3	2.773E-3	-2.409E-2	8.363E-2	8.703E-2
0.067	-2.115E-3	-9.467E-3	9.701E-3	-3.172E-3	1.824E-3	3.659E-3	0.288	0.247	0.379
0.083	-2.189E-3	-9.447E-3	9.697E-3	6.082E-3	4.713E-3	7.694E-3	0.134	0.106	0.171
0.100	-1.912E-3	-9.310E-3	9.504E-3	5.982E-3	6.683E-3	8.969E-3	-0.102	4.570E-2	0.112
0.117	-1.989E-3	-9.224E-3	9.436E-3	-2.212E-3	5.278E-3	5.723E-3	-0.754	0.477	0.892
0.133	-1.986E-3	-9.134E-3	9.347E-3	-1.482E-2	2.068E-2	2.544E-2	-0.430	0.257	0.501
0.150	-2.484E-3	-8.534E-3	8.888E-3	-2.228E-2	2.042E-2	3.022E-2	3.776E-2	-0.258	0.260
0.167	-2.729E-3	-8.453E-3	8.882E-3	-9.940E-3	5.393E-3	1.131E-2	0.534	-0.713	0.890
0.184	-2.815E-3	-8.354E-3	8.816E-3	-4.295E-3	-1.346E-4	4.297E-3	0.202	-0.160	0.258
0.200	-2.873E-3	-8.457E-3	8.932E-3	-3.610E-3	-2.301E-3	4.281E-3	0.240	0.145	0.280
0.217	-2.936E-3	-8.431E-3	8.928E-3	2.629E-3	6.020E-3	6.569E-3	-0.483	0.657	0.815
0.234	-2.785E-3	-8.256E-3	8.713E-3	-1.452E-2	1.910E-2	2.399E-2	-0.360	0.391	0.531
0.250	-3.420E-3	-7.794E-3	8.511E-3	-1.965E-2	2.175E-2	2.931E-2	-0.197	9.613E-2	0.219
0.267	-3.441E-3	-7.530E-3	8.279E-3	-1.106E-2	1.893E-2	2.192E-2	0.476	-0.200	0.517
