	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	5.466E-4	6.613E-4	8.579E-4						
0.017	4.748E-4	6.154E-4	7.772E-4	4.745E-3	-1.002E-3	4.850E-3			
0.033	7.049E-4	6.279E-4	9.440E-4	5.173E-3	-1.462E-4	5.175E-3	-9.784E-2	8.805E-3	9.823E-2
0.050	6.474E-4	6.105E-4	8.898E-4	-2.421E-3	-1.193E-3	2.699E-3	-0.272	-0.107	0.293
0.067	6.241E-4	5.881E-4	8.575E-4	-2.259E-3	-3.360E-3	4.048E-3	7.378E-2	1.111E-2	7.461E-2
0.083	5.720E-4	4.984E-4	7.587E-4	-6.989E-4	-1.877E-3	2.003E-3	4.152E-2	0.228	0.231
0.100	6.008E-4	5.254E-4	7.981E-4	1.651E-4	5.037E-3	5.039E-3	-9.568E-2	1.341E-2	9.661E-2
0.117	5.775E-4	6.664E-4	8.818E-4	-4.272E-3	2.214E-4	4.278E-3	-0.116	-0.146	0.187
0.133	4.582E-4	5.328E-4	7.028E-4	-4.667E-3	-3.353E-3	5.746E-3	0.133	-0.147	0.198
0.150	4.218E-4	5.545E-4	6.967E-4	8.490E-4	-1.742E-3	1.937E-3	0.235	0.175	0.293
0.167	4.866E-4	4.747E-4	6.798E-4	3.698E-3	2.307E-4	3.705E-3	0.128	0.152	0.199
0.184	5.452E-4	5.622E-4	7.832E-4	4.501E-3	5.196E-3	6.874E-3	-0.112	0.122	0.165
0.200	6.367E-4	6.481E-4	9.086E-4	9.129E-4	3.755E-3	3.864E-3	-0.174	-0.131	0.218
0.217	5.756E-4	6.875E-4	8.967E-4	-2.871E-3	6.816E-4	2.951E-3	-6.198E-2	-8.146E-2	0.102
0.234	5.409E-4	6.708E-4	8.618E-4	-5.013E-4	5.363E-4	7.341E-4	0.130	-0.151	0.199
0.250	5.589E-4	7.054E-4	9.000E-4	1.712E-3	-2.948E-3	3.409E-3	9.403E-3	-3.940E-2	4.051E-2
0.267	5.981E-4	5.725E-4	8.279E-4	9.029E-5	-3.124E-3	3.125E-3	-1.529E-3	1.812E-2	1.819E-2
0.284	5.619E-4	6.012E-4	8.229E-4	5.394E-4	3.181E-6	5.394E-4	-0.232	0.170	0.287
0.300	6.161E-4	5.726E-4	8.411E-4	-5.324E-3	9.734E-4	5.412E-3	-3.651E-2	3.176E-2	4.839E-2
0.317	3.843E-4	6.337E-4	7.411E-4	-4.811E-3	2.274E-3	5.321E-3	0.187	-6.751E-2	0.199
0.334	4.555E-4	6.485E-4	7.925E-4	4.671E-3	-1.691E-3	4.968E-3	0.174	-0.103	0.203
0.350	5.401E-4	5.772E-4	7.905E-4	4.809E-4	-2.033E-3	2.090E-3	-0.108	3.940E-2	0.115
0.367	4.716E-4	5.806E-4	7.480E-4	-7.714E-4	5.773E-4	9.635E-4	-5.851E-2	0.195	0.204
0.384	5.144E-4	5.965E-4	7.877E-4	4.416E-4	3.846E-3	3.871E-3	3.105E-2	-1.407E-2	3.409E-2
0.400	4.863E-4	7.089E-4	8.597E-4	-9.274E-4	1.613E-3	1.861E-3	3.265E-2	-9.524E-2	0.101
0.417	4.835E-4	6.503E-4	8.103E-4	1.773E-3	-1.498E-3	2.321E-3	4.980E-2	-0.184	0.191
