	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	1.453E-4	6.052E-4	6.224E-4						
0.017	1.561E-4	5.649E-4	5.860E-4	1.978E-3	-2.742E-3	3.381E-3			
0.033	2.113E-4	5.137E-4	5.555E-4	-3.051E-3	1.238E-3	3.293E-3	-9.075E-2	0.115	0.146
0.050	5.433E-5	6.062E-4	6.086E-4	-3.850E-3	2.757E-3	4.735E-3	0.141	-2.202E-2	0.142
0.067	8.282E-5	6.057E-4	6.113E-4	3.836E-3	-7.971E-4	3.918E-3	0.198	-6.464E-2	0.208
0.083	1.823E-4	5.796E-4	6.076E-4	2.984E-3	4.855E-4	3.023E-3	0.104	-5.455E-3	0.104
0.100	1.824E-4	6.219E-4	6.481E-4	5.373E-3	6.946E-5	5.373E-3	-8.319E-2	-4.197E-2	9.318E-2
0.117	3.616E-4	5.819E-4	6.851E-4	3.240E-3	-1.974E-3	3.794E-3	-0.100	5.497E-2	0.115
0.133	2.905E-4	5.560E-4	6.274E-4	-1.312E-3	1.886E-3	2.298E-3	-0.190	4.878E-2	0.196
0.150	3.178E-4	6.448E-4	7.189E-4	-8.347E-4	1.168E-3	1.436E-3	-6.256E-2	-7.180E-2	9.523E-2
0.167	2.626E-4	5.950E-4	6.504E-4	-4.375E-3	-2.287E-3	4.937E-3	-4.425E-2	-8.481E-2	9.566E-2
0.184	1.718E-4	5.685E-4	5.939E-4	-2.660E-3	-9.584E-4	2.827E-3	6.759E-2	0.136	0.151
0.200	1.739E-4	5.630E-4	5.893E-4	-1.011E-3	1.985E-3	2.228E-3	8.852E-2	4.766E-2	0.101
0.217	1.381E-4	6.348E-4	6.496E-4	-6.420E-4	1.590E-3	1.715E-3	0.128	-3.514E-2	0.132
0.234	1.525E-4	6.161E-4	6.347E-4	3.469E-3	-3.954E-4	3.492E-3	8.554E-2	-0.113	0.142
0.250	2.539E-4	6.216E-4	6.714E-4	3.161E-3	-1.360E-3	3.441E-3	4.917E-2	6.558E-3	4.960E-2
0.267	2.579E-4	5.707E-4	6.263E-4	3.445E-3	-1.048E-3	3.601E-3	-5.289E-2	-2.152E-2	5.710E-2
0.284	3.688E-4	5.866E-4	6.929E-4	3.218E-3	-9.879E-4	3.366E-3	-0.191	2.725E-2	0.193
0.300	3.653E-4	5.378E-4	6.501E-4	-3.861E-3	-1.222E-3	4.050E-3	-0.173	5.292E-2	0.181
0.317	2.400E-4	5.458E-4	5.963E-4	-3.654E-3	1.410E-3	3.916E-3	-1.167E-2	0.110	0.111
0.334	2.434E-4	5.848E-4	6.334E-4	-2.274E-3	2.460E-3	3.350E-3	0.108	-8.930E-2	0.140
0.350	1.642E-4	6.279E-4	6.490E-4	-1.748E-3	-1.136E-3	2.085E-3	5.434E-2	-0.115	0.127
0.367	1.851E-4	5.469E-4	5.774E-4	8.133E-4	-2.747E-3	2.865E-3	0.104	2.555E-2	0.107
0.384	1.913E-4	5.362E-4	5.693E-4	1.076E-3	6.637E-4	1.265E-3	-6.095E-2	0.151	0.163
0.400	2.210E-4	5.691E-4	6.105E-4	-6.148E-4	2.316E-3	2.396E-3	-2.131E-2	-4.470E-2	4.952E-2
0.417	1.708E-4	6.135E-4	6.369E-4	-7.426E-4	-4.667E-4	8.771E-4	3.838E-3	-7.617E-2	7.627E-2
0.434	1.962E-4	5.535E-4	5.872E-4	6.304E-4	-1.474E-3	1.603E-3	4.366E-2	-7.392E-2	8.585E-2
