	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-1.010E-4	5.353E-4	5.447E-4						
0.017	-1.415E-4	-7.700E-5	1.611E-4	1.910E-5	-2.640E-2	2.640E-2			
0.033	-1.003E-4	-3.455E-4	3.598E-4	1.293E-3	-2.855E-2	2.858E-2	1.792E-2	-0.203	0.204
0.050	-9.834E-5	-1.030E-3	1.034E-3	-4.400E-5	-3.855E-2	3.855E-2	-0.271	-0.636	0.692
0.067	-1.018E-4	-1.632E-3	1.635E-3	-6.704E-3	-4.590E-2	4.639E-2	9.541E-3	5.879E-2	5.956E-2
0.083	-3.220E-4	-2.561E-3	2.581E-3	-3.013E-3	-4.174E-2	4.185E-2	1.079E-2	-0.156	0.157
0.100	-2.023E-4	-3.024E-3	3.031E-3	-1.296E-3	-4.348E-2	4.350E-2	0.187	4.553E-2	0.192
0.117	-3.652E-4	-4.012E-3	4.028E-3	-1.797E-3	-4.827E-2	4.830E-2	-5.642E-3	-0.211	0.212
0.133	-2.623E-4	-4.635E-3	4.642E-3	2.523E-3	-4.419E-2	4.426E-2	9.607E-3	0.407	0.407
0.150	-2.811E-4	-5.486E-3	5.493E-3	-3.340E-3	-3.981E-2	3.995E-2	-0.143	0.702	0.716
0.167	-3.738E-4	-5.963E-3	5.975E-3	-2.760E-3	-1.809E-2	1.830E-2	-1.467E-2	0.775	0.775
0.184	-3.731E-4	-6.090E-3	6.101E-3	-2.370E-3	-1.194E-2	1.217E-2	5.229E-2	-0.130	0.140
0.200	-4.528E-4	-6.361E-3	6.378E-3	-2.437E-3	-2.407E-2	2.419E-2	0.326	-0.455	0.559
0.217	-4.545E-4	-6.893E-3	6.908E-3	8.314E-3	-2.911E-2	3.027E-2	0.133	0.127	0.184
0.234	-1.754E-4	-7.333E-3	7.335E-3	5.652E-3	-1.899E-2	1.981E-2	-0.411	0.224	0.468
0.250	-2.659E-4	-7.526E-3	7.531E-3	-9.216E-3	-1.889E-2	2.102E-2	-0.368	-1.881E-2	0.369
0.267	-4.830E-4	-7.963E-3	7.978E-3	-6.997E-3	-2.318E-2	2.421E-2	0.178	1.553E-2	0.179
0.284	-4.993E-4	-8.300E-3	8.315E-3	-1.001E-3	-1.694E-2	1.697E-2	-0.135	-0.230	0.267
0.300	-5.164E-4	-8.528E-3	8.544E-3	-1.094E-2	-2.828E-2	3.032E-2	-0.183	-0.427	0.465
0.317	-8.643E-4	-9.243E-3	9.284E-3	-1.129E-2	-3.671E-2	3.840E-2	-0.319	-0.116	0.340
