	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-3.355E-5	2.684E-4	2.705E-4						
0.017	-2.969E-5	2.890E-4	2.906E-4	-9.944E-4	-1.021E-3	1.425E-3			
0.033	-6.672E-5	2.343E-4	2.436E-4	-4.205E-3	-1.274E-3	4.393E-3	7.485E-2	4.999E-2	9.001E-2
0.050	-1.700E-4	2.465E-4	2.995E-4	1.987E-4	1.442E-3	1.456E-3	0.160	8.684E-2	0.182
0.067	-6.010E-5	2.824E-4	2.887E-4	3.658E-3	1.616E-3	3.999E-3	-0.217	3.587E-2	0.220
0.083	-4.792E-5	3.005E-4	3.043E-4	-7.608E-3	2.222E-3	7.926E-3	-0.184	-5.870E-2	0.193
0.100	-3.139E-4	3.566E-4	4.751E-4	-5.890E-3	4.726E-4	5.909E-3	0.307	-0.194	0.363
0.117	-2.444E-4	3.162E-4	3.997E-4	6.392E-3	-4.891E-3	8.048E-3	0.274	-8.406E-2	0.287
0.133	-1.007E-4	1.934E-4	2.180E-4	3.227E-3	-3.218E-3	4.558E-3	-0.152	0.155	0.217
0.150	-1.368E-4	2.088E-4	2.496E-4	-7.448E-4	1.705E-3	1.861E-3	-3.936E-2	6.671E-2	7.746E-2
0.167	-1.255E-4	2.503E-4	2.800E-4	2.788E-3	-8.814E-4	2.924E-3	-3.295E-2	-7.378E-2	8.081E-2
0.184	-4.375E-5	1.794E-4	1.847E-4	-6.502E-4	-2.131E-3	2.228E-3	-0.104	6.572E-2	0.123
0.200	-1.472E-4	1.792E-4	2.319E-4	-3.025E-3	2.095E-3	3.680E-3	-1.915E-2	0.106	0.107
0.217	-1.447E-4	2.493E-4	2.883E-4	3.787E-4	2.009E-3	2.045E-3	0.214	7.288E-2	0.226
0.234	-1.346E-4	2.462E-4	2.806E-4	3.347E-3	3.124E-3	4.579E-3	6.681E-2	-2.571E-2	7.159E-2
