	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-1.219E-4	5.920E-5	1.356E-4						
0.017	-8.736E-5	7.505E-5	1.152E-4	-5.311E-3	1.942E-3	5.655E-3			
0.033	-2.992E-4	1.240E-4	3.239E-4	-5.577E-3	1.165E-3	5.697E-3	0.104	-2.138E-2	0.106
0.050	-2.734E-4	1.139E-4	2.962E-4	1.277E-3	4.334E-4	1.348E-3	0.163	1.769E-2	0.164
0.067	-2.566E-4	1.385E-4	2.915E-4	-9.474E-4	2.200E-3	2.396E-3	-5.991E-2	8.035E-2	0.100
0.083	-3.050E-4	1.874E-4	3.580E-4	-1.451E-3	3.144E-3	3.463E-3	2.740E-2	-4.057E-2	4.896E-2
0.100	-3.050E-4	2.434E-4	3.902E-4	5.797E-4	1.123E-3	1.264E-3	-6.050E-2	-0.257	0.264
0.117	-2.857E-4	2.248E-4	3.635E-4	-2.929E-3	-5.490E-3	6.222E-3	-7.101E-2	-0.132	0.150
0.133	-4.027E-4	6.021E-5	4.072E-4	-3.536E-3	-4.910E-3	6.051E-3	4.868E-2	0.106	0.117
0.150	-4.037E-4	6.100E-5	4.083E-4	2.312E-4	9.624E-5	2.504E-4	0.217	0.172	0.277
0.167	-3.950E-4	6.342E-5	4.001E-4	2.944E-3	1.298E-4	2.947E-3	2.381E-2	7.544E-3	2.498E-2
0.184	-3.055E-4	6.533E-5	3.124E-4	2.138E-3	3.087E-4	2.160E-3	-7.747E-2	-7.746E-3	7.786E-2
0.200	-3.237E-4	7.372E-5	3.320E-4	-9.327E-4	8.587E-7	9.327E-4	8.711E-3	-6.176E-2	6.237E-2
0.217	-3.366E-4	6.536E-5	3.429E-4	2.472E-3	-1.745E-3	3.026E-3	1.680E-2	1.978E-2	2.595E-2
0.234	-2.412E-4	1.548E-5	2.417E-4	1.181E-3	-4.358E-5	1.182E-3	-0.139	9.888E-3	0.139
0.250	-2.972E-4	6.390E-5	3.040E-4	-3.852E-3	1.617E-5	3.852E-3	-0.132	6.541E-2	0.148
0.267	-3.697E-4	1.602E-5	3.701E-4	-2.927E-3	4.229E-4	2.958E-3	8.603E-2	-4.453E-2	9.687E-2
0.284	-3.949E-4	7.801E-5	4.025E-4	-6.299E-4	3.626E-4	7.268E-4	9.468E-2	4.216E-2	0.104
0.300	-3.907E-4	2.812E-5	3.917E-4	2.757E-4	-2.279E-5	2.766E-4	9.455E-2	-7.243E-2	0.119
0.317	-3.857E-4	7.725E-5	3.933E-4	2.145E-3	-2.682E-4	2.161E-3	7.495E-3	-6.294E-2	6.339E-2
0.334	-3.192E-4	1.917E-5	3.198E-4	1.415E-3	-3.467E-3	3.745E-3	-4.917E-2	-0.246	0.251
0.350	-3.385E-4	-3.843E-5	3.406E-4	-5.762E-4	-7.438E-3	7.460E-3	-7.754E-2	-3.528E-2	8.519E-2
0.367	-3.384E-4	-2.290E-4	4.086E-4	-5.593E-4	-6.490E-3	6.514E-3	-8.239E-2	-2.882E-2	8.729E-2
0.384	-3.571E-4	-2.550E-4	4.388E-4	-3.263E-3	-5.813E-3	6.666E-3	-4.691E-2	-0.215	0.220
0.400	-4.473E-4	-4.229E-4	6.156E-4	-2.999E-3	-1.490E-2	1.520E-2	0.243	-0.528	0.582
0.417	-4.572E-4	-7.520E-4	8.801E-4	5.038E-3	-2.365E-2	2.418E-2	0.303	-0.420	0.518
0.434	-2.792E-4	-1.212E-3	1.244E-3	8.659E-3	-2.912E-2	3.038E-2	-0.100	0.125	0.161
0.450	-1.683E-4	-1.724E-3	1.732E-3	1.099E-3	-2.077E-2	2.080E-2	-0.270	0.152	0.310
0.467	-2.425E-4	-1.905E-3	1.920E-3	-1.998E-3	-1.972E-2	1.982E-2	-0.116	-4.267E-3	0.117
0.484	-2.349E-4	-2.382E-3	2.393E-3	-1.076E-3	-2.532E-2	2.534E-2	-0.118	-0.492	0.506
0.501	-2.784E-4	-2.750E-3	2.764E-3	-6.210E-3	-3.245E-2	3.304E-2	-7.502E-2	-0.479	0.485
0.517	-4.422E-4	-3.465E-3	3.493E-3	-5.069E-3	-4.451E-2	4.480E-2	0.550	-0.317	0.635
0.534	-4.475E-4	-4.235E-3	4.259E-3	1.223E-2	-4.255E-2	4.427E-2	0.235	0.583	0.628
0.551	-3.410E-5	-4.884E-3	4.884E-3	8.059E-3	-2.568E-2	2.692E-2	-0.408	0.610	0.734
0.567	-1.786E-4	-5.092E-3	5.095E-3	-8.034E-3	-1.811E-2	1.981E-2	-0.347	6.108E-2	0.352
0.584	-3.022E-4	-5.489E-3	5.497E-3	-1.744E-3	-2.673E-2	2.679E-2	0.245	2.601E-2	0.246
0.601	-2.368E-4	-5.984E-3	5.989E-3	1.951E-3	-1.883E-2	1.893E-2	0.112	0.293	0.314
0.617	-2.371E-4	-6.117E-3	6.122E-3	5.486E-4	-1.274E-2	1.275E-2	-0.154	-2.939E-2	0.157
0.634	-2.185E-4	-6.409E-3	6.413E-3	-2.261E-3	-2.207E-2	2.219E-2	0.160	-0.280	0.322
0.651	-3.125E-4	-6.854E-3	6.861E-3	3.526E-3	-2.320E-2	2.347E-2	1.878E-2	-6.224E-3	1.978E-2
0.667	-1.009E-4	-7.183E-3	7.184E-3	2.868E-3	-2.054E-2	2.073E-2	-0.159	0.102	0.189
0.684	-2.168E-4	-7.539E-3	7.542E-3	-6.023E-3	-2.062E-2	2.148E-2	-0.427	-0.325	0.537
0.701	-3.018E-4	-7.871E-3	7.877E-3	-9.143E-3	-2.967E-2	3.105E-2	0.223	-0.261	0.344
0.717	-5.219E-4	-8.529E-3	8.545E-3	-1.536E-3	-3.312E-2	3.316E-2	0.335	-6.843E-2	0.342
0.734	-3.531E-4	-8.976E-3	8.983E-3	6.461E-3	-2.852E-2	2.925E-2	0.118	0.104	0.158
0.751	-3.063E-4	-9.481E-3	9.486E-3	9.254E-5	-3.092E-2	3.092E-2	-0.303	-9.945E-2	0.319
0.767	-3.500E-4	-1.001E-2	1.001E-2	-3.734E-3	-3.178E-2	3.200E-2	6.983E-2	-3.900E-2	7.998E-2
0.784	-4.309E-4	-1.054E-2	1.055E-2	1.574E-3	-3.214E-2	3.218E-2	6.588E-2	-1.806E-2	6.832E-2
0.801	-2.975E-4	-1.108E-2	1.108E-2	1.401E-3	-3.241E-2	3.244E-2	2.067E-2	0.101	0.103
0.817	-3.842E-4	-1.162E-2	1.163E-2	-1.120E-3	-2.923E-2	2.925E-2	-3.732E-2	0.234	0.237
0.834	-3.349E-4	-1.206E-2	1.206E-2	2.348E-3	-2.397E-2	2.408E-2	-0.131	-0.182	0.224
0.851	-3.058E-4	-1.242E-2	1.243E-2	-5.239E-3	-3.352E-2	3.393E-2	-0.330	-0.578	0.665
0.868	-5.097E-4	-1.317E-2	1.318E-2	-1.079E-2	-4.662E-2	4.785E-2	-0.473	-8.695E-2	0.481
0.884	-6.658E-4	-1.398E-2	1.399E-2	-1.833E-2	-3.682E-2	4.113E-2	3.108E-2	0.146	0.149
0.901	-1.121E-3	-1.440E-2	1.445E-2	-1.437E-2	-3.670E-2	3.941E-2	0.183	2.460E-2	0.184
0.918	-1.145E-3	-1.520E-2	1.525E-2	-6.529E-3	-4.170E-2	4.221E-2	0.328	-0.310	0.451
0.934	-1.339E-3	-1.579E-2	1.585E-2	-7.343E-3	-4.265E-2	4.328E-2	-0.110	2.160E-2	0.112
0.951	-1.390E-3	-1.663E-2	1.668E-2	-7.599E-3	-4.465E-2	4.529E-2	0.250	4.832E-2	0.254
0.968	-1.593E-3	-1.728E-2	1.736E-2	-2.328E-3	-3.866E-2	3.873E-2	0.179	4.855E-2	0.185
0.984	-1.468E-3	-1.792E-2	1.798E-2	2.529E-3	-4.282E-2	4.289E-2	-0.151	-0.110	0.187
1.001	-1.508E-3	-1.871E-2	1.877E-2	-9.208E-3	-4.436E-2	4.530E-2	-0.558	-0.214	0.597
1.018	-1.775E-3	-1.940E-2	1.948E-2	-1.715E-2	-4.735E-2	5.036E-2	-0.278	-0.218	0.353
1.034	-2.081E-3	-2.029E-2	2.040E-2	-1.791E-2	-5.394E-2	5.683E-2	9.730E-3	-3.973E-2	4.090E-2
1.051	-2.373E-3	-2.120E-2	2.133E-2	-1.666E-2	-4.859E-2	5.137E-2	0.332	0.590	0.677
1.068	-2.637E-3	-2.191E-2	2.207E-2	-7.785E-3	-3.395E-2	3.483E-2	0.234	0.447	0.505
1.084	-2.632E-3	-2.233E-2	2.248E-2	-5.806E-3	-3.097E-2	3.150E-2	0.135	0.136	0.192
1.101	-2.830E-3	-2.295E-2	2.312E-2	-6.880E-3	-3.305E-2	3.376E-2	-4.469E-5	1.739E-2	1.739E-2
1.118	-2.862E-3	-2.343E-2	2.360E-2	-3.317E-3	-2.842E-2	2.862E-2	-0.236	0.210	0.316
1.134	-2.941E-3	-2.390E-2	2.408E-2	-1.447E-2	-2.663E-2	3.031E-2	-0.451	0.326	0.557
1.151	-3.345E-3	-2.432E-2	2.455E-2	-2.136E-2	-1.828E-2	2.811E-2	-0.372	-0.262	0.455
1.168	-3.654E-3	-2.451E-2	2.478E-2	-2.391E-2	-3.073E-2	3.893E-2	0.295	-0.570	0.642
1.185	-4.142E-3	-2.534E-2	2.568E-2	-1.544E-2	-4.471E-2	4.731E-2	0.194	-0.166	0.256
1.201	-4.169E-3	-2.600E-2	2.633E-2	-1.130E-2	-3.279E-2	3.469E-2	0.181	0.475	0.508
1.218	-4.520E-3	-2.644E-2	2.682E-2	-1.502E-2	-2.769E-2	3.150E-2	-7.104E-2	6.997E-2	9.971E-2
