	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	3.114E-3	-9.811E-3	1.029E-2						
0.017	3.597E-3	-1.006E-2	1.068E-2	2.020E-2	-1.827E-2	2.723E-2			
0.033	3.788E-3	-1.042E-2	1.109E-2	2.892E-2	-2.227E-2	3.650E-2	0.245	-0.243	0.345
0.050	4.562E-3	-1.080E-2	1.172E-2	3.608E-2	-2.559E-2	4.423E-2	5.983E-2	6.951E-3	6.023E-2
0.067	4.992E-3	-1.127E-2	1.233E-2	2.552E-2	-2.350E-2	3.469E-2	-0.437	0.110	0.451
0.083	5.413E-3	-1.158E-2	1.279E-2	2.318E-2	-1.988E-2	3.054E-2	-0.102	7.611E-2	0.127
0.100	5.766E-3	-1.194E-2	1.326E-2	2.152E-2	-2.195E-2	3.074E-2	-0.106	-0.140	0.176
0.117	6.132E-3	-1.232E-2	1.376E-2	2.029E-2	-2.433E-2	3.168E-2	5.781E-2	0.122	0.135
0.133	6.443E-3	-1.275E-2	1.428E-2	2.239E-2	-1.921E-2	2.950E-2	0.258	0.122	0.286
0.150	6.879E-3	-1.296E-2	1.467E-2	2.969E-2	-1.738E-2	3.440E-2	0.285	-0.159	0.326
0.167	7.433E-3	-1.333E-2	1.526E-2	3.248E-2	-2.632E-2	4.180E-2	-0.380	-0.269	0.465
0.184	7.962E-3	-1.384E-2	1.596E-2	1.821E-2	-2.722E-2	3.275E-2	-0.245	7.244E-2	0.255
0.200	8.041E-3	-1.424E-2	1.635E-2	1.859E-2	-2.265E-2	2.931E-2	-0.103	0.215	0.238
0.217	8.583E-3	-1.459E-2	1.693E-2	2.215E-2	-2.021E-2	2.998E-2	0.231	-5.097E-2	0.236
0.234	8.780E-3	-1.491E-2	1.730E-2	2.018E-2	-2.365E-2	3.109E-2	-4.452E-2	2.692E-2	5.203E-2
0.250	9.256E-3	-1.538E-2	1.795E-2	2.502E-2	-2.163E-2	3.308E-2	0.281	-0.172	0.330
0.267	9.615E-3	-1.563E-2	1.835E-2	2.664E-2	-2.546E-2	3.685E-2	-0.167	2.111E-2	0.169
0.284	1.014E-2	-1.623E-2	1.914E-2	2.270E-2	-2.615E-2	3.463E-2	-7.836E-2	2.682E-2	8.282E-2
0.300	1.037E-2	-1.651E-2	1.949E-2	1.982E-2	-1.989E-2	2.808E-2	-9.139E-2	0.553	0.560
0.317	1.081E-2	-1.689E-2	2.005E-2	2.313E-2	-1.167E-2	2.590E-2	7.972E-2	0.545	0.550
0.334	1.114E-2	-1.690E-2	2.024E-2	2.071E-2	1.779E-3	2.078E-2	-0.246	0.695	0.737
0.350	1.150E-2	-1.683E-2	2.039E-2	1.617E-2	9.576E-3	1.879E-2	-0.241	0.257	0.353
0.367	1.168E-2	-1.658E-2	2.028E-2	1.116E-2	1.224E-2	1.656E-2	3.198E-2	0.159	0.162
0.384	1.187E-2	-1.643E-2	2.027E-2	1.710E-2	1.260E-2	2.124E-2	0.191	4.066E-2	0.195
0.400	1.225E-2	-1.616E-2	2.028E-2	1.970E-2	1.522E-2	2.490E-2	-8.901E-2	5.293E-2	0.104
0.417	1.253E-2	-1.592E-2	2.026E-2	1.284E-2	1.366E-2	1.874E-2	-1.347E-2	-0.176	0.176
0.434	1.268E-2	-1.570E-2	2.018E-2	1.754E-2	9.787E-3	2.009E-2	0.378	5.571E-2	0.382
0.450	1.311E-2	-1.559E-2	2.037E-2	2.800E-2	1.364E-2	3.115E-2	0.113	6.755E-3	0.113
0.467	1.362E-2	-1.524E-2	2.044E-2	2.196E-2	1.355E-2	2.581E-2	-0.551	-0.135	0.568
0.484	1.385E-2	-1.514E-2	2.052E-2	7.771E-3	6.074E-3	9.864E-3	-0.421	-0.342	0.543
0.500	1.388E-2	-1.504E-2	2.046E-2	6.697E-3	3.438E-3	7.528E-3	2.589E-3	-3.717E-2	3.726E-2
0.517	1.407E-2	-1.502E-2	2.058E-2	1.027E-2	3.795E-3	1.095E-2	0.273	-0.311	0.413
0.534	1.422E-2	-1.492E-2	2.061E-2	1.402E-2	-4.257E-3	1.466E-2	0.324	-0.277	0.427
0.551	1.454E-2	-1.517E-2	2.101E-2	2.225E-2	-9.700E-3	2.428E-2	0.155	-0.345	0.378
0.567	1.496E-2	-1.524E-2	2.136E-2	2.016E-2	-1.165E-2	2.329E-2	-0.411	0.145	0.436
0.584	1.521E-2	-1.556E-2	2.176E-2	7.608E-3	-9.113E-3	1.187E-2	-0.243	0.461	0.521
0.601	1.522E-2	-1.554E-2	2.175E-2	9.427E-3	6.729E-3	1.158E-2	-0.139	0.703	0.717
0.617	1.552E-2	-1.533E-2	2.182E-2	8.086E-3	1.442E-2	1.654E-2	0.227	0.786	0.819
0.634	1.548E-2	-1.506E-2	2.160E-2	1.084E-2	3.054E-2	3.240E-2	0.235	0.388	0.453
0.651	1.589E-2	-1.431E-2	2.138E-2	2.153E-2	3.296E-2	3.937E-2	5.078E-2	-5.903E-2	7.787E-2
0.667	1.620E-2	-1.396E-2	2.139E-2	1.108E-2	2.281E-2	2.536E-2	-0.604	-0.481	0.772
0.684	1.626E-2	-1.355E-2	2.116E-2	-8.614E-5	1.983E-2	1.983E-2	0.204	-9.392E-2	0.224
0.701	1.620E-2	-1.330E-2	2.096E-2	1.543E-2	1.765E-2	2.344E-2	0.418	-9.802E-2	0.429
0.717	1.677E-2	-1.296E-2	2.120E-2	2.147E-2	1.830E-2	2.821E-2	0.146	4.446E-2	0.153
0.734	1.692E-2	-1.269E-2	2.115E-2	1.336E-2	1.794E-2	2.237E-2	-0.317	0.167	0.358
0.751	1.722E-2	-1.236E-2	2.119E-2	1.450E-2	2.399E-2	2.803E-2	0.488	0.270	0.558
0.767	1.740E-2	-1.189E-2	2.107E-2	2.590E-2	2.802E-2	3.816E-2	5.107E-2	-0.146	0.155
0.784	1.808E-2	-1.143E-2	2.139E-2	2.340E-2	1.954E-2	3.048E-2	-0.312	-0.337	0.459
0.801	1.818E-2	-1.124E-2	2.137E-2	8.130E-3	1.412E-2	1.629E-2	-0.173	-6.519E-2	0.185
0.817	1.835E-2	-1.096E-2	2.137E-2	1.938E-2	1.899E-2	2.713E-2	0.129	7.336E-2	0.149
0.834	1.883E-2	-1.060E-2	2.161E-2	1.650E-2	1.734E-2	2.394E-2	-2.095E-2	-0.303	0.304
0.851	1.890E-2	-1.038E-2	2.156E-2	1.273E-2	8.226E-3	1.516E-2	-0.233	-0.442	0.500
0.868	1.925E-2	-1.033E-2	2.185E-2	1.384E-2	1.783E-3	1.395E-2	0.285	8.393E-2	0.298
0.884	1.936E-2	-1.032E-2	2.194E-2	1.747E-2	1.011E-2	2.018E-2	3.189E-2	0.176	0.179
0.901	1.984E-2	-9.992E-3	2.221E-2	2.018E-2	1.167E-2	2.331E-2	-1.198E-2	-0.125	0.125
0.918	2.004E-2	-9.930E-3	2.236E-2	1.306E-2	2.513E-3	1.330E-2	-0.320	-0.171	0.363
0.934	2.027E-2	-9.908E-3	2.256E-2	1.134E-2	6.043E-3	1.285E-2	0.142	-1.439E-2	0.142
0.951	2.042E-2	-9.728E-3	2.261E-2	1.584E-2	4.482E-3	1.646E-2	6.441E-2	-0.264	0.272
0.968	2.080E-2	-9.759E-3	2.298E-2	1.683E-2	-4.836E-3	1.751E-2	-5.722E-2	-0.156	0.166
0.984	2.098E-2	-9.889E-3	2.319E-2	1.106E-2	-1.563E-3	1.117E-2	-0.112	8.329E-2	0.140
1.001	2.117E-2	-9.811E-3	2.333E-2	1.378E-2	7.207E-4	1.380E-2	5.525E-2	2.011E-3	5.529E-2
1.018	2.144E-2	-9.865E-3	2.360E-2	1.381E-2	-3.488E-3	1.424E-2	2.642E-2	1.338E-2	2.961E-2
1.034	2.163E-2	-9.927E-3	2.380E-2	1.343E-2	9.902E-4	1.347E-2	5.054E-2	5.180E-2	7.237E-2
1.051	2.188E-2	-9.832E-3	2.399E-2	1.622E-2	3.844E-4	1.622E-2	-1.472E-2	-9.725E-2	9.836E-2
1.068	2.217E-2	-9.915E-3	2.429E-2	1.346E-2	-4.512E-3	1.419E-2	-0.106	-0.139	0.174
1.084	2.233E-2	-9.983E-3	2.446E-2	1.129E-2	-3.445E-3	1.180E-2	1.246E-2	2.231E-2	2.556E-2
1.101	2.255E-2	-1.003E-2	2.468E-2	1.457E-2	-3.542E-3	1.500E-2	-0.130	-7.133E-2	0.148
1.118	2.282E-2	-1.010E-2	2.496E-2	8.392E-3	-5.895E-3	1.026E-2	-8.498E-2	-0.245	0.259
1.134	2.283E-2	-1.023E-2	2.501E-2	8.111E-3	-1.151E-2	1.408E-2	0.148	-0.235	0.278
1.151	2.309E-2	-1.048E-2	2.536E-2	1.655E-2	-1.476E-2	2.217E-2	0.427	-0.116	0.442
1.168	2.338E-2	-1.072E-2	2.572E-2	2.094E-2	-1.454E-2	2.549E-2	6.154E-2	-0.233	0.241
1.185	2.379E-2	-1.097E-2	2.620E-2	2.017E-2	-2.181E-2	2.971E-2	-0.192	-3.940E-2	0.196
1.201	2.405E-2	-1.145E-2	2.664E-2	1.311E-2	-1.907E-2	2.314E-2	-0.146	0.346	0.375
1.218	2.423E-2	-1.161E-2	2.686E-2	1.459E-2	-6.968E-3	1.617E-2	-9.525E-2	0.498	0.507
1.235	2.454E-2	-1.168E-2	2.718E-2	1.239E-2	-3.221E-3	1.280E-2	-0.131	0.276	0.305
1.251	2.464E-2	-1.171E-2	2.728E-2	7.623E-3	1.656E-3	7.800E-3	-2.811E-2	0.242	0.243
1.268	2.479E-2	-1.162E-2	2.738E-2	1.234E-2	5.699E-3	1.359E-2	0.179	0.103	0.206
1.285	2.505E-2	-1.152E-2	2.758E-2	1.442E-2	4.837E-3	1.521E-2	0.106	5.385E-3	0.106
1.301	2.527E-2	-1.146E-2	2.775E-2	1.488E-2	5.265E-3	1.579E-2	1.673E-2	-6.126E-3	1.782E-2
1.318	2.555E-2	-1.135E-2	2.796E-2	1.568E-2	5.463E-3	1.661E-2	4.158E-2	1.919E-2	4.580E-2
1.335	2.580E-2	-1.128E-2	2.816E-2	1.572E-2	5.119E-3	1.653E-2	-0.109	-0.135	0.174
1.351	2.607E-2	-1.118E-2	2.837E-2	1.288E-2	2.052E-3	1.305E-2	-6.102E-2	-4.386E-2	7.515E-2
1.368	2.623E-2	-1.121E-2	2.852E-2	1.213E-2	1.771E-3	1.226E-2	7.825E-2	-5.619E-2	9.634E-2
1.385	2.648E-2	-1.112E-2	2.872E-2	1.660E-2	2.338E-3	1.677E-2	0.412	6.234E-3	0.412
1.401	2.678E-2	-1.113E-2	2.900E-2	2.495E-2	3.103E-4	2.496E-2	-3.836E-2	-7.447E-2	8.377E-2
1.418	2.731E-2	-1.111E-2	2.948E-2	1.886E-2	7.930E-4	1.887E-2	-0.349	1.903E-3	0.349
1.435	2.741E-2	-1.111E-2	2.958E-2	8.352E-3	-2.165E-5	8.352E-3	-0.245	-4.776E-2	0.250
1.451	2.759E-2	-1.111E-2	2.974E-2	1.288E-2	-6.212E-4	1.289E-2	0.118	9.592E-2	0.152
1.468	2.784E-2	-1.113E-2	2.998E-2	1.288E-2	2.499E-3	1.312E-2	0.171	-5.727E-2	0.180
1.485	2.802E-2	-1.102E-2	3.011E-2	1.679E-2	-4.531E-4	1.679E-2	0.173	-5.837E-2	0.182
1.502	2.840E-2	-1.114E-2	3.051E-2	2.097E-2	-2.521E-3	2.112E-2	9.517E-2	-0.187	0.210
1.518	2.872E-2	-1.111E-2	3.079E-2	1.862E-2	-3.621E-3	1.897E-2	-6.504E-2	-0.111	0.129
1.535	2.902E-2	-1.126E-2	3.113E-2	1.884E-2	-8.605E-3	2.071E-2	-7.032E-2	5.590E-2	8.983E-2
1.552	2.935E-2	-1.140E-2	3.148E-2	1.691E-2	-1.649E-3	1.699E-2	5.707E-2	0.148	0.159
1.568	2.959E-2	-1.132E-2	3.168E-2	1.920E-2	-1.148E-3	1.923E-2	2.880E-3	5.649E-2	5.657E-2
1.585	2.999E-2	-1.143E-2	3.209E-2	1.945E-2	-2.887E-3	1.966E-2	8.980E-2	-6.244E-2	0.109
1.602	3.023E-2	-1.142E-2	3.232E-2	1.949E-2	-9.532E-4	1.951E-2	-0.131	2.347E-2	0.133
1.618	3.064E-2	-1.147E-2	3.271E-2	1.796E-2	-3.253E-3	1.826E-2	-0.138	6.380E-2	0.152
1.635	3.083E-2	-1.152E-2	3.292E-2	1.234E-2	8.106E-4	1.237E-2	2.941E-2	0.123	0.127
1.652	3.105E-2	-1.144E-2	3.309E-2	1.913E-2	2.470E-3	1.929E-2	0.394	9.335E-2	0.405
1.668	3.147E-2	-1.144E-2	3.349E-2	2.693E-2	2.235E-3	2.703E-2	-3.004E-2	-7.736E-2	8.299E-2
