	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	3.427E-3	-1.323E-2	1.367E-2						
0.017	3.576E-3	-1.263E-2	1.313E-2	8.300E-3	3.580E-2	3.675E-2			
0.033	3.704E-3	-1.204E-2	1.259E-2	-2.054E-3	3.043E-2	3.050E-2	6.428E-2	-3.291E-2	7.222E-2
0.050	3.508E-3	-1.161E-2	1.213E-2	5.341E-3	3.229E-2	3.273E-2	-0.124	2.706E-2	0.127
0.067	3.882E-3	-1.096E-2	1.163E-2	2.869E-3	3.470E-2	3.482E-2	-0.199	0.151	0.250
0.083	3.604E-3	-1.046E-2	1.106E-2	-1.025E-2	3.444E-2	3.593E-2	0.160	-5.673E-2	0.170
0.100	3.540E-3	-9.810E-3	1.043E-2	1.076E-2	3.519E-2	3.680E-2	0.725	-8.209E-2	0.730
0.117	3.963E-3	-9.282E-3	1.009E-2	1.821E-2	3.027E-2	3.533E-2	0.505	9.604E-2	0.514
0.133	4.147E-3	-8.800E-3	9.728E-3	2.192E-2	3.730E-2	4.327E-2	-0.807	0.137	0.818
0.150	4.694E-3	-8.038E-3	9.308E-3	7.732E-5	3.848E-2	3.848E-2	-0.951	0.106	0.957
0.167	4.150E-3	-7.516E-3	8.586E-3	-2.219E-2	3.680E-2	4.297E-2	-0.121	-0.126	0.175
0.184	3.954E-3	-6.810E-3	7.874E-3	1.743E-3	3.756E-2	3.760E-2	0.817	0.146	0.830
0.200	4.208E-3	-6.263E-3	7.545E-3	8.410E-3	3.866E-2	3.956E-2	0.418	-0.151	0.444
0.217	4.234E-3	-5.520E-3	6.957E-3	1.053E-2	3.611E-2	3.761E-2	-0.199	-0.207	0.287
0.234	4.559E-3	-5.058E-3	6.810E-3	7.083E-3	2.841E-2	2.928E-2	-0.275	-9.445E-2	0.291
0.250	4.471E-3	-4.572E-3	6.394E-3	-3.713E-3	3.372E-2	3.392E-2	-4.972E-2	0.391	0.394
0.267	4.435E-3	-3.933E-3	5.928E-3	6.433E-3	4.210E-2	4.259E-2	0.240	0.118	0.268
0.284	4.685E-3	-3.167E-3	5.655E-3	7.573E-3	3.908E-2	3.981E-2	-0.143	-6.867E-2	0.159
0.300	4.688E-3	-2.629E-3	5.375E-3	-1.445E-3	3.668E-2	3.671E-2	-8.925E-2	-9.307E-2	0.129
0.317	4.637E-3	-1.943E-3	5.028E-3	4.160E-3	3.858E-2	3.880E-2	-4.615E-2	-5.886E-2	7.479E-2
0.334	4.827E-3	-1.342E-3	5.010E-3	8.177E-4	3.369E-2	3.370E-2	-3.147E-3	-0.306	0.306
0.350	4.664E-3	-8.190E-4	4.736E-3	-1.212E-3	2.847E-2	2.849E-2	-4.561E-2	-0.151	0.158
0.367	4.786E-3	-3.920E-4	4.802E-3	3.752E-3	2.785E-2	2.810E-2	0.347	-0.231	0.416
0.384	4.790E-3	1.103E-4	4.791E-3	7.126E-3	2.286E-2	2.394E-2	1.040E-2	-4.111E-2	4.240E-2
0.400	5.024E-3	3.707E-4	5.038E-3	7.526E-3	2.303E-2	2.423E-2	0.398	0.113	0.414
0.417	5.041E-3	8.787E-4	5.117E-3	1.548E-2	2.987E-2	3.364E-2	-0.188	0.111	0.219
0.434	5.541E-3	1.367E-3	5.707E-3	9.274E-3	2.598E-2	2.758E-2	-9.008E-2	-9.212E-2	0.129
0.450	5.350E-3	1.745E-3	5.628E-3	2.499E-3	2.552E-2	2.564E-2	-0.173	-0.223	0.282
0.467	5.624E-3	2.219E-3	6.046E-3	1.119E-2	2.089E-2	2.370E-2	0.344	-0.559	0.657
0.484	5.723E-3	2.442E-3	6.223E-3	9.926E-3	5.447E-3	1.132E-2	0.181	-0.433	0.469
0.501	5.955E-3	2.401E-3	6.421E-3	1.847E-2	4.277E-3	1.895E-2	-0.277	7.512E-2	0.287
0.517	6.340E-3	2.585E-3	6.846E-3	4.114E-3	1.103E-2	1.178E-2	-0.333	0.123	0.355
0.534	6.093E-3	2.769E-3	6.692E-3	-7.122E-4	7.840E-3	7.872E-3	-0.154	-0.258	0.300
0.551	6.316E-3	2.847E-3	6.928E-3	6.668E-3	1.933E-3	6.942E-3	0.368	-0.193	0.415
0.567	6.315E-3	2.833E-3	6.922E-3	6.665E-3	8.322E-4	6.717E-3	-0.124	-0.134	0.182
0.584	6.538E-3	2.874E-3	7.142E-3	6.401E-3	-1.146E-3	6.503E-3	-0.194	-0.122	0.229
0.601	6.529E-3	2.795E-3	7.102E-3	-2.477E-3	-4.533E-3	5.166E-3	-3.962E-2	-0.564	0.565
0.617	6.456E-3	2.723E-3	7.006E-3	4.289E-3	-1.749E-2	1.800E-2	0.957	-0.990	1.377
0.634	6.672E-3	2.212E-3	7.029E-3	2.980E-2	-4.002E-2	4.989E-2	0.317	-0.967	1.017
0.651	7.450E-3	1.388E-3	7.578E-3	2.196E-2	-5.038E-2	5.496E-2	0.170	-0.797	0.814
0.667	7.405E-3	5.305E-4	7.424E-3	2.242E-2	-6.378E-2	6.760E-2	1.920E-2	-0.636	0.637
0.684	8.198E-3	-7.401E-4	8.231E-3	3.509E-2	-7.514E-2	8.293E-2	4.284E-2	-0.688	0.689
0.701	8.575E-3	-1.977E-3	8.800E-3	1.744E-2	-8.335E-2	8.516E-2	-0.359	-3.497E-2	0.361
0.717	8.780E-3	-3.521E-3	9.460E-3	2.200E-2	-8.078E-2	8.372E-2	-9.131E-2	-0.159	0.183
0.734	9.310E-3	-4.672E-3	1.042E-2	1.965E-2	-8.209E-2	8.441E-2	-0.355	0.133	0.379
0.751	9.435E-3	-6.260E-3	1.132E-2	5.577E-3	-8.346E-2	8.364E-2	-0.137	2.044E-2	0.139
0.767	9.496E-3	-7.457E-3	1.207E-2	1.466E-2	-7.562E-2	7.703E-2	0.418	-1.225E-3	0.418
0.784	9.924E-3	-8.784E-3	1.325E-2	2.330E-2	-8.545E-2	8.856E-2	7.990E-2	0.247	0.260
0.801	1.027E-2	-1.031E-2	1.455E-2	1.579E-2	-7.137E-2	7.309E-2	-0.836	0.258	0.875
0.817	1.045E-2	-1.116E-2	1.529E-2	-3.658E-3	-6.791E-2	6.801E-2	-0.465	0.248	0.527
0.834	1.015E-2	-1.257E-2	1.616E-2	-4.952E-3	-7.239E-2	7.255E-2	1.027	-0.182	1.043
0.851	1.029E-2	-1.358E-2	1.704E-2	3.286E-2	-6.718E-2	7.478E-2	1.020	0.241	1.048
0.868	1.125E-2	-1.482E-2	1.860E-2	3.720E-2	-6.879E-2	7.820E-2	-0.765	0.762	1.080
0.884	1.153E-2	-1.588E-2	1.962E-2	3.011E-4	-4.231E-2	4.231E-2	-0.366	1.782	1.819
0.901	1.126E-2	-1.623E-2	1.975E-2	1.829E-2	-6.141E-3	1.929E-2	0.939	2.183	2.377
0.918	1.214E-2	-1.608E-2	2.015E-2	4.495E-2	2.890E-2	5.344E-2	-0.538	2.552	2.608
0.934	1.276E-2	-1.526E-2	1.989E-2	-1.334E-3	7.841E-2	7.842E-2	-1.469	2.179	2.628
0.951	1.209E-2	-1.346E-2	1.810E-2	-1.719E-2	0.107	0.109	-2.135E-2	0.697	0.697
0.968	1.218E-2	-1.168E-2	1.688E-2	9.348E-3	9.847E-2	9.891E-2	1.753	-0.820	1.935
0.984	1.241E-2	-1.018E-2	1.605E-2	3.596E-2	7.919E-2	8.697E-2	-0.108	-0.511	0.523
1.001	1.338E-2	-9.043E-3	1.615E-2	1.755E-2	7.799E-2	7.994E-2	-1.073	0.355	1.130
1.018	1.299E-2	-7.576E-3	1.504E-2	-1.591E-2	9.449E-2	9.582E-2	-0.794	0.112	0.802
1.034	1.285E-2	-5.890E-3	1.414E-2	-1.829E-3	8.457E-2	8.459E-2	1.152	-0.475	1.246
1.051	1.293E-2	-4.755E-3	1.378E-2	2.094E-2	7.235E-2	7.532E-2	0.512	-1.087	1.202
1.068	1.355E-2	-3.476E-3	1.399E-2	2.128E-2	5.498E-2	5.895E-2	0.448	-0.162	0.477
1.084	1.364E-2	-2.920E-3	1.395E-2	2.603E-2	5.676E-2	6.245E-2	-1.012	0.571	1.162
1.101	1.442E-2	-1.582E-3	1.451E-2	2.087E-3	8.338E-2	8.341E-2	-0.675	0.580	0.890
1.118	1.371E-2	-1.381E-4	1.371E-2	-1.603E-2	7.528E-2	7.697E-2	-0.126	-0.434	0.452
1.134	1.388E-2	9.301E-4	1.392E-2	1.168E-2	6.508E-2	6.612E-2	0.593	-0.641	0.873
1.151	1.410E-2	2.034E-3	1.424E-2	1.846E-3	5.709E-2	5.712E-2	3.436E-2	-0.691	0.691
1.168	1.395E-2	2.835E-3	1.423E-2	7.193E-3	4.040E-2	4.103E-2	-0.102	-0.700	0.708
1.185	1.434E-2	3.381E-3	1.473E-2	7.032E-3	3.282E-2	3.357E-2	0.247	-0.867	0.901
1.201	1.418E-2	3.930E-3	1.472E-2	6.159E-3	1.513E-2	1.633E-2	-3.758E-2	-0.779	0.780
1.218	1.454E-2	3.886E-3	1.505E-2	1.374E-2	1.184E-3	1.379E-2	0.120	-0.443	0.459
1.235	1.464E-2	3.970E-3	1.517E-2	5.655E-3	4.095E-3	6.982E-3	-0.237	0.140	0.275
1.251	1.473E-2	4.023E-3	1.527E-2	6.790E-3	4.817E-3	8.325E-3	-1.420E-2	-2.411E-2	2.798E-2
1.268	1.487E-2	4.130E-3	1.543E-2	5.835E-3	4.208E-3	7.195E-3	0.155	9.566E-2	0.182
1.285	1.493E-2	4.163E-3	1.550E-2	1.023E-2	6.489E-3	1.212E-2	2.810E-3	8.231E-2	8.236E-2
1.301	1.521E-2	4.347E-3	1.582E-2	9.188E-3	8.873E-3	1.277E-2	-0.141	-0.172	0.223
1.318	1.523E-2	4.459E-3	1.587E-2	2.309E-3	4.006E-4	2.343E-3	-0.424	-0.443	0.613
1.335	1.528E-2	4.360E-3	1.589E-2	-2.842E-3	-7.228E-3	7.767E-3	-0.294	-0.387	0.486
1.351	1.514E-2	4.218E-3	1.572E-2	-9.194E-3	-1.155E-2	1.476E-2	-0.295	-0.148	0.330
1.368	1.498E-2	3.975E-3	1.550E-2	-1.171E-2	-1.308E-2	1.755E-2	0.792	-0.394	0.884
1.385	1.475E-2	3.782E-3	1.523E-2	1.291E-2	-2.230E-2	2.577E-2	0.750	-1.105	1.335
1.401	1.541E-2	3.231E-3	1.574E-2	2.350E-2	-5.070E-2	5.588E-2	0.306	-0.972	1.019
1.418	1.553E-2	2.090E-3	1.567E-2	1.382E-2	-5.951E-2	6.109E-2	-0.718	-0.572	0.918
1.435	1.587E-2	1.245E-3	1.592E-2	5.726E-3	-6.297E-2	6.323E-2	0.180	-0.266	0.321
