	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	1.194E-3	-8.013E-4	1.438E-3						
0.017	1.192E-3	-8.406E-4	1.459E-3	-2.420E-3	7.337E-4	2.528E-3			
0.033	1.114E-3	-7.768E-4	1.358E-3	-1.351E-3	1.831E-3	2.275E-3	6.007E-2	4.257E-3	6.022E-2
0.050	1.147E-3	-7.795E-4	1.387E-3	1.021E-3	-1.365E-4	1.030E-3	6.553E-2	-9.604E-2	0.116
0.067	1.148E-3	-7.814E-4	1.388E-3	6.160E-5	-9.623E-4	9.643E-4	-3.799E-2	1.471E-3	3.802E-2
0.083	1.149E-3	-8.116E-4	1.407E-3	-6.760E-5	-5.174E-4	5.218E-4	5.822E-3	5.947E-2	5.975E-2
0.100	1.145E-3	-7.987E-4	1.396E-3	1.459E-4	1.420E-3	1.428E-3	1.584E-2	5.826E-2	6.038E-2
0.117	1.154E-3	-7.642E-4	1.384E-3	5.873E-4	1.506E-3	1.617E-3	-4.669E-2	-0.115	0.124
0.133	1.165E-3	-7.484E-4	1.385E-3	-1.189E-3	-2.203E-3	2.504E-3	-0.156	-1.537E-2	0.157
0.150	1.115E-3	-8.377E-4	1.394E-3	-4.892E-3	-5.179E-4	4.919E-3	-5.164E-2	4.869E-2	7.098E-2
0.167	1.002E-3	-7.657E-4	1.261E-3	-3.632E-3	1.636E-3	3.983E-3	0.146	6.186E-2	0.158
0.184	9.933E-4	-7.831E-4	1.265E-3	9.249E-4	-5.292E-5	9.264E-4	0.132	-4.747E-2	0.140
0.200	1.033E-3	-7.674E-4	1.287E-3	9.325E-4	7.468E-4	1.195E-3	-2.573E-2	7.006E-2	7.464E-2
0.217	1.024E-3	-7.582E-4	1.274E-3	-5.357E-4	1.896E-3	1.970E-3	-0.122	9.646E-3	0.122
0.234	1.015E-3	-7.042E-4	1.235E-3	-2.647E-3	1.700E-3	3.145E-3	-2.870E-2	-7.692E-2	8.210E-2
0.250	9.361E-4	-7.015E-4	1.170E-3	-2.404E-3	-1.119E-3	2.652E-3	0.110	-1.573E-2	0.111
0.267	9.344E-4	-7.415E-4	1.193E-3	1.716E-3	6.004E-4	1.818E-3	0.116	1.313E-2	0.117
0.284	9.934E-4	-6.815E-4	1.205E-3	1.897E-3	7.638E-4	2.045E-3	-3.530E-2	-7.795E-3	3.615E-2
0.300	9.977E-4	-7.160E-4	1.228E-3	-1.325E-4	-1.045E-3	1.053E-3	-5.929E-2	-3.763E-2	7.022E-2
0.317	9.890E-4	-7.163E-4	1.221E-3	-3.123E-5	1.787E-4	1.814E-4	-7.139E-2	7.071E-2	0.100
0.334	9.967E-4	-7.101E-4	1.224E-3	-1.969E-3	1.118E-3	2.264E-3	2.220E-2	-2.987E-2	3.722E-2
