	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-2.080E-3	2.439E-3	3.205E-3						
0.017	-2.280E-3	3.182E-3	3.914E-3	-2.243E-2	4.890E-2	5.380E-2			
0.033	-2.828E-3	4.071E-3	4.957E-3	-5.226E-2	4.796E-2	7.093E-2	-0.431	-0.197	0.474
0.050	-4.023E-3	4.782E-3	6.249E-3	-4.470E-2	4.048E-2	6.030E-2	0.596	-0.215	0.634
0.067	-4.320E-3	5.421E-3	6.932E-3	-2.138E-2	4.060E-2	4.588E-2	0.377	0.263	0.459
0.083	-4.737E-3	6.136E-3	7.752E-3	-3.551E-2	4.928E-2	6.074E-2	-0.512	0.114	0.525
0.100	-5.505E-3	7.066E-3	8.957E-3	-4.159E-2	4.715E-2	6.287E-2	-3.176E-2	-0.234	0.236
0.117	-6.124E-3	7.710E-3	9.846E-3	-3.422E-2	3.817E-2	5.127E-2	0.326	-0.519	0.613
0.133	-6.646E-3	8.339E-3	1.066E-2	-3.060E-2	3.179E-2	4.413E-2	8.768E-2	-0.122	0.151
0.150	-7.146E-3	8.770E-3	1.131E-2	-3.132E-2	3.162E-2	4.450E-2	-0.107	-0.129	0.167
0.167	-7.692E-3	9.394E-3	1.214E-2	-3.442E-2	3.093E-2	4.627E-2	-0.110	-9.016E-3	0.110
0.184	-8.294E-3	9.802E-3	1.284E-2	-3.537E-2	2.812E-2	4.519E-2	0.231	-0.425	0.484
0.200	-8.872E-3	1.033E-2	1.362E-2	-2.731E-2	2.035E-2	3.406E-2	0.198	-0.276	0.340
0.217	-9.205E-3	1.048E-2	1.395E-2	-2.594E-2	1.434E-2	2.964E-2	-0.197	-0.109	0.225
0.234	-9.737E-3	1.081E-2	1.455E-2	-3.604E-2	1.986E-2	4.115E-2	-0.506	0.241	0.561
0.250	-1.041E-2	1.114E-2	1.525E-2	-4.278E-2	2.143E-2	4.785E-2	0.154	2.679E-2	0.156
0.267	-1.116E-2	1.153E-2	1.605E-2	-3.284E-2	2.138E-2	3.919E-2	0.428	0.150	0.454
0.284	-1.150E-2	1.186E-2	1.652E-2	-2.402E-2	2.506E-2	3.471E-2	9.402E-2	-0.151	0.178
0.300	-1.197E-2	1.236E-2	1.721E-2	-3.196E-2	1.957E-2	3.747E-2	-0.128	-0.387	0.408
0.317	-1.257E-2	1.251E-2	1.773E-2	-2.987E-2	8.414E-3	3.104E-2	0.632	2.185E-2	0.632
0.334	-1.296E-2	1.264E-2	1.811E-2	-1.036E-2	1.997E-2	2.250E-2	0.317	3.763E-2	0.319
0.350	-1.292E-2	1.318E-2	1.845E-2	-1.402E-2	1.553E-2	2.092E-2	-0.277	-0.301	0.409
0.367	-1.343E-2	1.316E-2	1.880E-2	-2.688E-2	2.943E-3	2.704E-2	-0.886	-0.323	0.943
0.384	-1.381E-2	1.328E-2	1.916E-2	-3.788E-2	8.051E-3	3.872E-2	-0.123	4.027E-2	0.129
0.400	-1.469E-2	1.343E-2	1.991E-2	-3.797E-2	4.726E-3	3.826E-2	0.416	-0.237	0.478
0.417	-1.508E-2	1.343E-2	2.019E-2	-1.829E-2	-1.134E-3	1.832E-2	0.463	-7.949E-2	0.470
0.434	-1.530E-2	1.339E-2	2.034E-2	-2.207E-2	1.745E-3	2.214E-2	0.103	8.708E-2	0.135
0.450	-1.582E-2	1.349E-2	2.079E-2	-1.955E-2	3.508E-3	1.986E-2	0.205	-1.291E-2	0.205
0.467	-1.596E-2	1.351E-2	2.091E-2	-1.054E-2	1.504E-4	1.055E-2	-5.360E-2	-0.105	0.118
0.484	-1.617E-2	1.350E-2	2.106E-2	-2.215E-2	-3.032E-5	2.215E-2	-0.181	1.385E-3	0.181
0.500	-1.670E-2	1.351E-2	2.148E-2	-2.059E-2	5.613E-4	2.059E-2	-0.107	-9.981E-2	0.146
0.517	-1.685E-2	1.351E-2	2.160E-2	-1.971E-2	-3.019E-3	1.994E-2	-0.169	-4.382E-2	0.175
0.534	-1.735E-2	1.341E-2	2.193E-2	-3.064E-2	-2.433E-3	3.074E-2	-0.504	-9.990E-2	0.513
0.551	-1.788E-2	1.343E-2	2.236E-2	-3.477E-2	-3.927E-3	3.499E-2	0.264	3.262E-2	0.266
0.567	-1.851E-2	1.328E-2	2.278E-2	-2.464E-2	-4.236E-3	2.500E-2	0.484	9.829E-3	0.484
0.584	-1.870E-2	1.329E-2	2.294E-2	-1.386E-2	-1.040E-3	1.390E-2	2.180E-3	-0.203	0.203
0.601	-1.898E-2	1.324E-2	2.314E-2	-2.596E-2	-1.116E-2	2.826E-2	-3.733E-2	-0.195	0.199
0.617	-1.957E-2	1.292E-2	2.345E-2	-1.961E-2	-1.081E-2	2.239E-2	0.179	0.175	0.250
0.634	-1.963E-2	1.288E-2	2.348E-2	-1.290E-2	-1.809E-3	1.303E-2	0.531	0.207	0.570
0.651	-2.000E-2	1.286E-2	2.377E-2	-8.592E-3	-4.498E-3	9.698E-3	-0.630	-0.155	0.649
0.667	-1.992E-2	1.273E-2	2.364E-2	-2.466E-2	-7.951E-3	2.591E-2	-0.330	-0.348	0.480
0.684	-2.082E-2	1.259E-2	2.433E-2	-3.291E-2	-1.479E-2	3.608E-2	0.332	-0.351	0.483
0.701	-2.102E-2	1.224E-2	2.432E-2	-4.419E-3	-2.149E-2	2.194E-2	0.904	8.814E-3	0.904
0.717	-2.097E-2	1.188E-2	2.410E-2	-2.831E-3	-1.458E-2	1.485E-2	-1.311	9.087E-2	1.314
0.734	-2.111E-2	1.175E-2	2.416E-2	-4.559E-2	-1.534E-2	4.810E-2	-1.215	-0.185	1.229
0.751	-2.249E-2	1.137E-2	2.520E-2	-5.677E-2	-2.386E-2	6.158E-2	-0.167	-0.346	0.385
