	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	3.957E-4	1.077E-3	1.148E-3						
0.017	1.207E-3	6.154E-4	1.355E-3	5.250E-2	-3.499E-2	6.310E-2			
0.033	2.148E-3	-9.015E-5	2.149E-3	4.924E-2	-2.986E-2	5.759E-2	6.111E-3	6.224E-3	8.723E-3
0.050	2.850E-3	-3.811E-4	2.875E-3	4.911E-2	-2.860E-2	5.683E-2	6.301E-2	-0.141	0.155
0.067	3.786E-3	-1.044E-3	3.928E-3	5.459E-2	-3.957E-2	6.742E-2	9.380E-2	-0.269	0.285
0.083	4.671E-3	-1.701E-3	4.971E-3	5.108E-2	-3.637E-2	6.270E-2	-0.242	0.149	0.284
0.100	5.491E-3	-2.258E-3	5.937E-3	4.654E-2	-3.371E-2	5.746E-2	0.140	8.308E-2	0.163
0.117	6.224E-3	-2.826E-3	6.836E-3	5.389E-2	-3.412E-2	6.378E-2	0.401	-5.344E-2	0.405
0.133	7.289E-3	-3.396E-3	8.041E-3	6.322E-2	-3.530E-2	7.240E-2	9.263E-2	5.876E-2	0.110
0.150	8.333E-3	-4.004E-3	9.245E-3	5.630E-2	-3.296E-2	6.524E-2	-0.164	-6.592E-2	0.177
0.167	9.167E-3	-4.496E-3	1.021E-2	5.525E-2	-3.549E-2	6.567E-2	-0.361	-0.462	0.587
0.184	1.018E-2	-5.188E-3	1.142E-2	4.839E-2	-4.945E-2	6.918E-2	-0.136	-0.871	0.882
0.200	1.078E-2	-6.146E-3	1.241E-2	4.521E-2	-6.491E-2	7.911E-2	0.468	-0.719	0.858
0.217	1.169E-2	-7.354E-3	1.381E-2	6.654E-2	-7.420E-2	9.966E-2	0.365	-0.212	0.422
0.234	1.300E-2	-8.621E-3	1.560E-2	6.204E-2	-7.199E-2	9.504E-2	-0.117	8.958E-2	0.147
0.250	1.376E-2	-9.756E-3	1.686E-2	5.471E-2	-6.959E-2	8.852E-2	-0.286	0.219	0.360
0.267	1.483E-2	-1.094E-2	1.843E-2	5.845E-2	-6.638E-2	8.845E-2	-0.138	1.041	1.050
0.284	1.571E-2	-1.197E-2	1.975E-2	4.779E-2	-3.681E-2	6.032E-2	-0.255	2.102	2.117
0.300	1.642E-2	-1.217E-2	2.044E-2	4.854E-2	7.374E-3	4.909E-2	0.104	2.165	2.167
0.317	1.733E-2	-1.172E-2	2.092E-2	5.366E-2	3.610E-2	6.467E-2	0.171	1.061	1.075
0.334	1.821E-2	-1.097E-2	2.126E-2	5.325E-2	4.302E-2	6.846E-2	-0.333	0.411	0.529
0.350	1.910E-2	-1.029E-2	2.170E-2	4.401E-2	4.690E-2	6.432E-2	-0.292	0.103	0.310
0.367	1.968E-2	-9.402E-3	2.181E-2	4.004E-2	4.916E-2	6.340E-2	-0.284	0.374	0.470
0.384	2.044E-2	-8.649E-3	2.219E-2	3.842E-2	5.581E-2	6.775E-2	0.559	0.366	0.668
0.400	2.096E-2	-7.540E-3	2.228E-2	5.285E-2	6.518E-2	8.392E-2	0.625	0.410	0.748
0.417	2.220E-2	-6.474E-3	2.313E-2	6.739E-2	6.714E-2	9.513E-2	0.242	-6.331E-3	0.242
