	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	1.083E-3	-1.685E-3	2.003E-3						
0.017	1.045E-3	-1.576E-3	1.891E-3	-1.605E-3	3.215E-3	3.594E-3			
0.033	1.030E-3	-1.578E-3	1.884E-3	6.517E-4	-4.555E-4	7.951E-4	0.110	-0.103	0.151
0.050	1.066E-3	-1.592E-3	1.916E-3	2.387E-3	1.436E-5	2.387E-3	2.952E-2	2.588E-2	3.926E-2
0.067	1.109E-3	-1.577E-3	1.928E-3	1.602E-3	7.275E-4	1.759E-3	-3.648E-2	-1.935E-2	4.129E-2
0.083	1.120E-3	-1.567E-3	1.926E-3	8.411E-4	-6.213E-4	1.046E-3	-6.098E-2	-2.921E-2	6.762E-2
0.100	1.137E-3	-1.598E-3	1.961E-3	-7.809E-5	-7.290E-4	7.332E-4	-4.624E-2	1.360E-2	4.820E-2
0.117	1.117E-3	-1.592E-3	1.945E-3	-1.069E-3	3.256E-4	1.118E-3	-2.868E-2	6.759E-2	7.342E-2
0.133	1.102E-3	-1.587E-3	1.932E-3	-8.508E-4	1.222E-3	1.489E-3	-3.124E-2	2.694E-3	3.135E-2
0.150	1.089E-3	-1.551E-3	1.895E-3	-1.937E-3	8.748E-4	2.125E-3	6.280E-2	8.311E-2	0.104
0.167	1.037E-3	-1.558E-3	1.871E-3	3.953E-4	3.004E-3	3.030E-3	0.149	-3.793E-2	0.153
0.184	1.102E-3	-1.451E-3	1.822E-3	4.155E-3	1.476E-3	4.410E-3	3.305E-2	-0.137	0.141
0.200	1.176E-3	-1.508E-3	1.913E-3	1.487E-3	-3.474E-3	3.779E-3	-0.177	-4.428E-2	0.183
0.217	1.152E-3	-1.567E-3	1.944E-3	-2.476E-3	1.807E-4	2.482E-3	-0.144	0.110	0.181
0.234	1.093E-3	-1.502E-3	1.858E-3	-3.238E-3	1.568E-3	3.598E-3	8.731E-2	-1.646E-2	8.885E-2
0.250	1.044E-3	-1.514E-3	1.839E-3	2.123E-4	-1.436E-3	1.452E-3	0.129	-0.149	0.197
0.267	1.100E-3	-1.550E-3	1.901E-3	2.120E-3	-3.154E-3	3.800E-3	4.550E-2	7.622E-2	8.877E-2
0.284	1.114E-3	-1.619E-3	1.966E-3	9.081E-4	2.955E-4	9.550E-4	-1.597E-2	0.120	0.121
