	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	1.887E-3	-1.224E-2	1.238E-2						
0.017	1.819E-3	-1.191E-2	1.205E-2	6.768E-3	1.779E-2	1.903E-2			
0.033	2.113E-3	-1.165E-2	1.184E-2	1.188E-2	1.482E-2	1.899E-2	0.259	-1.617E-2	0.260
0.050	2.215E-3	-1.142E-2	1.163E-2	1.147E-2	1.667E-2	2.024E-2	0.977	0.213	1.000
0.067	2.495E-3	-1.109E-2	1.137E-2	4.308E-2	2.260E-2	4.865E-2	0.352	0.226	0.418
0.083	3.653E-3	-1.067E-2	1.127E-2	3.487E-2	2.465E-2	4.270E-2	-0.738	-0.111	0.746
0.100	3.659E-3	-1.027E-2	1.090E-2	4.287E-3	1.900E-2	1.948E-2	-0.841	-0.332	0.904
0.117	3.796E-3	-1.003E-2	1.073E-2	1.228E-2	1.250E-2	1.752E-2	-0.228	0.140	0.267
0.133	4.069E-3	-9.849E-3	1.066E-2	-3.189E-4	2.230E-2	2.230E-2	0.379	0.349	0.515
0.150	3.785E-3	-9.288E-3	1.003E-2	1.499E-2	2.839E-2	3.210E-2	0.629	-6.368E-2	0.632
0.167	4.569E-3	-8.902E-3	1.001E-2	3.404E-2	1.780E-2	3.841E-2	-1.114E-2	-0.486	0.486
0.184	4.921E-3	-8.694E-3	9.990E-3	8.193E-3	1.154E-2	1.415E-2	-0.930	-0.403	1.014
0.200	4.842E-3	-8.517E-3	9.797E-3	4.341E-4	5.551E-3	5.568E-3	-0.250	-0.193	0.316
0.217	4.935E-3	-8.509E-3	9.836E-3	3.478E-3	3.372E-3	4.844E-3	-0.118	-7.604E-3	0.118
0.234	4.958E-3	-8.405E-3	9.758E-3	-4.068E-3	6.759E-3	7.889E-3	-0.118	-6.044E-2	0.133
0.250	4.799E-3	-8.283E-3	9.573E-3	-2.689E-3	1.871E-3	3.276E-3	1.141	0.189	1.157
0.267	4.868E-3	-8.342E-3	9.659E-3	3.266E-2	9.579E-3	3.404E-2	1.186	0.449	1.268
0.284	5.889E-3	-7.964E-3	9.905E-3	4.619E-2	2.154E-2	5.097E-2	-0.152	9.979E-3	0.152
0.300	6.410E-3	-7.623E-3	9.960E-3	2.073E-2	9.290E-3	2.272E-2	-1.025	-0.457	1.123
0.317	6.581E-3	-7.654E-3	1.009E-2	1.102E-2	2.642E-3	1.133E-2	-0.706	-0.279	0.759
0.334	6.777E-3	-7.535E-3	1.013E-2	4.970E-4	3.363E-3	3.400E-3	-0.389	8.155E-3	0.389
0.350	6.598E-3	-7.541E-3	1.002E-2	-5.986E-3	1.019E-3	6.073E-3	-0.385	8.344E-2	0.394
0.367	6.578E-3	-7.501E-3	9.977E-3	-8.361E-3	6.488E-3	1.058E-2	1.837	0.354	1.871
0.384	6.319E-3	-7.325E-3	9.674E-3	4.407E-2	1.341E-2	4.607E-2	1.183	0.247	1.208
0.400	8.048E-3	-7.054E-3	1.070E-2	5.597E-2	1.510E-2	5.798E-2	-0.429	-9.475E-3	0.429
0.417	8.186E-3	-6.821E-3	1.066E-2	7.701E-3	1.256E-2	1.474E-2	-1.602	-0.404	1.653
0.434	8.305E-3	-6.635E-3	1.063E-2	8.906E-3	2.601E-3	9.278E-3	-0.121	-0.294	0.318
0.450	8.484E-3	-6.734E-3	1.083E-2	5.054E-3	-2.891E-4	5.063E-3	0.677	0.191	0.703
0.467	8.474E-3	-6.644E-3	1.077E-2	2.586E-2	1.101E-2	2.810E-2	0.622	0.374	0.726
0.484	9.346E-3	-6.367E-3	1.131E-2	3.644E-2	1.343E-2	3.884E-2	0.200	1.345E-2	0.200
0.501	9.690E-3	-6.196E-3	1.150E-2	2.377E-2	9.802E-3	2.571E-2	-0.821	-9.015E-2	0.826
0.517	1.014E-2	-6.040E-3	1.180E-2	1.406E-2	1.058E-2	1.760E-2	-0.449	-0.126	0.467
0.534	1.016E-2	-5.843E-3	1.172E-2	4.209E-3	6.725E-3	7.934E-3	-0.203	-0.111	0.231
0.551	1.028E-2	-5.815E-3	1.181E-2	9.655E-3	4.820E-3	1.079E-2	0.979	-0.261	1.013
0.567	1.048E-2	-5.682E-3	1.192E-2	3.399E-2	6.848E-4	3.399E-2	0.665	-0.211	0.698
0.584	1.141E-2	-5.793E-3	1.280E-2	4.004E-2	-4.994E-3	4.035E-2	0.266	-9.617E-2	0.282
0.601	1.182E-2	-5.849E-3	1.319E-2	3.380E-2	-1.313E-3	3.383E-2	-4.731E-2	0.228	0.232
0.617	1.254E-2	-5.836E-3	1.383E-2	4.348E-2	2.679E-3	4.356E-2	0.345	7.183E-2	0.353
0.634	1.327E-2	-5.760E-3	1.446E-2	4.391E-2	1.749E-3	4.394E-2	-0.703	-7.101E-3	0.703
