	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-1.773E-4	-5.792E-4	6.058E-4						
0.017	-2.283E-4	-4.924E-4	5.428E-4	-4.978E-3	1.581E-3	5.224E-3			
0.033	-3.434E-4	-5.265E-4	6.286E-4	-2.084E-3	2.725E-4	2.102E-3	0.117	7.786E-4	0.117
0.050	-2.978E-4	-4.833E-4	5.677E-4	8.328E-4	2.761E-3	2.883E-3	0.240	-1.645E-2	0.241
0.067	-3.156E-4	-4.343E-4	5.369E-4	3.977E-3	-1.202E-4	3.978E-3	3.970E-2	-0.166	0.171
0.083	-1.651E-4	-4.873E-4	5.145E-4	4.514E-3	-3.615E-3	5.783E-3	-3.639E-2	-5.994E-2	7.012E-2
0.100	-1.650E-4	-5.550E-4	5.790E-4	6.605E-4	-2.090E-3	2.192E-3	-9.886E-2	0.153	0.182
0.117	-1.431E-4	-5.571E-4	5.751E-4	1.955E-3	1.822E-3	2.672E-3	1.870E-2	1.306E-2	2.281E-2
0.133	-9.981E-5	-4.942E-4	5.041E-4	1.527E-3	-7.347E-4	1.694E-3	0.111	4.230E-2	0.119
0.150	-9.216E-5	-5.816E-4	5.888E-4	4.659E-3	8.049E-4	4.728E-3	-3.716E-2	-5.933E-3	3.763E-2
0.167	5.566E-5	-4.673E-4	4.706E-4	2.542E-3	2.114E-3	3.307E-3	-0.103	2.002E-2	0.105
0.184	-7.332E-6	-5.110E-4	5.111E-4	-1.514E-3	-9.781E-4	1.802E-3	-0.308	-5.863E-2	0.313
0.200	5.157E-6	-4.999E-4	5.000E-4	-5.311E-3	1.224E-3	5.450E-3	-5.069E-3	4.074E-2	4.106E-2
0.217	-1.846E-4	-4.702E-4	5.051E-4	-4.692E-3	4.910E-4	4.717E-3	0.214	-4.940E-2	0.220
0.234	-1.514E-4	-4.836E-4	5.067E-4	4.277E-3	-8.646E-4	4.363E-3	-4.425E-2	-5.701E-2	7.217E-2
0.250	-4.185E-5	-4.990E-4	5.008E-4	-4.839E-3	-1.205E-3	4.987E-3	-0.184	7.563E-3	0.184
