	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	6.855E-4	1.624E-3	1.762E-3						
0.017	8.226E-4	1.071E-3	1.350E-3	8.855E-3	-3.269E-2	3.386E-2			
0.033	9.809E-4	5.329E-4	1.116E-3	6.535E-4	-3.760E-2	3.760E-2	-0.218	-0.244	0.327
0.050	8.444E-4	-1.839E-4	8.642E-4	-1.935E-3	-4.249E-2	4.254E-2	8.226E-2	0.238	0.252
0.067	9.164E-4	-8.849E-4	1.274E-3	6.179E-3	-3.041E-2	3.103E-2	1.960E-2	0.683	0.683
0.083	1.051E-3	-1.199E-3	1.594E-3	-4.300E-4	-1.675E-2	1.676E-2	-0.277	0.468	0.544
0.100	9.020E-4	-1.444E-3	1.702E-3	-6.145E-3	-1.572E-2	1.688E-2	-4.935E-2	-0.178	0.184
0.117	8.456E-4	-1.723E-3	1.919E-3	-4.903E-4	-2.244E-2	2.245E-2	0.288	4.187E-2	0.291
0.133	8.857E-4	-2.193E-3	2.365E-3	3.716E-3	-1.735E-2	1.774E-2	9.079E-2	0.355	0.367
0.150	9.696E-4	-2.302E-3	2.498E-3	2.817E-3	-6.665E-3	7.235E-3	-0.136	2.268E-2	0.138
0.167	9.796E-4	-2.415E-3	2.606E-3	-1.358E-3	-1.675E-2	1.680E-2	-8.561E-3	-0.443	0.443
0.184	9.242E-4	-2.861E-3	3.006E-3	1.585E-3	-2.458E-2	2.463E-2	0.111	-0.312	0.331
0.200	1.033E-3	-3.235E-3	3.396E-3	4.333E-3	-2.478E-2	2.516E-2	-7.718E-3	-0.157	0.157
0.217	1.069E-3	-3.688E-3	3.839E-3	2.809E-4	-3.033E-2	3.034E-2	0.270	1.802E-2	0.271
0.234	1.042E-3	-4.247E-3	4.373E-3	1.128E-2	-2.587E-2	2.822E-2	0.349	3.962E-2	0.351
0.250	1.445E-3	-4.551E-3	4.775E-3	1.692E-2	-2.533E-2	3.046E-2	1.232E-2	-0.107	0.108
0.267	1.606E-3	-5.093E-3	5.340E-3	8.012E-3	-3.257E-2	3.354E-2	-0.385	-8.584E-2	0.395
0.284	1.713E-3	-5.638E-3	5.892E-3	4.840E-3	-2.788E-2	2.830E-2	-0.163	-0.131	0.209
0.300	1.768E-3	-6.023E-3	6.277E-3	2.501E-3	-3.402E-2	3.411E-2	0.104	-2.978E-2	0.108
0.317	1.796E-3	-6.773E-3	7.007E-3	7.475E-3	-3.421E-2	3.501E-2	-0.138	0.194	0.239
0.334	2.017E-3	-7.164E-3	7.443E-3	1.355E-3	-2.298E-2	2.302E-2	-0.141	6.379E-2	0.154
0.350	1.841E-3	-7.540E-3	7.761E-3	-2.585E-3	-3.209E-2	3.220E-2	-7.059E-2	-0.150	0.166
0.367	1.931E-3	-8.235E-3	8.459E-3	3.278E-3	-3.217E-2	3.234E-2	0.266	0.143	0.302
0.384	1.951E-3	-8.613E-3	8.831E-3	4.119E-3	-2.315E-2	2.352E-2	0.133	9.608E-2	0.164
0.400	2.068E-3	-9.008E-3	9.242E-3	8.632E-3	-2.962E-2	3.086E-2	-8.260E-2	8.216E-4	8.261E-2
0.417	2.239E-3	-9.601E-3	9.859E-3	2.491E-3	-2.611E-2	2.623E-2	-0.235	-0.180	0.296
0.434	2.152E-3	-9.879E-3	1.011E-2	-2.086E-3	-3.013E-2	3.021E-2	-0.231	-0.314	0.390
0.450	2.169E-3	-1.061E-2	1.083E-2	-2.695E-3	-4.201E-2	4.210E-2	0.102	2.329E-2	0.105
0.467	2.062E-3	-1.128E-2	1.147E-2	-9.809E-4	-2.865E-2	2.866E-2	0.127	-2.054E-2	0.129
0.484	2.136E-3	-1.156E-2	1.176E-2	3.747E-3	-3.674E-2	3.693E-2	0.202	-0.229	0.306
0.501	2.187E-3	-1.251E-2	1.270E-2	4.557E-3	-4.526E-2	4.549E-2	-0.189	0.259	0.321
0.517	2.288E-3	-1.307E-2	1.327E-2	-1.002E-3	-2.351E-2	2.353E-2	-0.113	0.293	0.314
0.534	2.153E-3	-1.329E-2	1.346E-2	-2.289E-3	-3.149E-2	3.158E-2	-5.740E-2	-0.628	0.631
0.551	2.212E-3	-1.412E-2	1.430E-2	2.265E-4	-5.106E-2	5.106E-2	0.127	-0.552	0.567
0.567	2.161E-3	-1.499E-2	1.515E-2	-2.295E-4	-4.819E-2	4.819E-2	-2.420E-2	6.376E-2	6.820E-2
0.584	2.204E-3	-1.573E-2	1.589E-2	9.386E-4	-4.719E-2	4.720E-2	-8.180E-3	0.331	0.332
0.601	2.192E-3	-1.657E-2	1.671E-2	-1.303E-3	-4.002E-2	4.004E-2	0.207	5.606E-2	0.215
0.617	2.161E-3	-1.707E-2	1.720E-2	6.703E-3	-4.046E-2	4.101E-2	6.945E-2	0.272	0.281
0.634	2.416E-3	-1.792E-2	1.808E-2	5.014E-3	-3.738E-2	3.772E-2	-0.128	0.149	0.196
