	mass C									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	4.013E-4	-5.555E-4	6.853E-4						
0.017	4.328E-4	-5.849E-4	7.276E-4	-1.505E-6	-8.101E-3	8.101E-3			
0.033	4.012E-4	-8.258E-4	9.181E-4	4.083E-3	-1.942E-2	1.984E-2	3.422E-2	-0.725	0.725
0.050	5.690E-4	-1.233E-3	1.358E-3	3.984E-3	-3.175E-2	3.199E-2	-0.158	-0.184	0.242
0.067	5.342E-4	-1.885E-3	1.959E-3	-3.559E-3	-2.845E-2	2.868E-2	-9.252E-2	0.427	0.437
0.083	4.502E-4	-2.182E-3	2.228E-3	5.470E-4	-1.395E-2	1.396E-2	-6.721E-2	0.437	0.442
0.100	5.524E-4	-2.351E-3	2.415E-3	-2.733E-3	-1.376E-2	1.403E-2	-0.187	-0.303	0.356
0.117	3.591E-4	-2.641E-3	2.666E-3	-9.338E-3	-2.463E-2	2.634E-2	3.678E-2	-0.334	0.336
0.133	2.408E-4	-3.172E-3	3.182E-3	-5.326E-4	-2.711E-2	2.712E-2	0.337	0.181	0.382
0.150	3.413E-4	-3.546E-3	3.562E-3	3.765E-3	-1.699E-2	1.740E-2	2.154E-2	0.355	0.356
0.167	3.665E-4	-3.739E-3	3.757E-3	-1.031E-3	-1.404E-2	1.408E-2	-1.317E-2	-0.184	0.184
0.184	3.069E-4	-4.015E-3	4.026E-3	2.110E-3	-2.359E-2	2.368E-2	0.279	-0.165	0.324
0.200	4.369E-4	-4.526E-3	4.547E-3	9.947E-3	-2.242E-2	2.453E-2	2.533E-2	0.212	0.214
0.217	6.388E-4	-4.763E-3	4.805E-3	3.927E-3	-1.326E-2	1.383E-2	-0.504	0.365	0.623
0.234	5.679E-4	-4.969E-3	5.001E-3	-8.868E-3	-1.130E-2	1.436E-2	-0.332	-0.166	0.371
0.250	3.429E-4	-5.140E-3	5.151E-3	-8.079E-3	-1.758E-2	1.935E-2	0.474	-0.405	0.623
0.267	2.984E-4	-5.555E-3	5.563E-3	7.682E-3	-2.679E-2	2.787E-2	0.419	-0.200	0.464
0.284	5.992E-4	-6.033E-3	6.063E-3	9.324E-3	-2.435E-2	2.608E-2	-0.223	0.430	0.484
0.300	6.095E-4	-6.368E-3	6.397E-3	-3.196E-3	-1.210E-2	1.251E-2	-0.478	0.216	0.524
0.317	4.926E-4	-6.437E-3	6.456E-3	-6.527E-3	-1.406E-2	1.551E-2	-2.547E-3	-9.807E-2	9.810E-2
0.334	3.917E-4	-6.837E-3	6.848E-3	-3.031E-3	-1.992E-2	2.015E-2	0.256	-0.176	0.311
0.350	3.914E-4	-7.102E-3	7.112E-3	2.456E-3	-1.717E-2	1.734E-2	0.302	8.991E-4	0.302
0.367	4.736E-4	-7.410E-3	7.425E-3	7.020E-3	-2.055E-2	2.172E-2	-0.226	-0.439	0.494
0.384	6.256E-4	-7.787E-3	7.812E-3	-3.082E-3	-3.102E-2	3.118E-2	-0.227	-0.216	0.314
0.400	3.708E-4	-8.445E-3	8.453E-3	-5.719E-3	-3.105E-2	3.158E-2	4.313E-2	0.256	0.259
0.417	4.348E-4	-8.824E-3	8.834E-3	2.957E-3	-1.937E-2	1.960E-2	3.931E-3	0.276	0.276
0.434	4.694E-4	-9.091E-3	9.104E-3	-6.046E-3	-2.133E-2	2.217E-2	-5.354E-2	-0.863	0.864
0.450	2.331E-4	-9.535E-3	9.538E-3	-2.666E-3	-4.720E-2	4.727E-2	0.114	-0.488	0.502
0.467	3.805E-4	-1.067E-2	1.067E-2	3.034E-3	-4.589E-2	4.599E-2	0.168	0.582	0.606
0.484	3.343E-4	-1.107E-2	1.107E-2	-6.558E-4	-1.926E-2	1.927E-2	-3.216E-2	0.778	0.779
0.500	3.586E-4	-1.131E-2	1.131E-2	3.150E-3	-2.080E-2	2.104E-2	-7.563E-2	0.183	0.198
0.517	4.394E-4	-1.176E-2	1.177E-2	-2.016E-3	-1.705E-2	1.717E-2	-0.133	-0.462	0.481
0.534	2.913E-4	-1.188E-2	1.188E-2	-4.168E-3	-2.929E-2	2.959E-2	9.479E-2	-0.232	0.251
0.551	3.003E-4	-1.274E-2	1.274E-2	3.106E-3	-3.496E-2	3.510E-2	-4.915E-2	-0.126	0.135
0.567	3.949E-4	-1.304E-2	1.305E-2	-4.321E-3	-2.468E-2	2.506E-2	-4.060E-2	0.355	0.357
0.584	1.562E-4	-1.356E-2	1.356E-2	-3.075E-3	-2.777E-2	2.794E-2	0.104	0.165	0.196
0.601	2.923E-4	-1.397E-2	1.397E-2	4.345E-3	-1.824E-2	1.875E-2	0.141	0.430	0.452
0.617	3.011E-4	-1.417E-2	1.417E-2	-8.781E-4	-1.206E-2	1.209E-2	-9.016E-2	0.182	0.203
0.634	2.630E-4	-1.437E-2	1.438E-2	1.010E-3	-1.299E-2	1.303E-2	6.951E-2	-0.320	0.327
0.651	3.348E-4	-1.460E-2	1.461E-2	2.798E-3	-2.181E-2	2.198E-2	9.013E-2	-0.300	0.313
0.667	3.564E-4	-1.510E-2	1.511E-2	2.889E-3	-2.576E-2	2.592E-2	-0.468	-0.502	0.687
0.684	4.312E-4	-1.546E-2	1.547E-2	-1.007E-2	-3.443E-2	3.587E-2	-0.263	-0.272	0.378
0.701	2.033E-5	-1.625E-2	1.625E-2	-1.208E-2	-4.005E-2	4.184E-2	0.251	0.341	0.424
0.717	2.806E-5	-1.680E-2	1.680E-2	3.541E-3	-2.092E-2	2.122E-2	0.266	0.763	0.808
0.734	1.385E-4	-1.695E-2	1.695E-2	-2.783E-3	-1.178E-2	1.210E-2	1.554E-2	-5.633E-2	5.844E-2
0.751	-6.479E-5	-1.719E-2	1.719E-2	-7.060E-4	-2.400E-2	2.401E-2	0.213	-0.366	0.423
0.767	1.149E-4	-1.775E-2	1.775E-2	9.178E-3	-2.713E-2	2.864E-2	0.152	0.303	0.339
0.784	2.415E-4	-1.810E-2	1.810E-2	2.932E-3	-1.205E-2	1.240E-2	-0.221	0.591	0.631
0.801	2.127E-4	-1.815E-2	1.815E-2	3.930E-4	-5.454E-3	5.468E-3	-0.248	-0.406	0.476
0.817	2.546E-4	-1.828E-2	1.828E-2	-3.244E-3	-2.505E-2	2.526E-2	-1.186E-2	-0.528	0.528
0.834	1.045E-4	-1.899E-2	1.899E-2	-2.829E-3	-2.952E-2	2.966E-2	6.024E-2	6.110E-2	8.580E-2
0.851	1.602E-4	-1.926E-2	1.927E-2	1.598E-3	-1.684E-2	1.691E-2	1.855E-2	0.488	0.488
0.868	1.578E-4	-1.955E-2	1.955E-2	-3.158E-3	-1.536E-2	1.568E-2	7.566E-2	-1.811E-2	7.780E-2
0.884	5.481E-5	-1.978E-2	1.978E-2	2.299E-3	-1.655E-2	1.670E-2	2.970E-2	8.966E-2	9.445E-2
0.901	2.345E-4	-2.010E-2	2.010E-2	1.946E-3	-1.416E-2	1.429E-2	-0.131	-0.188	0.229
0.918	1.197E-4	-2.025E-2	2.025E-2	-5.949E-3	-1.941E-2	2.031E-2	-5.436E-2	-0.209	0.216
0.934	3.600E-5	-2.075E-2	2.075E-2	8.237E-4	-2.548E-2	2.550E-2	8.248E-2	-9.137E-2	0.123
0.951	1.472E-4	-2.110E-2	2.110E-2	-6.199E-4	-1.988E-2	1.989E-2	1.854E-2	0.128	0.130
0.968	1.531E-5	-2.141E-2	2.141E-2	-2.278E-3	-2.114E-2	2.126E-2	-7.801E-2	0.120	0.143
0.984	7.120E-5	-2.181E-2	2.181E-2	-8.338E-5	-1.761E-2	1.761E-2	0.342	-3.708E-2	0.344
1.001	1.253E-5	-2.200E-2	2.200E-2	5.981E-3	-1.923E-2	2.014E-2	-0.237	0.200	0.310
1.018	2.708E-4	-2.245E-2	2.245E-2	-2.246E-3	-1.559E-2	1.575E-2	-0.177	-9.486E-2	0.201
1.034	-6.242E-5	-2.252E-2	2.252E-2	-8.041E-3	-1.637E-2	1.824E-2	-3.335E-2	-5.134E-2	6.122E-2
1.051	2.491E-6	-2.299E-2	2.299E-2	2.746E-3	-2.310E-2	2.327E-2	0.307	-0.188	0.360
1.068	2.920E-5	-2.329E-2	2.329E-2	3.432E-4	-1.921E-2	1.922E-2	-0.263	0.110	0.285
1.084	1.394E-5	-2.363E-2	2.363E-2	-5.567E-3	-2.061E-2	2.135E-2	-1.489E-2	-0.363	0.363
1.101	-1.566E-4	-2.398E-2	2.398E-2	-2.418E-3	-2.980E-2	2.990E-2	0.257	-7.958E-2	0.269
1.118	-6.673E-5	-2.463E-2	2.463E-2	5.836E-3	-2.754E-2	2.815E-2	0.131	0.138	0.191
1.134	3.818E-5	-2.490E-2	2.490E-2	1.640E-3	-2.002E-2	2.009E-2	-0.155	6.474E-2	0.168
1.151	-1.202E-5	-2.530E-2	2.530E-2	-1.014E-3	-2.762E-2	2.764E-2	7.097E-2	-0.129	0.147
1.168	4.336E-6	-2.582E-2	2.582E-2	4.709E-3	-2.560E-2	2.603E-2	0.200	0.337	0.392
1.185	1.451E-4	-2.615E-2	2.615E-2	6.679E-3	-1.494E-2	1.637E-2	-0.421	0.105	0.434
1.201	2.272E-4	-2.632E-2	2.632E-2	-8.472E-3	-2.005E-2	2.176E-2	-0.418	-0.155	0.446
1.218	-1.376E-4	-2.682E-2	2.682E-2	-1.222E-2	-2.452E-2	2.739E-2	0.255	-5.369E-2	0.261
1.235	-1.805E-4	-2.714E-2	2.714E-2	3.799E-3	-1.880E-2	1.918E-2	0.578	0.269	0.637
1.251	-1.081E-5	-2.745E-2	2.745E-2	7.832E-3	-1.661E-2	1.836E-2	-0.348	-6.831E-2	0.354
1.268	8.082E-5	-2.769E-2	2.769E-2	-7.519E-3	-1.975E-2	2.113E-2	-0.298	-9.962E-2	0.314
1.285	-2.617E-4	-2.811E-2	2.811E-2	-7.375E-3	-2.214E-2	2.333E-2	0.402	-0.160	0.432
1.301	-1.653E-4	-2.843E-2	2.843E-2	1.079E-2	-2.300E-2	2.541E-2	0.527	0.230	0.575
1.318	9.820E-5	-2.887E-2	2.887E-2	1.053E-2	-1.728E-2	2.023E-2	-0.479	0.340	0.587
1.335	1.859E-4	-2.900E-2	2.901E-2	-5.824E-3	-8.341E-3	1.017E-2	-0.313	-0.199	0.371
1.351	-9.613E-5	-2.915E-2	2.915E-2	-4.162E-3	-2.333E-2	2.370E-2	0.297	-0.486	0.569
1.368	4.707E-5	-2.978E-2	2.978E-2	9.212E-3	-2.977E-2	3.116E-2	0.318	2.905E-2	0.319
1.385	2.112E-4	-3.015E-2	3.015E-2	5.426E-3	-1.846E-2	1.924E-2	-0.367	0.443	0.575
1.401	2.281E-4	-3.040E-2	3.040E-2	-3.697E-3	-1.519E-2	1.564E-2	-0.235	-0.103	0.256
1.418	8.790E-5	-3.065E-2	3.065E-2	-3.783E-3	-2.147E-2	2.180E-2	0.148	-0.219	0.265
1.435	1.019E-4	-3.112E-2	3.112E-2	2.947E-3	-2.474E-2	2.492E-2	0.204	0.188	0.277
1.451	1.862E-4	-3.148E-2	3.148E-2	3.226E-3	-1.447E-2	1.483E-2	-0.158	0.718	0.735
1.468	2.095E-4	-3.160E-2	3.160E-2	-2.584E-3	-1.493E-4	2.588E-3	-0.131	0.101	0.166
1.485	1.000E-4	-3.148E-2	3.148E-2	-2.597E-3	-7.984E-3	8.396E-3	0.104	-0.492	0.503
1.502	1.229E-4	-3.186E-2	3.186E-2	2.446E-3	-2.195E-2	2.209E-2	0.180	-0.460	0.494
1.518	1.816E-4	-3.222E-2	3.222E-2	3.188E-3	-2.095E-2	2.119E-2	0.201	-0.131	0.240
1.535	2.293E-4	-3.256E-2	3.256E-2	8.139E-3	-2.576E-2	2.701E-2	-5.138E-2	0.293	0.297
1.552	4.532E-4	-3.307E-2	3.308E-2	4.330E-3	-1.484E-2	1.546E-2	-0.343	0.280	0.443
1.568	3.737E-4	-3.306E-2	3.306E-2	-6.416E-3	-9.684E-3	1.162E-2	-0.292	-5.445E-2	0.297
1.585	2.391E-4	-3.340E-2	3.340E-2	-5.011E-3	-2.175E-2	2.232E-2	0.138	-0.396	0.419
1.602	2.066E-4	-3.378E-2	3.379E-2	-8.676E-4	-2.195E-2	2.197E-2	9.375E-2	2.238E-2	9.639E-2
1.618	2.102E-4	-3.413E-2	3.413E-2	-1.732E-3	-2.048E-2	2.056E-2	0.169	-0.185	0.251
1.635	1.488E-4	-3.447E-2	3.447E-2	3.092E-3	-2.724E-2	2.741E-2	0.202	-0.287	0.351
1.652	3.133E-4	-3.504E-2	3.504E-2	7.560E-3	-3.237E-2	3.324E-2	-8.362E-2	4.671E-2	9.578E-2
1.668	4.010E-4	-3.555E-2	3.555E-2	-5.008E-4	-2.494E-2	2.494E-2	-0.210	0.211	0.298
1.685	2.966E-4	-3.587E-2	3.587E-2	-1.461E-3	-2.344E-2	2.349E-2	2.837E-2	0.264	0.265
1.702	3.523E-4	-3.633E-2	3.633E-2	2.726E-3	-1.927E-2	1.947E-2	0.333	8.566E-2	0.344
1.718	3.876E-4	-3.651E-2	3.652E-2	7.952E-3	-1.683E-2	1.861E-2	-0.144	0.183	0.233
1.735	6.176E-4	-3.689E-2	3.690E-2	1.437E-3	-1.681E-2	1.688E-2	-0.410	-9.241E-2	0.420
1.752	4.355E-4	-3.708E-2	3.708E-2	-1.019E-2	-1.663E-2	1.950E-2	-4.264E-2	-0.157	0.162
1.768	2.775E-4	-3.745E-2	3.745E-2	5.532E-4	-2.419E-2	2.419E-2	0.323	-0.171	0.365
1.785	4.540E-4	-3.788E-2	3.789E-2	4.255E-3	-2.258E-2	2.298E-2	-5.317E-2	-3.351E-2	6.285E-2
1.802	4.195E-4	-3.820E-2	3.820E-2	-4.159E-3	-2.339E-2	2.375E-2	-6.219E-2	-0.518	0.522
1.818	3.152E-4	-3.866E-2	3.866E-2	1.393E-3	-3.990E-2	3.992E-2	8.311E-2	-0.149	0.171
1.835	4.660E-4	-3.953E-2	3.953E-2	2.090E-3	-3.383E-2	3.389E-2	7.599E-3	0.246	0.246
1.852	3.849E-4	-3.979E-2	3.979E-2	-1.860E-3	-2.360E-2	2.367E-2	-9.931E-2	0.371	0.384
1.869	4.039E-4	-4.032E-2	4.032E-2	6.902E-4	-2.699E-2	2.700E-2	-7.398E-2	-4.032E-2	8.425E-2
1.885	4.080E-4	-4.069E-2	4.069E-2	-4.244E-3	-2.247E-2	2.287E-2	0.283	-0.218	0.357
1.902	2.623E-4	-4.107E-2	4.107E-2	6.715E-3	-3.340E-2	3.407E-2	0.281	-0.156	0.321
1.919	6.320E-4	-4.181E-2	4.181E-2	1.168E-2	-3.245E-2	3.448E-2	-8.840E-2	0.452	0.460
1.935	6.519E-4	-4.215E-2	4.216E-2	-1.108E-3	-1.432E-2	1.436E-2	-0.582	0.732	0.935
1.952	5.950E-4	-4.228E-2	4.229E-2	-6.466E-3	-7.897E-3	1.021E-2	2.523E-2	-0.264	0.265
1.969	4.362E-4	-4.241E-2	4.242E-2	-1.900E-3	-2.198E-2	2.206E-2	0.212	-0.427	0.477
1.985	5.316E-4	-4.302E-2	4.302E-2	3.542E-3	-2.745E-2	2.768E-2	0.136	4.908E-2	0.145
2.002	5.544E-4	-4.333E-2	4.333E-2	9.848E-4	-1.620E-2	1.623E-2	0.184	0.308	0.359
2.019	5.645E-4	-4.356E-2	4.356E-2	8.735E-3	-1.717E-2	1.926E-2	4.589E-2	1.582E-2	4.854E-2
2.035	8.458E-4	-4.390E-2	4.391E-2	6.388E-3	-1.750E-2	1.863E-2	-0.176	-0.179	0.251
2.052	7.777E-4	-4.414E-2	4.415E-2	-1.639E-3	-2.078E-2	2.085E-2	-0.230	-0.188	0.297
2.069	7.911E-4	-4.460E-2	4.460E-2	9.013E-4	-2.624E-2	2.626E-2	9.242E-2	0.151	0.177
2.085	8.077E-4	-4.502E-2	4.502E-2	1.106E-3	-1.586E-2	1.590E-2	8.779E-2	-3.533E-3	8.787E-2
2.102	8.280E-4	-4.513E-2	4.513E-2	3.519E-3	-2.166E-2	2.195E-2	0.302	-0.203	0.363
2.119	9.252E-4	-4.574E-2	4.575E-2	1.107E-2	-2.936E-2	3.138E-2	0.221	-0.126	0.255
2.135	1.197E-3	-4.611E-2	4.612E-2	1.260E-2	-2.162E-2	2.503E-2	0.125	0.116	0.170
2.152	1.346E-3	-4.646E-2	4.648E-2	1.286E-2	-2.583E-2	2.885E-2	-0.102	-0.137	0.171
2.169	1.626E-3	-4.697E-2	4.700E-2	1.161E-2	-2.786E-2	3.018E-2	-0.101	-9.999E-2	0.142
