	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	1.130E-3	-2.351E-4	1.154E-3						
0.017	2.490E-3	-7.058E-4	2.588E-3	5.723E-2	-2.803E-2	6.372E-2			
0.033	3.039E-3	-1.171E-3	3.257E-3	5.159E-2	-2.147E-2	5.588E-2	0.245	0.374	0.448
0.050	4.211E-3	-1.422E-3	4.445E-3	7.371E-2	-1.391E-2	7.501E-2	0.161	-8.024E-2	0.179
0.067	5.499E-3	-1.635E-3	5.737E-3	5.801E-2	-2.322E-2	6.248E-2	-0.672	-0.361	0.762
0.083	6.147E-3	-2.197E-3	6.527E-3	4.451E-2	-2.968E-2	5.350E-2	5.365E-2	-2.532E-2	5.933E-2
0.100	6.984E-3	-2.625E-3	7.461E-3	6.241E-2	-2.195E-2	6.616E-2	2.526E-2	-0.101	0.104
0.117	8.229E-3	-2.929E-3	8.735E-3	5.136E-2	-3.077E-2	5.987E-2	-0.172	-0.326	0.368
0.133	8.698E-3	-3.652E-3	9.433E-3	4.577E-2	-3.773E-2	5.931E-2	-0.485	-0.104	0.496
0.150	9.756E-3	-4.188E-3	1.062E-2	4.603E-2	-3.102E-2	5.551E-2	0.268	-0.206	0.338
0.167	1.023E-2	-4.687E-3	1.126E-2	4.489E-2	-4.317E-2	6.228E-2	0.169	-0.708	0.728
0.184	1.125E-2	-5.629E-3	1.258E-2	5.909E-2	-5.834E-2	8.303E-2	0.277	-0.400	0.486
0.200	1.221E-2	-6.633E-3	1.389E-2	5.193E-2	-5.577E-2	7.621E-2	0.409	0.356	0.542
0.217	1.299E-2	-7.490E-3	1.499E-2	6.848E-2	-4.573E-2	8.234E-2	1.165E-2	0.411	0.411
0.234	1.449E-2	-8.159E-3	1.663E-2	6.308E-2	-4.097E-2	7.522E-2	-0.459	0.383	0.598
0.250	1.509E-2	-8.857E-3	1.750E-2	4.157E-2	-3.496E-2	5.431E-2	-0.471	0.306	0.562
0.267	1.588E-2	-9.325E-3	1.841E-2	5.208E-2	-2.862E-2	5.942E-2	0.303	0.359	0.470
0.284	1.683E-2	-9.812E-3	1.948E-2	5.292E-2	-2.473E-2	5.842E-2	0.164	0.289	0.332
0.300	1.764E-2	-1.015E-2	2.035E-2	5.479E-2	-1.799E-2	5.766E-2	0.156	0.338	0.372
0.317	1.866E-2	-1.041E-2	2.137E-2	6.048E-2	-1.368E-2	6.201E-2	0.212	6.090E-2	0.221
