	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-1.520E-3	1.436E-2	1.444E-2						
0.017	-1.059E-3	1.443E-2	1.447E-2	2.650E-2	8.740E-4	2.652E-2			
0.033	-6.353E-4	1.439E-2	1.441E-2	4.080E-2	-1.087E-3	4.081E-2	0.628	-0.172	0.651
0.050	3.025E-4	1.439E-2	1.439E-2	5.254E-2	-3.610E-3	5.267E-2	0.171	-8.626E-2	0.191
0.067	1.118E-3	1.427E-2	1.431E-2	4.394E-2	-5.397E-3	4.427E-2	-0.322	-1.023E-2	0.322
0.083	1.769E-3	1.421E-2	1.432E-2	4.067E-2	-3.011E-3	4.078E-2	2.729E-2	8.333E-3	2.853E-2
0.100	2.475E-3	1.417E-2	1.439E-2	4.557E-2	-4.858E-3	4.583E-2	0.596	-0.349	0.690
0.117	3.289E-3	1.405E-2	1.443E-2	5.968E-2	-1.442E-2	6.140E-2	0.142	-0.537	0.555
0.133	4.466E-3	1.369E-2	1.440E-2	5.515E-2	-2.409E-2	6.018E-2	-3.388E-2	-7.015E-2	7.790E-2
0.150	5.130E-3	1.325E-2	1.420E-2	5.099E-2	-1.774E-2	5.399E-2	-0.200	0.243	0.315
0.167	6.168E-3	1.310E-2	1.448E-2	5.493E-2	-1.255E-2	5.635E-2	0.474	-4.936E-2	0.477
0.184	6.962E-3	1.283E-2	1.459E-2	6.119E-2	-2.103E-2	6.470E-2	-0.492	-7.925E-2	0.499
0.200	8.209E-3	1.240E-2	1.487E-2	4.733E-2	-1.725E-2	5.038E-2	-0.322	-4.807E-2	0.325
0.217	8.542E-3	1.225E-2	1.493E-2	3.808E-2	-1.816E-2	4.219E-2	-0.246	-9.235E-2	0.263
0.234	9.480E-3	1.179E-2	1.513E-2	4.923E-2	-2.468E-2	5.507E-2	0.457	-9.223E-2	0.466
0.250	1.018E-2	1.143E-2	1.531E-2	4.791E-2	-1.938E-2	5.169E-2	-7.684E-2	0.302	0.311
0.267	1.108E-2	1.114E-2	1.571E-2	4.984E-2	-1.469E-2	5.196E-2	0.671	0.313	0.741
0.284	1.185E-2	1.094E-2	1.612E-2	6.563E-2	-9.070E-3	6.625E-2	0.149	0.199	0.249
0.300	1.327E-2	1.084E-2	1.713E-2	6.396E-2	-7.236E-3	6.437E-2	-0.203	4.659E-2	0.208
0.317	1.398E-2	1.070E-2	1.760E-2	4.909E-2	-8.434E-3	4.981E-2	-9.895E-2	6.165E-2	0.117
0.334	1.491E-2	1.056E-2	1.827E-2	6.425E-2	-5.311E-3	6.447E-2	5.696E-2	0.136	0.148
0.350	1.613E-2	1.052E-2	1.925E-2	5.515E-2	-3.024E-3	5.524E-2	-0.472	0.196	0.511
0.367	1.675E-2	1.046E-2	1.974E-2	4.153E-2	1.067E-4	4.153E-2	-0.196	6.322E-2	0.206
0.384	1.751E-2	1.052E-2	2.043E-2	5.158E-2	6.805E-4	5.158E-2	0.138	-0.160	0.211
0.400	1.847E-2	1.048E-2	2.123E-2	4.843E-2	-6.133E-3	4.882E-2	2.209E-2	-0.183	0.185
0.417	1.913E-2	1.032E-2	2.173E-2	4.776E-2	-6.504E-3	4.821E-2	0.116	9.614E-3	0.116
0.434	2.006E-2	1.026E-2	2.253E-2	5.594E-2	-4.202E-3	5.610E-2	0.304	0.135	0.333
0.450	2.099E-2	1.018E-2	2.333E-2	5.661E-2	-3.059E-3	5.670E-2	-0.487	-2.763E-3	0.487
0.467	2.195E-2	1.016E-2	2.419E-2	4.209E-2	-3.212E-3	4.221E-2	-0.133	-0.445	0.465
