	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-2.717E-3	1.216E-3	2.977E-3						
0.017	-1.498E-3	1.589E-3	2.184E-3	1.952E-2	5.484E-2	5.821E-2			
0.033	-2.066E-3	3.046E-3	3.681E-3	-2.497E-2	8.708E-2	9.058E-2	-1.616	0.295	1.643
0.050	-2.331E-3	4.495E-3	5.063E-3	-2.313E-2	6.333E-2	6.742E-2	0.517	-1.478	1.566
0.067	-2.838E-3	5.159E-3	5.888E-3	-1.349E-2	3.216E-2	3.488E-2	-2.574	5.993E-2	2.575
0.083	-2.781E-3	5.568E-3	6.224E-3	-8.983E-2	6.125E-2	0.109	-1.159	0.256	1.187
0.100	-5.835E-3	7.203E-3	9.270E-3	-9.395E-2	5.802E-2	0.110	1.912	-0.786	2.067
0.117	-5.916E-3	7.504E-3	9.555E-3	1.054E-2	1.831E-2	2.113E-2	2.758	-1.223	3.017
0.133	-5.483E-3	7.814E-3	9.546E-3	-5.740E-3	2.245E-2	2.317E-2	2.159E-2	0.486	0.486
0.150	-6.107E-3	8.253E-3	1.027E-2	-4.663E-3	3.442E-2	3.474E-2	-0.259	0.247	0.358
0.167	-5.639E-3	8.963E-3	1.059E-2	3.070E-3	3.372E-2	3.386E-2	0.432	-0.208	0.479
0.184	-6.005E-3	9.378E-3	1.114E-2	-4.559E-3	2.395E-2	2.438E-2	-3.325	1.864	3.812
0.200	-5.791E-3	9.762E-3	1.135E-2	-8.531E-2	8.767E-2	0.122	-1.478	1.010	1.790
0.217	-8.852E-3	1.230E-2	1.516E-2	-9.677E-2	8.577E-2	0.129	1.240	-1.362	1.842
0.234	-9.020E-3	1.262E-2	1.551E-2	-5.774E-3	1.462E-2	1.572E-2	2.995	-1.861	3.526
0.250	-9.044E-3	1.279E-2	1.567E-2	-7.164E-3	2.914E-2	3.000E-2	0.198	0.121	0.232
0.267	-9.259E-3	1.360E-2	1.645E-2	-2.855E-3	2.770E-2	2.785E-2	0.111	-0.351	0.368
0.284	-9.140E-3	1.372E-2	1.648E-2	1.075E-3	8.637E-3	8.703E-3	0.367	-0.574	0.681
0.300	-9.223E-3	1.388E-2	1.667E-2	4.804E-3	1.168E-2	1.263E-2	-1.971	1.806	2.673
0.317	-8.979E-3	1.411E-2	1.672E-2	-5.157E-2	6.214E-2	8.075E-2	-3.341	0.415	3.367
0.334	-1.094E-2	1.596E-2	1.935E-2	-0.126	4.824E-2	0.135	-0.406	-1.274	1.337
0.350	-1.318E-2	1.571E-2	2.051E-2	-6.746E-2	-6.441E-3	6.776E-2	3.044	-1.649	3.462
0.367	-1.319E-2	1.574E-2	2.054E-2	-3.725E-3	4.149E-3	5.576E-3	2.257	0.304	2.277
0.384	-1.330E-2	1.585E-2	2.069E-2	-2.925E-3	3.665E-3	4.689E-3	8.021E-2	-1.145E-2	8.103E-2
0.400	-1.329E-2	1.586E-2	2.070E-2	3.811E-4	2.336E-3	2.367E-3	0.153	3.038E-2	0.156
0.417	-1.329E-2	1.593E-2	2.075E-2	1.428E-3	5.366E-3	5.552E-3	3.525E-2	-2.672E-3	3.535E-2
0.434	-1.324E-2	1.604E-2	2.080E-2	2.045E-3	2.959E-3	3.597E-3	-7.752E-2	-0.192	0.207
0.450	-1.322E-2	1.603E-2	2.078E-2	-1.162E-3	-2.144E-3	2.438E-3	-0.150	-0.137	0.203
0.467	-1.328E-2	1.597E-2	2.077E-2	-3.603E-3	-1.677E-3	3.974E-3	-0.286	0.502	0.577
0.484	-1.334E-2	1.597E-2	2.081E-2	-9.453E-3	1.338E-2	1.639E-2	6.044E-2	0.518	0.521
0.501	-1.360E-2	1.642E-2	2.132E-2	-4.820E-3	2.008E-2	2.065E-2	4.548E-2	-0.216	0.221
0.517	-1.350E-2	1.664E-2	2.143E-2	-2.827E-3	3.772E-3	4.714E-3	-7.391	4.653	8.733
0.534	-1.369E-2	1.654E-2	2.148E-2	-0.225	0.151	0.271	-3.855	2.304	4.491
0.551	-2.101E-2	2.168E-2	3.019E-2	-0.222	0.150	0.268	2.893	-2.593	3.885
0.567	-2.110E-2	2.153E-2	3.015E-2	-3.230E-2	-3.894E-3	3.253E-2	6.371	-5.227	8.241
0.584	-2.208E-2	2.155E-2	3.086E-2	-4.931E-2	-5.166E-4	4.932E-2	0.262	-0.632	0.684
0.601	-2.275E-2	2.152E-2	3.131E-2	-1.992E-2	-2.321E-2	3.059E-2	0.290	-1.331	1.362
0.617	-2.275E-2	2.078E-2	3.081E-2	-3.087E-2	-4.986E-2	5.864E-2	0.887	-1.596	1.826
0.634	-2.378E-2	1.985E-2	3.098E-2	-9.473E-3	-7.265E-2	7.326E-2	-0.208	-0.321	0.383
0.651	-2.307E-2	1.836E-2	2.948E-2	-1.081E-2	-6.778E-2	6.864E-2	0.310	0.497	0.586
0.667	-2.414E-2	1.759E-2	2.987E-2	-2.721E-2	-4.716E-2	5.445E-2	-0.603	0.250	0.653
0.684	-2.397E-2	1.678E-2	2.926E-2	-9.824E-3	-6.115E-2	6.193E-2	1.040	-0.405	1.116
0.701	-2.447E-2	1.555E-2	2.899E-2	-6.764E-3	-6.529E-2	6.564E-2	0.410	0.146	0.435
0.717	-2.420E-2	1.460E-2	2.826E-2	1.358E-2	-5.265E-2	5.437E-2	-0.653	-0.297	0.718
0.734	-2.401E-2	1.380E-2	2.769E-2	-2.709E-2	-7.190E-2	7.683E-2	-2.207	-0.185	2.214
0.751	-2.510E-2	1.220E-2	2.791E-2	-6.992E-2	-6.974E-2	9.876E-2	-9.960E-2	0.483	0.493
0.767	-2.635E-2	1.147E-2	2.874E-2	-3.234E-2	-4.503E-2	5.544E-2	-0.299	0.759	0.816
0.784	-2.618E-2	1.070E-2	2.829E-2	-5.753E-2	-4.800E-2	7.493E-2	-0.124	-1.171E-2	0.125
0.801	-2.827E-2	9.866E-3	2.994E-2	-6.969E-2	-4.643E-2	8.374E-2	0.832	9.037E-2	0.837
0.817	-2.851E-2	9.153E-3	2.994E-2	-5.585E-3	-4.352E-2	4.387E-2	2.629	-0.150	2.634
0.834	-2.845E-2	8.414E-3	2.967E-2	1.148E-2	-5.119E-2	5.246E-2	4.474E-2	-0.488	0.490
0.851	-2.812E-2	7.445E-3	2.909E-2	-1.546E-4	-6.122E-2	6.122E-2	-0.843	9.670E-2	0.848
0.868	-2.846E-2	6.371E-3	2.916E-2	-2.307E-2	-4.994E-2	5.501E-2	-0.707	0.741	1.024
0.884	-2.889E-2	5.779E-3	2.947E-2	-2.231E-2	-3.237E-2	3.932E-2	0.376	0.894	0.970
0.901	-2.920E-2	5.291E-3	2.968E-2	-1.021E-2	-2.225E-2	2.448E-2	0.375	0.421	0.564
0.918	-2.923E-2	5.037E-3	2.967E-2	-7.202E-3	-1.658E-2	1.807E-2	-0.297	0.421	0.515
0.934	-2.944E-2	4.738E-3	2.982E-2	-2.153E-2	-1.062E-2	2.401E-2	-1.256	-0.200	1.272
0.951	-2.995E-2	4.682E-3	3.032E-2	-4.839E-2	-1.877E-2	5.191E-2	-0.495	-0.311	0.585
0.968	-3.106E-2	4.112E-3	3.133E-2	-4.490E-2	-2.742E-2	5.261E-2	1.014	-0.170	1.028
0.984	-3.145E-2	3.767E-3	3.168E-2	-8.122E-3	-2.035E-2	2.191E-2	1.243	0.116	1.249
1.001	-3.133E-2	3.433E-3	3.152E-2	-8.863E-4	-2.389E-2	2.390E-2	0.112	0.308	0.328
1.018	-3.148E-2	2.970E-3	3.162E-2	-8.959E-3	-1.328E-2	1.602E-2	-0.289	0.477	0.558
1.034	-3.163E-2	2.990E-3	3.177E-2	-9.262E-3	-2.733E-3	9.657E-3	-7.012E-2	0.387	0.393
1.051	-3.179E-2	2.879E-3	3.192E-2	-1.122E-2	-3.927E-3	1.189E-2	-0.662	-6.622E-2	0.666
1.068	-3.200E-2	2.859E-3	3.213E-2	-2.936E-2	-3.316E-3	2.955E-2	0.273	0.286	0.395
1.084	-3.277E-2	2.768E-3	3.289E-2	-1.157E-2	3.372E-3	1.205E-2	0.988	0.259	1.021
1.101	-3.239E-2	2.971E-3	3.252E-2	1.669E-2	8.621E-3	1.878E-2	0.774	0.377	0.861
1.118	-3.221E-2	3.056E-3	3.236E-2	7.948E-3	1.263E-2	1.492E-2	-2.770	-0.969	2.934
1.134	-3.212E-2	3.392E-3	3.230E-2	-6.548E-2	-1.590E-2	6.738E-2	-1.368	-0.110	1.373
1.151	-3.440E-2	2.525E-3	3.449E-2	-6.742E-2	-8.625E-3	6.797E-2	0.958	1.390	1.689
1.168	-3.437E-2	3.105E-3	3.451E-2	-3.050E-3	4.636E-2	4.646E-2	1.943	1.659	2.555
1.185	-3.450E-2	4.072E-3	3.474E-2	-1.295E-2	4.562E-2	4.743E-2	-0.871	1.138	1.433
