	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	7.156E-4	2.114E-3	2.232E-3						
0.017	1.349E-3	2.406E-3	2.758E-3	4.502E-2	1.381E-2	4.709E-2			
0.033	2.218E-3	2.574E-3	3.398E-3	4.628E-2	1.247E-2	4.793E-2	-2.077E-2	-6.045E-3	2.163E-2
0.050	2.893E-3	2.822E-3	4.042E-3	4.152E-2	1.481E-2	4.408E-2	-0.137	-2.732E-2	0.140
0.067	3.603E-3	3.069E-3	4.733E-3	4.280E-2	1.166E-2	4.436E-2	8.529E-2	-0.149	0.172
0.083	4.321E-3	3.211E-3	5.384E-3	4.414E-2	8.896E-3	4.502E-2	-0.112	-3.404E-2	0.117
0.100	5.076E-3	3.365E-3	6.090E-3	4.008E-2	1.085E-2	4.152E-2	0.156	-0.130	0.203
0.117	5.659E-3	3.573E-3	6.692E-3	4.612E-2	5.895E-3	4.650E-2	-4.596E-2	-0.296	0.299
0.133	6.614E-3	3.562E-3	7.513E-3	4.433E-2	-1.056E-3	4.434E-2	-0.133	-0.170	0.216
0.150	7.138E-3	3.538E-3	7.966E-3	3.576E-2	7.208E-4	3.577E-2	-0.331	0.121	0.353
0.167	7.808E-3	3.586E-3	8.592E-3	3.686E-2	3.570E-3	3.703E-2	0.266	-0.101	0.284
0.184	8.368E-3	3.657E-3	9.132E-3	4.187E-2	-1.898E-3	4.191E-2	0.192	-0.289	0.346
0.200	9.205E-3	3.523E-3	9.856E-3	4.662E-2	-7.921E-3	4.729E-2	8.112E-2	-0.109	0.136
0.217	9.923E-3	3.393E-3	1.049E-2	4.245E-2	-5.031E-3	4.275E-2	-5.924E-2	0.130	0.143
0.234	1.062E-2	3.355E-3	1.114E-2	4.459E-2	-2.724E-3	4.467E-2	0.154	-0.153	0.217
0.250	1.141E-2	3.302E-3	1.188E-2	4.833E-2	-9.722E-3	4.930E-2	-9.685E-2	-0.323	0.337
0.267	1.223E-2	3.031E-3	1.260E-2	4.227E-2	-1.541E-2	4.499E-2	-0.176	-8.285E-2	0.194
0.284	1.282E-2	2.788E-3	1.312E-2	3.966E-2	-1.172E-2	4.136E-2	-8.599E-2	0.130	0.156
0.300	1.356E-2	2.640E-3	1.381E-2	4.199E-2	-1.019E-2	4.321E-2	0.234	8.342E-3	0.234
0.317	1.422E-2	2.448E-3	1.443E-2	4.543E-2	-1.213E-2	4.702E-2	3.264E-4	-0.176	0.176
0.334	1.507E-2	2.235E-3	1.524E-2	4.479E-2	-1.565E-2	4.744E-2	-0.120	-0.255	0.282
0.350	1.572E-2	1.926E-3	1.583E-2	3.881E-2	-2.101E-2	4.414E-2	5.323E-2	-7.360E-2	9.084E-2
0.367	1.637E-2	1.534E-3	1.644E-2	4.646E-2	-1.904E-2	5.021E-2	-5.389E-2	5.902E-2	7.993E-2
0.384	1.727E-2	1.290E-3	1.732E-2	4.094E-2	-1.706E-2	4.435E-2	-0.152	-0.164	0.223
0.400	1.773E-2	9.643E-4	1.776E-2	3.557E-2	-2.505E-2	4.351E-2	-6.644E-2	-2.025E-2	6.945E-2
0.417	1.845E-2	4.543E-4	1.846E-2	4.278E-2	-2.041E-2	4.740E-2	0.104	0.184	0.211
0.434	1.916E-2	2.834E-4	1.916E-2	3.844E-2	-1.460E-2	4.112E-2	-0.217	3.109E-2	0.219
0.450	1.974E-2	-3.297E-5	1.974E-2	3.445E-2	-2.168E-2	4.070E-2	0.137	-0.205	0.246
0.467	2.031E-2	-4.399E-4	2.032E-2	4.244E-2	-2.194E-2	4.777E-2	0.197	2.406E-2	0.198
0.484	2.115E-2	-7.650E-4	2.117E-2	4.419E-2	-1.975E-2	4.841E-2	-0.104	6.066E-2	0.121
0.500	2.179E-2	-1.099E-3	2.181E-2	3.628E-2	-2.030E-2	4.157E-2	-5.948E-2	-0.117	0.131
0.517	2.236E-2	-1.442E-3	2.241E-2	4.161E-2	-2.332E-2	4.770E-2	3.565E-2	-4.099E-2	5.433E-2
0.534	2.317E-2	-1.877E-3	2.325E-2	4.083E-2	-2.286E-2	4.679E-2	-0.107	6.056E-2	0.123
0.551	2.373E-2	-2.205E-3	2.383E-2	3.459E-2	-1.996E-2	3.993E-2	-0.130	5.916E-2	0.143
0.567	2.433E-2	-2.543E-3	2.446E-2	3.781E-2	-2.127E-2	4.338E-2	-4.185E-2	-4.910E-2	6.451E-2
0.584	2.499E-2	-2.915E-3	2.516E-2	3.419E-2	-2.191E-2	4.061E-2	1.003E-2	-6.243E-2	6.323E-2
0.601	2.547E-2	-3.274E-3	2.568E-2	3.547E-2	-2.290E-2	4.222E-2	-2.344E-3	8.222E-3	8.550E-3
0.617	2.617E-2	-3.679E-3	2.643E-2	3.740E-2	-2.236E-2	4.357E-2	5.269E-2	0.155	0.164
0.634	2.672E-2	-4.020E-3	2.702E-2	3.470E-2	-1.741E-2	3.882E-2	-0.146	0.162	0.218
0.651	2.733E-2	-4.260E-3	2.766E-2	3.409E-2	-1.613E-2	3.771E-2	-3.810E-2	-1.150E-2	3.979E-2
0.667	2.785E-2	-4.558E-3	2.822E-2	3.232E-2	-1.862E-2	3.730E-2	2.740E-2	-0.137	0.140
0.684	2.841E-2	-4.881E-3	2.882E-2	3.527E-2	-2.051E-2	4.080E-2	-0.210	-0.128	0.246
0.701	2.903E-2	-5.242E-3	2.950E-2	2.728E-2	-2.293E-2	3.564E-2	-2.228E-2	-2.471E-2	3.327E-2
0.717	2.932E-2	-5.646E-3	2.986E-2	2.953E-2	-2.187E-2	3.675E-2	6.811E-2	-5.128E-2	8.525E-2
0.734	3.002E-2	-5.972E-3	3.061E-2	3.548E-2	-2.326E-2	4.243E-2	4.618E-2	0.124	0.132
0.751	3.050E-2	-6.422E-3	3.117E-2	2.765E-2	-2.013E-2	3.420E-2	-0.230	8.842E-2	0.246
0.767	3.094E-2	-6.644E-3	3.164E-2	2.809E-2	-1.725E-2	3.296E-2	7.541E-2	2.637E-2	7.989E-2
0.784	3.144E-2	-6.998E-3	3.221E-2	3.075E-2	-2.135E-2	3.744E-2	-3.583E-3	-0.135	0.135
0.801	3.197E-2	-7.356E-3	3.280E-2	2.841E-2	-2.126E-2	3.549E-2	3.849E-2	5.930E-2	7.070E-2
0.817	3.239E-2	-7.707E-3	3.329E-2	3.028E-2	-1.951E-2	3.602E-2	0.122	-7.200E-2	0.142
0.834	3.298E-2	-8.007E-3	3.393E-2	3.451E-2	-2.259E-2	4.125E-2	-0.303	-0.318	0.439
0.851	3.354E-2	-8.461E-3	3.459E-2	2.103E-2	-3.112E-2	3.756E-2	-0.158	-0.732	0.748
0.868	3.368E-2	-9.045E-3	3.487E-2	2.358E-2	-4.590E-2	5.160E-2	0.192	-0.727	0.752
0.884	3.432E-2	-9.993E-3	3.575E-2	3.423E-2	-5.778E-2	6.716E-2	0.387	-0.205	0.438
0.901	3.482E-2	-1.097E-2	3.651E-2	3.261E-2	-5.240E-2	6.171E-2	3.551E-2	0.270	0.272
0.918	3.541E-2	-1.174E-2	3.731E-2	3.673E-2	-4.671E-2	5.942E-2	0.624	-1.395	1.528
0.934	3.605E-2	-1.253E-2	3.816E-2	5.141E-2	-9.348E-2	0.107	0.128	-0.962	0.970
0.951	3.713E-2	-1.486E-2	3.999E-2	4.722E-2	-9.782E-2	0.109	-0.280	0.581	0.645
0.968	3.762E-2	-1.580E-2	4.080E-2	3.438E-2	-5.566E-2	6.542E-2	-0.388	1.588	1.634
0.984	3.828E-2	-1.672E-2	4.177E-2	3.832E-2	-5.125E-2	6.399E-2	2.307E-2	0.159	0.161
1.001	3.890E-2	-1.751E-2	4.266E-2	3.459E-2	-4.903E-2	6.000E-2	-7.387E-2	-2.567E-2	7.820E-2
1.018	3.943E-2	-1.835E-2	4.349E-2	3.476E-2	-5.288E-2	6.328E-2	-2.537E-2	-0.330	0.331
1.034	4.006E-2	-1.927E-2	4.445E-2	3.534E-2	-5.972E-2	6.939E-2	5.590E-2	-5.022E-2	7.515E-2
1.051	4.061E-2	-2.035E-2	4.542E-2	3.520E-2	-5.672E-2	6.675E-2	-0.162	0.153	0.222
1.068	4.123E-2	-2.116E-2	4.635E-2	3.174E-2	-5.139E-2	6.041E-2	6.364E-3	0.467	0.467
1.084	4.167E-2	-2.206E-2	4.715E-2	3.253E-2	-4.429E-2	5.495E-2	-0.196	0.726	0.752
1.101	4.232E-2	-2.264E-2	4.799E-2	2.928E-2	-2.543E-2	3.878E-2	-0.548	1.005	1.144
1.118	4.264E-2	-2.291E-2	4.841E-2	1.167E-2	-1.028E-2	1.556E-2	-0.754	1.115	1.346
1.134	4.271E-2	-2.298E-2	4.850E-2	3.333E-3	1.004E-2	1.058E-2	-0.401	1.501	1.553
1.151	4.276E-2	-2.257E-2	4.835E-2	-2.675E-4	4.079E-2	4.079E-2	-0.114	1.312	1.317
1.168	4.270E-2	-2.162E-2	4.786E-2	-1.557E-3	5.647E-2	5.650E-2	-4.233E-2	0.415	0.417
1.185	4.270E-2	-2.069E-2	4.745E-2	-5.878E-4	5.262E-2	5.262E-2	4.423E-2	1.334E-2	4.619E-2
1.201	4.268E-2	-1.987E-2	4.708E-2	-6.968E-4	5.521E-2	5.521E-2	2.354E-2	0.616	0.617
1.218	4.268E-2	-1.885E-2	4.666E-2	4.759E-4	7.356E-2	7.356E-2	6.280E-2	3.235E-2	7.064E-2
1.235	4.270E-2	-1.741E-2	4.611E-2	1.346E-3	6.238E-2	6.239E-2	0.107	-0.506	0.518
1.251	4.273E-2	-1.677E-2	4.590E-2	3.834E-3	4.696E-2	4.711E-2	0.403	-0.404	0.571
1.268	4.282E-2	-1.585E-2	4.566E-2	1.414E-2	5.469E-2	5.649E-2	0.210	-1.003E-2	0.211
1.285	4.320E-2	-1.494E-2	4.571E-2	1.411E-2	4.643E-2	4.853E-2	-8.893E-2	-0.216	0.234
1.301	4.329E-2	-1.430E-2	4.559E-2	7.394E-3	4.448E-2	4.509E-2	-0.299	-0.234	0.380
1.318	4.344E-2	-1.346E-2	4.548E-2	6.165E-3	4.253E-2	4.297E-2	0.203	0.107	0.230
1.335	4.350E-2	-1.288E-2	4.537E-2	1.193E-2	4.371E-2	4.531E-2	0.271	-0.223	0.351
1.351	4.384E-2	-1.200E-2	4.545E-2	1.836E-2	4.049E-2	4.446E-2	9.493E-2	-0.420	0.431
1.368	4.411E-2	-1.153E-2	4.559E-2	1.363E-2	2.535E-2	2.878E-2	-2.576E-2	-0.344	0.345
