	mass B									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000	-1.974E-3	-5.163E-3	5.528E-3						
0.017	-1.853E-3	-6.391E-3	6.654E-3	-3.651E-4	-6.467E-2	6.468E-2			
0.033	-1.986E-3	-7.321E-3	7.586E-3	9.538E-4	-3.057E-2	3.059E-2	1.075	2.297	2.536
0.050	-1.821E-3	-7.411E-3	7.631E-3	3.549E-2	1.498E-2	3.852E-2	0.354	2.890	2.912
0.067	-8.020E-4	-6.821E-3	6.868E-3	2.408E-2	6.399E-2	6.837E-2	-0.522	2.645	2.696
0.083	-1.018E-3	-5.276E-3	5.373E-3	1.751E-3	0.107	0.107	-0.673	1.509	1.653
0.100	-7.436E-4	-3.267E-3	3.350E-3	1.176E-2	0.115	0.116	0.379	0.258	0.458
0.117	-6.255E-4	-1.439E-3	1.569E-3	1.046E-2	0.111	0.112	-0.233	-0.440	0.498
0.133	-3.945E-4	4.493E-4	5.979E-4	6.644E-3	0.103	0.103	-0.246	-0.203	0.319
0.150	-4.038E-4	2.000E-3	2.040E-3	-3.116E-4	0.100	0.100	0.279	-0.333	0.435
0.167	-4.049E-4	3.798E-3	3.820E-3	1.492E-2	9.705E-2	9.819E-2	0.151	-0.874	0.887
0.184	9.403E-5	5.238E-3	5.239E-3	1.159E-2	6.946E-2	7.042E-2	-0.103	-1.077	1.082
0.200	-1.836E-5	6.116E-3	6.116E-3	2.740E-3	5.719E-2	5.726E-2	-0.287	-0.600	0.665
0.217	1.855E-4	7.146E-3	7.148E-3	7.944E-3	5.422E-2	5.480E-2	-0.103	-0.372	0.386
0.234	2.467E-4	7.925E-3	7.929E-3	-2.403E-3	4.257E-2	4.263E-2	8.342E-2	-0.489	0.496
0.250	1.053E-4	8.566E-3	8.567E-3	7.343E-3	3.787E-2	3.858E-2	1.027	-0.370	1.092
0.267	4.917E-4	9.189E-3	9.202E-3	3.550E-2	3.148E-2	4.744E-2	0.475	6.419E-2	0.479
0.284	1.290E-3	9.617E-3	9.703E-3	2.738E-2	3.682E-2	4.589E-2	-0.792	0.333	0.859
0.300	1.405E-3	1.042E-2	1.051E-2	2.148E-3	4.679E-2	4.684E-2	-0.474	0.164	0.501
0.317	1.361E-3	1.118E-2	1.126E-2	1.116E-2	4.100E-2	4.250E-2	4.095E-2	-0.309	0.312
0.334	1.778E-3	1.179E-2	1.192E-2	1.024E-2	3.549E-2	3.694E-2	-0.393	-8.641E-2	0.403
